conceptId;Engelse beschrijving;Vertalingen;conceptId;snomedBeVertaling
233042002;Closed atrial fenestration;Gesloten atriale fenestration;233042002;atriale fenestratie, gesloten
233061003;Resection of septomarginal trabeculation;Resectie van septomarginal trabeculation;233061003;resectie septomarginale trabeculatie
233309009;Endarterectomy of profunda femoris;Endarterectomie van profunda femoris;233309009;endarteriëctomie van de arteria femoralis profunda
233378000;Extra-anatomical bypass graft;Extra - anatomische bypass;233378000;extra-anatomische bypassgreffe
233379008;Axillobifemoral bypass graft;Axillobifemoral bypass;233379008;axillo-bifemorale bypass greffe
233380006;Femorofemoral crossover bypass graft;Femorofemoral crossover bypass;233380006;crossover bypass greffe van de arteria femoralis communis naar de arteria femoralis communis
233479009;Embolization of arteriovenous graft;Embolisatie van arterioveneuze graft;233479009;embolisatie van arterioveneuze greffe
233493002;Excision of arteriovenous graft;Excisie van arterioveneuze graft;233493002;excisie van arterioveneuze greffe
234299008;Lymphonodovenous anastomosis;Lymphonodovenous anastomose;234299008;lymfonodoveneuze anastomosis
234300000;Lymphovenous anastomosis;Lymphovenous anastomose;234300000;lymfoveneuze anastomosis
234321000;Splenic cystogastrostomy;milt cystogastrostomy;234321000;cystostomie tussen maag en miltcyste
234328006;Bone marrow trephine;Beenmerg trephine;234328006;beenmerg boring
235148003;Push enteroscopy;push enteroscopie;235148003;pushe entero-duodenectomie
235292006;Santulli enterostomy;Santulli enterostomie;235292006;santullie entero-duodenectomie
235568004;Bile duct drainage;Galweg drainage;235568004;drainage van de galweg
236148009;Open pyelostomy;Open pyelostomy;236148009;open pyelostomie
236199002;Transurethral subureteric injection;Transurethrale subureteric injectie;236199002;transurethrale subureterale injectie
236209003;Salvage cystoprostatourethrectomy;Salvage cystoprostatourethrectomy;236209003;salvage cystoprostatourethrectomie
236897002;Endometrial resection;endometrium resectie;236897002;resectie van het endometrium
236941004;Ampullosalpingoscopy;Ampullosalpingoscopy;236941004;ampullosalpingoscopie
236942006;Microhysteroscopy;Microhysteroscopy;236942006;microhysteroscopie
236975003;Nonrotational forceps delivery;Nonrotational tangverlossing;236975003;geboorte met behulp van niet-rotationele forceps
236976002;Outlet forceps delivery;Outlet tangverlossing;236976002;geboorte met behulp van uitgangsforceps
237400005;Microdochectomy;Microdochectomy;237400005;microdochectomie
237490000;Mediastinoscopic thymectomy;Mediastinoscopic thymectomie;237490000;mediastinoscopische thymectomie
238328000;Minithoracotomy;Minithoracotomy;238328000;beperkte thoracotomie
239306009;Osteotomy of glenoid;Osteotomie van glenoid;239306009;osteotomie van het glenoid
239455004;Cheilectomy;Cheilectomy;239455004;cheilectomie
239547008;Spinal fusion for spondylolysis;Spinale fusie voor spondylolyse;239547008;fusie van de wervelkolom omwille van spondylolyse
239591008;Midfoot amputation;middenvoet amputatie;239591008;amputatie ter hoogte van de middenvoet
239989009;Rectorectostomy;Rectorectostomy;239989009;rectorectostomie
241234000;Abdominal angiography;abdominale angiografie;241234000;mesenteriale angiografie
241252000;Adrenal angiography;bijnier angiografie;241252000;bijnierangiografie
247042001;Holth iridencleisis;Holth iridencleisis;247042001;iridencleisis
248352005;Permanent continent ileostomy;Permanente continent ileostoma;248352005;definitieve continente ileostomie
254952003;Lengthening of levator palpebrae muscle;Verlenging van levator palpebrae spier;254952003;verlengen levatorspier
255098007;Auditory canaloplasty;auditieve canaloplasty;255098007;plastie van gehoorgang
257866001;Intracardiac potassium chloride injection;Intracardiale kaliumchloride injectie;257866001;intracardiale injectie van kaliumcholride
260651001;Superior cordotomy;Superior chordotomie;260651001;superieure cordotomie
260663006;Laryngofissure;Laryngofissure;260663006;thyroidotomie
261517000;Silver bunionectomy;Silver bunionectomy;261517000;silver bunionectomie
261529009;Excision of lash follicles;Excisie van lash follikels;261529009;excisie van haarfollikels wimper
261532007;Fenestrectomy;Fenestrectomy;261532007;fenestrectomie
264980004;Fasciotomy thigh;fasciotomie dij;264980004;fasciotomie van het bovenbeen
265293008;Goniopuncture;Goniopuncture;265293008;goniopunctie
265347008;Cardiomyotomy;Cardiomyotomy;265347008;myomectomie cardia
265380001;Jejunojejunal bypass;Jejunojejunal bypass;265380001;jejuno-jejunale bypass
265420002;Sponge rectopexy;spons rectopexie;265420002;Sponge rectopexie
268419007;Gastroscopy - via stoma;Gastroscopie - via stoma;268419007;gastroscopie via stoma
271410001;Anorectal stretch;anorectale stretch;271410001;anorectle dilatatie
271416007;Reconstruction of cranial defect;Reconstructie van craniale defect;271416007;reconstructie van een craniaal defect
274024009;Aneurysm clipping;aneurysma clipping;274024009;clipping van aneurysma
274050008;Osteotomy for hallux valgus;Osteotomie voor hallux valgus;274050008;osteotomie omwille van hallux valgus
274324002;Endoscopic rectum biopsy;Endoscopische rectum biopsie;274324002;biopsie langs endoscopische weg van het rectum
274324002;Endoscopic rectum biopsy;Endoscopische rectum biopsie;274324002;biopsie langs endoscopische weg van het rectum
274353001;Anal surgical biopsy;Anale chirurgische biopsie;274353001;chirurgische anale biopsie
274469009;Fascia stretching;fascia stretching;274469009;stretching van fascia
274473007;Fetal manipulation;foetale manipulatie;274473007;manuipulatie van foetus intra-uterien
274485004;Halo skull traction;Halo schedel tractie;274485004;halotractie
274803000;Examination of tympanic membrane;Onderzoek van trommelvlies;274803000;micro-otoscopie
274974008;Endoscopic endometrial polypectomy;Endoscopische endometrium poliepectomie;274974008;endoscopische endometriale poliepectomie
275010000;Drainage of pericolonic tissue;Drainage van pericolonic weefsel;275010000;drainage van pericolisch weefsel
275033004;Bileaflet mitral valve replacement;Bileaflet mitralisklepvervanging;275033004;vervanging van mitraalklep door kunstklep met twee klepbladen
275090004;Removal of toenail;Verwijdering van teennagel;275090004;verwijderen teennagel
275249009;Correction of scoliosis;Correctie van scoliose;275249009;correctie van scoliosis
276017006;Gastrografin swallow;Gastrografin zwaluw;276017006;rx slikfunctie met gastrografine
276018001;Gastrografin meal;Gastrografin maaltijd;276018001;rx maagonderzoek met gastrografine
276747001;Uncinectomy and polypectomy;Uncinectomy en poliepectomie;276747001;uncinectomie en polypectomie
276976008;Percutaneous arterial embolectomy;Percutane arteri ë le embolectomie;276976008;percutane arteriële embolectomie
277263004;Nasal decrusting;nasale decrusting;277263004;verwijderen van korsten uit neus
277437006;Bronchial revascularization;bronchiale revascularisatie;277437006;revascularisatie van bronchus
277578005;Biliary dilatation intervention;Biliaire dilatatie interventie;277578005;galweg dilatatie
278872003;Intravenous regional analgesia;Intraveneuze regionale analgesie;278872003;intraveneuze regionale anesthesie
281754001;Drainage of intramuscular abscess;Drainage van intramusculaire abces;281754001;drainage van intamusculair absces
287239002;Thymus transplantation;thymus transplantatie;287239002;transplantatie van thymus
287332008;Cardioplasty;Cardioplasty;287332008;cardioplastie
287549000;Percutaneous needle lymphatic biopsy;Percutane naald lymfatische biopsie;287549000;percutane lymfatische naald biopsie
287599001;Retrograde angiocardiography;retrograde angiocardiografie;287599001;retrograde cardiale angiografie
287600003;Venous catheter angiocardiography;Veneuze katheter angiocardiografie;287600003;veneus cardiale angiografie
287644000;Supramalleolar ankle amputation;Supramalleolar enkel amputatie;287644000;supramalleolaire enkel amputatie
287696002;Atrial overdrive pacing;Atriale overdrive pacing;287696002;overdrive pacing ter hoogte van atrium
287719000;Male pelvic clearance;Mannelijke bekken klaring;287719000;bekkenuitruiming bij de man
287735007;Nephrotomy with exploration;Nephrotomy met exploratie;287735007;nefrotomie met exploratie
287736008;Nephrotomy with drainage;Nephrotomy met drainage;287736008;nefrotomie met drainage
287779005;Prostatotomy and drainage;Prostatotomy en drainage;287779005;prostatotomie met drainage
287786002;Decompression of rectum;Decompressie van rectum;287786002;decompressie van het rectum
287962007;Postpartum uterine exploration;Postpartum baarmoeder exploratie;287962007;uteriene exploratie in postpartum
290649006;Chest wall manipulation;Borstwand manipulatie;290649006;manipulatie van de thoraxwand
291702009;Tympanosympathectomy;Tympanosympathectomy;291702009;transectie n tympanicus
299693003;Biopsy of jejunum;Biopsie van jejunum;299693003;jejunumbiopsie
300026008;Cryotherapy of basal cell carcinoma;Cryotherapie van basaalcelcarcinoom;300026008;cryotherapie van basalioom
301088001;Biopsy of pylorus;Biopsie van pylorus;301088001;biopsie van de pyloor
302354002;Small intestinal strictureplasty;Dunne darm strictureplasty;302354002;dunne darm stricturoplastie
302381002;Placental biopsy;placenta biopsie;302381002;biopsie placenta
302410007;Primary suture of skin;Primaire hechting van de huid;302410007;huidsutuur
302416001;Removal of metal from skin;Verwijdering van metaal uit de huid;302416001;verwijderen van stuk metaal uit de huid
302481001;Excision of thoracic intervertebral disc;Excisie van thoracale tussenwervelschijf;302481001;excisie van thoracale intervertebrale discus
304389001;Axillo-unifemoral bypass graft;Axillo - unifemoral bypass;304389001;axillo-unifemorale bypass greffe
304587000;Excision of colonic pouch;Excisie van colon pouch;304587000;verwijderen van colon pouch
304837002;Removal of ventriculopleural shunt;Verwijdering van ventriculopleural shunt;304837002;verwijderen van ventriculo-pleurale shunt
304848009;Callosotomy;Callosotomy;304848009;callosotomie
305063002;Stretching body part;Stretching lichaamsdeel;305063002;stretching van lichaamsdeel
307584002;Cecoplasty;Cecoplasty;307584002;caecumplastie
308025006;Primary laser excision of thoracic intervertebral disc;Primaire laser excisie van thoracale tussenwervelschijf;308025006;laser excisie van thoracale intervertebrale discus
309871009;Ureterorenoscopy and biopsy;Ureterorenoscopy en biopsie;309871009;ureterorenoscopie en biopsie
312973004;Viscocanulostomy;Viscocanulostomy;312973004;viscocanalstomie
312973004;Viscocanulostomy;Viscocanulostomy;312973004;viscocanalstomie
314590000;Drainage of intersphincteric abscess;Drainage van intersphincteric abces;314590000;incisie en drainage van intersfincterieel abces
314593003;Posterior gastrojejunostomy;posterior gastrojejunostomie;314593003;posterieure gastro-jejunostomie
315300001;Excision of labia;Excisie van labia;315300001;excisie van de labiae genitales
334835009;Pneumonostomy with open drainage;Pneumonostomy met open drainage;334835009;pneumostomie met open drainage
341943002;Atrioventriculostomy;Atrioventriculostomy;341943002;atrioventriculostomie
349896009;Excision of perianal lesion;Excisie van perianale laesie;349896009;excisie van een peri-anaal letsel
359594005;Duodenorrhaphy;Duodenorrhaphy;359594005;duodenoraphie
359599000;Jejunopexy;Jejunopexy;359599000;jejunopexie
359860002;Colotomy for biopsy;Colotomy voor biopsie;359860002;colotomie voor biopsie
359899005;Mastorrhaphy;Mastorrhaphy;359899005;mastorafie
359948004;Cyclodiathermy;Cyclodiathermy;359948004;destructie ciliair lichaam met elektrische stroom
361260007;Cystoscopy and cauterization of bladder;Cystoscopie en cauterisatie van de blaas;361260007;cystoscopie met cauterisatie van de blaas
367476005;Colpoepisiorrhaphy;Colpoepisiorrhaphy;367476005;colpo-episiorafie
371003002;Ureterogram;Ureterogram;371003002;ureterografie
386194005;Cystolitholapaxy;Cystolitholapaxy;386194005;cystolitholapaxie
386253006;Cutaneous stimulation;cutane stimulatie;386253006;huidstimulatie
386310009;Flatulence reduction;flatulentie reductie;386310009;verminderen van de flatulentie
386652006;Colocystoplasty;Colocystoplasty;386652006;colocystoplastie
386722005;Endoscopic retrograde cholangiography;Endoscopische retrograde cholangiografie;386722005;ERCP
386727004;Percutaneous transluminal cardiac valvotomy;Percutane transluminale cardiale valvotomy;386727004;percutane transluminele valvulotomie
386787002;Ureterorenoscopy;Ureterorenoscopy;386787002;ureterorenoscopie (URS)
387684008;Transmetacarpal amputation;Transmetacarpal amputatie;387684008;transmetacarpale amputatie van de hand
387747000;Cauterization of lung;Cauterisatie van de long;387747000;cauterizatie van long
391993002;Tubotubal anastomosis;Tubotubal anastomose;391993002;tubo-tubale anastomose
391996005;Salpingosalpingostomy;Salpingosalpingostomy;391996005;salpingo-sapingostomie
396225009;Sigmoidoscopy with biopsy;Sigmo ï doscopie met biopsie;396225009;sigmoiedoscopie met biopsie
396450009;Vaginoperineotomy;Vaginoperineotomy;396450009;vaginoperineotomie
397202000;Cauterization of hemorrhoids;Cauterisatie van aambeien;397202000;electro-coagulatie van haemorroiden
397805007;Conjunctivorhinostomy;Conjunctivorhinostomy;397805007;conjunctivorhinostomie
397989004;Conjunctivodacryocystostomy;Conjunctivodacryocystostomy;397989004;conjunctivodacryocystostomie
398219000;Change of percutaneous biliary drainage catheter;Verandering van percutane galwegdrainage katheter;398219000;vervangen van percutane galdrain
399032008;Salpingohysterostomy;Salpingohysterostomy;399032008;salpingohysterostomie
408736005;Surgical pneumothorax;chirurgische pneumothorax;408736005;chirurgisch aangelegde pneumothorax
418432003;Scintimammogram;Scintimammogram;418432003;mammo scintigrafie??
423570000;Removal of vascular sheath;Verwijdering van vasculaire schede;423570000;verwijderen van vasculaire sheath
424287005;Removal of peripheral intravenous catheter;Verwijdering van perifere intraveneuze katheter;424287005;verwijderen van een perifere intraveneuze katheter
425917001;Intramuscular hormone therapy;Intramusculaire hormoontherapie;425917001;intramusculaire hormoon therapie
426868006;Removal of transobturator tape;Verwijdering van transobturator tape;426868006;verwijderen transobturator sling
428419009;Thrombolysis of access catheter;Trombolyse toegang katheter;428419009;trombolyse van catheter
428547005;Spinal fusion for scoliosis;Spinale fusie voor scoliose;428547005;spinale fusie omwille van scoliose
428647001;Ponseti manipulation;Ponseti manipulatie;428647001;manipulatie volgens ponseti
429199008;Subligamental cordectomy;Subligamental cordectomy;429199008;chordectomie type III (subligamentaire chordectomie)
429727009;Primary percutaneous endoscopic excision of thoracic intervertebral disc;Primaire percutane endoscopische excisie van thoracale tussenwervelschijf;429727009;percutane endoscopische excisie van thoracale intervertebrale discus
429769008;Spinal fusion for kyphosis;Spinale fusie voor kyfose;429769008;spinale fusie omwille van kyfose
429882005;Biopsy of bursa;Biopsie van bursa;429882005;biopsie van de bursa
429889001;Biopsy of fascia;Biopsie van fascia;429889001;fascia biopsie
430122006;Biopsy of pituitary gland;Biopsie van hypofyse;430122006;biopsie van het hypofyse
439351007;Speculoscopy;Speculoscopy;439351007;speculumonderzoek
442737009;Appendicovesicostomy;Appendicovesicostomy;442737009;appendicovesicostomie
446414002;Sigmoidoscopy and tattooing;Sigmo ï doscopie en tatoe ë ren;446414002;sigmoiedoscopie met tatoeëring
447001002;Falloposcopy;Falloposcopy;447001002;falloposcopie
447338009;Aspiration of endometrium;Aspiratie van endometrium;447338009;aspiratie van het endometrium
447427005;Laparoscopic nephropyelolithotomy;laparoscopische nephropyelolithotomy;447427005;laparoscopische nefropyelolithotomie
