conceptId;Engelse beschrijving;Vertalingen;conceptId;snomedBeVertaling
172732009;Implantation of intracochlear prosthesis;Implantatie van intracochlear prothese;172732009;implantatie van intracochleaire prothese
172733004;Implantation of extracochlear prosthesis;Implantatie van extracochlear prothese;172733004;implantatie van extracochleaire prothese
172812000;Cauterization of internal nose;Cauterisatie van de interne neus;172812000;cauterisatie van inwendige neus
172887003;Craniofacial resection;craniofaciale resectie;172887003;craniofaciale resectie
172921000;Uncinectomy;Uncinectomy;172921000;uncinectomie
172938001;Pharyngolaryngoesophagectomy;Pharyngolaryngoesophagectomy;172938001;laryngofaryngo-oesofagectomie
173076000;Tracheopexy;Tracheopexy;173076000;tracheopexie
173764008;Reconstruction of gastrostomy;Reconstructie van gastrostomie;173764008;reconstructie van de gastrostomie
173830003;Gastric lavage;maagspoeling;173830003;irrigatie van de maag
173918008;Open jejunoscopy;Open jejunoscopy;173918008;open jejunoscopie
173962004;Ileotransverse colonic bypass;Ileotransverse colon bypass;173962004;colon bypass met ileo-transversostomie
174000002;Strictureplasty of ileum;Strictureplasty van ileum;174000002;stricturoplastie van het ileum
174059005;Proctocolectomy;proctocolectomie;174059005;proctocolectomie
174333001;Excision of perianal wart;Excisie van perianale wratten;174333001;excisie van perianale condylomata
174385004;Lateral sphincterotomy;laterale sfincterotomie;174385004;laterale sfincterotomie
174425003;Orthotopic liver transplant;Orthotope levertransplantatie;174425003;orthotopische levertransplantatie
174966008;Open cardiac valvotomy;Open cardiale valvotomy;174966008;Open cardiale valvulotomie
175194006;Cardiotachygraphy;Cardiotachygraphy;175194006;cardiotachygrafie
175262009;Open pulmonary embolectomy;Open pulmonale embolectomie;175262009;open pulmonale embolectomie
175881006;Revascularization for impotence;Revascularisatie voor impotentie;175881006;revascularisatie voor impotentie
175988004;Nephrostogram;Nephrostogram;175988004;nefrostomogram
176028006;Uretero-ureterostomy;Uretero - ureterostomie;176028006;uretero-ureterostomie
176117005;Cecocystoplasty;Cecocystoplasty;176117005;cecocystoplastie
176118000;Ileocecocystoplasty;Ileocecocystoplasty;176118000;ileo-caeco-cystoplastie
176258007;Open prostatectomy;Open prostatectomie;176258007;open prostatectomie
176288003;Transurethral laser prostatectomy;Transurethrale laser prostatectomie;176288003;transurethrale laser prostatectomie
176318007;Transurethral biopsy prostate;Transurethrale biopsie prostaat;176318007;transurethrale biopsie van de prostaat
176547004;Prepuceplasty;Prepuceplasty;176547004;voorhuidplastie
176586000;Clitoroplasty;Clitoroplasty;176586000;clitoroplastie
177170007;Piper forceps delivery;Piper tangverlossing;177170007;geboorte met behulp van forceps van piper
177246004;Browlift;wenkbrauwlift;177246004;wenkbrauwlift
177256000;Thigh reduction;dij reductie;177256000;huidreductie t.h.v. de dij
177279004;Excision of neurofibromata;Excisie van neurofibromata;177279004;excisie neurofibromata
177594004;Piercing of ear lobe;Piercing van oorlel;177594004;piercen van oorlel
177923007;Excision of urachus;Excisie van urachus;177923007;excisie van de urachus
178055007;Dermatofasciectomy;Dermatofasciectomy;178055007;dermatofasciectomie
178070008;Fasciotomy upper arm;Fasciotomie bovenarm;178070008;fasciotomie van de bovenarm
178071007;Fasciotomy forearm;fasciotomie onderarm;178071007;fasciotomie van de onderarm
178101005;Drainage of ganglion;Drainage van ganglion;178101005;drainage van ganglion
178203000;Reconstruction of tendon sheath;Reconstructie van peesschede;178203000;reconstructie van peesschede
178206008;Drainage of tendon sheath;Drainage van peesschede;178206008;drainage van een peesschede
178384006;Biopsy of cranial lesion;Biopsie van craniale laesie;178384006;biopsie van een letsel ter hoogte van de schedel
178526006;Primary microdiscectomy of cervical intervertebral disc;Primaire microdiscectomie van cervicale tussenwervelschijf;178526006;microdiscectomie van cervicale intervertebrale discus
178538002;Revisional microdiscectomy of cervical intervertebral disc;Revisional microdiscectomie van cervicale tussenwervelschijf;178538002;revisie microdiscectomie van cervicale intervertebrale discus
178618008;Primary lumbar discectomy;Primaire lumbale discectomie;178618008;lumbale discectomie
178631003;Revisional lumbar discectomy;Revisional lumbale discectomie;178631003;revisie lumbale discectomie
178668000;Percutaneous discectomy;percutane discectomie;178668000;percutane discectomie
178669008;Laser discectomy;laser discectomie;178669008;laser discectomie
178732003;Pyloroduodenotomy;Pyloroduodenotomy;178732003;pyloroduodenotomie
178796002;Biopsy of cervical vertebra;Biopsie van halswervel;178796002;biopsie van de cervicale wervel
178914007;Excision of synostosis;Excisie van synostosis;178914007;Excisie van een synostose
178934008;Complex osteotomy;complex osteotomie;178934008;Multiplanaire osteotomie
179174007;Boot traction;boot tractie;179174007;tractie met schoen
179194003;Epiphysioplasty;Epiphysioplasty;179194003;epifysioplastie
180223008;Intravenous immunotherapy;intraveneuze immunotherapie;180223008;intraveneuse immunotherapie
181021005;Periosteotomy;Periosteotomy;181021005;verwijderen van periostium
182513006;Intestinal intubation;intestinale intubatie;182513006;intuberen van de darm
182514000;Intestinal drainage;intestinale drainage;182514000;darmdrainage
184153002;Biopsy of inner ear;Biopsie van binnenoor;184153002;biopsie van binnenoor
197357002;Kutler amputation;Kutler amputatie;197357002;kutler amputatie
197922007;Biopsy of lacrimal gland;Biopsie van traanklier;197922007;biopsie van de traanklier
209055006;Biopsy of middle ear;Biopsie van middenoor;209055006;biopsie van het middenoor
220187008;Hymenorrhaphy;Hymenorrhaphy;220187008;hymenorrafie
225202008;Resiting intravenous infusion;Resiting intraveneuze infusie;225202008;relocatie van intraveneuse infusie site
225202008;Resiting intravenous infusion;Resiting intraveneuze infusie;225202008;relocatie van intraveneuse infusie site
225236002;Religaturing umbilical cord;Religaturing navelstreng;225236002;re-anastomose van navelstreng
229316007;Cervical traction;cervicale tractie;229316007;cervicale tractie
229318008;Lumbar traction;lumbale tractie;229318008;lumbale tractie
229475000;Wrist stretching;pols stretching;229475000;polsstretching
229479006;Knee stretching;knie stretching;229479006;kniestretching
229482001;Hamstring stretching;hamstring stretching;229482001;stretching van de hamstrings
229838003;Removal of onychophosis;Verwijdering van onychophosis;229838003;wegname van onychophosis
230878007;Removal of ventriculoperitoneal shunt;Verwijdering van ventriculoperitoneale shunt;230878007;verwijderen van ventriculo-peritonteale shunt
230976007;Faciofacial anastomosis;Faciofacial anastomose;230976007;aanleggen van een anastomose n.facialis (VII) - n. facialis (VII)
231162001;Lumbar plexus block;Lumbale plexus block;231162001;lumbaal plexus block
231293005;Intradermal infiltration;intradermale infiltratie;231293005;intradermale infiltratie
231390006;Cervical epidural neurolysis;Cervicale epidurale neurolyse;231390006;cervicale epidurale neurolyse
231391005;Thoracic epidural neurolysis;Thoracale epidurale neurolyse;231391005;thoracale epidurale neurolyse
231601005;Correction of medial ectropion;Correctie van mediale ectropion;231601005;herstel mediaal ectropion
231710008;Keratomileusis;keratomileusis;231710008;keratomileusis
231730007;Iridoplasty;Iridoplasty;231730007;iridoplastiek
231734003;Trabeculoplasty;trabeculoplastiek;231734003;trabeculoplastiek
231735002;Surgical trabeculoplasty;chirurgische trabeculoplastiek;231735002;chirurgische trabeculoplastiek
231739008;Iridocyclochoroidectomy;Iridocyclochoroidectomy;231739008;verwijderen iris, ciliair lichaam en choroidea
231740005;Cyclochoroidectomy;Cyclochoroidectomy;231740005;verwijderen ciliair lichaam en choroidea
231754002;Biopsy of vitreous;Biopsie van glasvocht;231754002;vitreum biopsie
231766008;Pneumatic retinopexy;pneumatische retinopexie;231766008;pneumatische retinopexie
231774009;Retinotomy;Retinotomy;231774009;retinotomie
231775005;Retinectomy;Retinectomy;231775005;retinectomie
231792001;Ventriculolumbar shunt with valve;Ventriculolumbar shunt met klep;231792001;implantatie van ventriculo-lumbale shunt
232191001;Platinectomy;Platinectomy;232191001;resectie voetplaat stapes
232481001;Septodermoplasty;Septodermoplasty;232481001;septodermoplastie
232499009;Inferior meatal antrostomy;Inferior meatal antrostomie;232499009;anthrostomie meatus inferior
232507002;Excision of plantar fascia;Excisie van fascia plantaris;232507002;excisie van plantaire fascia
232554003;Epiglottopexy;Epiglottopexy;232554003;epiglottopexie
232645008;Pleuropneumonectomy;Pleuropneumonectomy;232645008;pleuropneumonectomie
232647000;Pneumonectomy with tracheobronchoplasty;Pneumonectomie met tracheobronchoplasty;232647000;pneumonectomie met tracheobronchiale sleeve
232668004;Tongue traction;tong tractie;232668004;vrije luchtweg door tractie van tong
232674004;Orotracheal intubation;Orotracheal intubatie;232674004;orotracheale intubatie
232679009;Nasotracheal intubation;nasotracheale intubatie;232679009;nasotracheale intubatie
232687005;Endobronchial intubation;endobronchiale intubatie;232687005;intubatie van bronchus
232704006;Tracheobronchial lavage;tracheobronchiale lavage;232704006;tracheobronchiale lavage
232740008;Mitral valve operation;Mitralisklep operatie;232740008;ingreep mitraalklep
232850000;Aortoventriculoplasty;Aortoventriculoplasty;232850000;aortoventriculoplastie
232851001;Konno aortoventriculoplasty;Konno aortoventriculoplasty;232851001;Konno aortoventriculoplastie
232872003;Pulmonary valvectomy;pulmonale valvectomy;232872003;pulmonalisklep excisie
232873008;Open pulmonary valvectomy;Open pulmonale valvectomy;232873008;open pulmonalisklep excisie
232874002;Closed pulmonary valvectomy;Gesloten pulmonale valvectomy;232874002;gesloten pulmonalisklep excisie
233041009;Open atrial fenestration;Open atriale fenestration;233041009;atriale fenestratie, open
233042002;Closed atrial fenestration;Gesloten atriale fenestration;233042002;atriale fenestratie, gesloten
233061003;Resection of septomarginal trabeculation;Resectie van septomarginal trabeculation;233061003;resectie septomarginale trabeculatie
233309009;Endarterectomy of profunda femoris;Endarterectomie van profunda femoris;233309009;endarteriëctomie van de arteria femoralis profunda
233378000;Extra-anatomical bypass graft;Extra - anatomische bypass;233378000;extra-anatomische bypassgreffe
233379008;Axillobifemoral bypass graft;Axillobifemoral bypass;233379008;axillo-bifemorale bypass greffe
233380006;Femorofemoral crossover bypass graft;Femorofemoral crossover bypass;233380006;crossover bypass greffe van de arteria femoralis communis naar de arteria femoralis communis
233448005;Femorofemoral venous crossover shunt;Femorofemoral veneuze crossover shunt;233448005;femorofemorale veneuze crossover shunt
233479009;Embolization of arteriovenous graft;Embolisatie van arterioveneuze graft;233479009;embolisatie van arterioveneuze greffe
233493002;Excision of arteriovenous graft;Excisie van arterioveneuze graft;233493002;excisie van arterioveneuze greffe
233591003;Hemoperfusion;hemoperfusie;233591003;haemoperfusie
234299008;Lymphonodovenous anastomosis;Lymphonodovenous anastomose;234299008;lymfonodoveneuze anastomosis
234300000;Lymphovenous anastomosis;Lymphovenous anastomose;234300000;lymfoveneuze anastomosis
234319005;Splenectomy;splenectomie;234319005;splenectomie
234321000;Splenic cystogastrostomy;milt cystogastrostomy;234321000;cystostomie tussen maag en miltcyste
234328006;Bone marrow trephine;Beenmerg trephine;234328006;beenmerg boring
234681007;Gingivectomy;gingivectomie;234681007;gingivectomie
235147008;Enteroscopy;enteroscopie;235147008;enteroscopie
235148003;Push enteroscopy;push enteroscopie;235148003;pushe entero-duodenectomie
235159007;Percutaneous endoscopic gastrostomy;Percutane endoscopische gastrostomie;235159007;percutane endoscopische gastrostomie
235226003;Finney pyloroplasty;Finney pyloroplastiek;235226003;Finney pyloroplastie
235249001;Gastric lavage with water;Maagspoeling met water;235249001;maagspoeling met water
235292006;Santulli enterostomy;Santulli enterostomie;235292006;santullie entero-duodenectomie
235378002;Mesh rectopexy;mesh rectopexie;235378002;mesh rectopexie
235477008;Pancreaticojejunostomy;pancreaticojejunostomie;235477008;pancreatico-jejunostomie
235566000;Biliary drainage;galwegdrainage;235566000;galwegdrainage
235568004;Bile duct drainage;Galweg drainage;235568004;drainage van de galweg
236148009;Open pyelostomy;Open pyelostomy;236148009;open pyelostomie
236199002;Transurethral subureteric injection;Transurethrale subureteric injectie;236199002;transurethrale subureterale injectie
236209003;Salvage cystoprostatourethrectomy;Salvage cystoprostatourethrectomy;236209003;salvage cystoprostatourethrectomie
236245000;Retropubic urethrolysis;retropubische urethrolysis;236245000;retropubische urethrolyse
236267004;Vaginal urethrolysis;vaginale urethrolysis;236267004;vaginale urethrolyse
236359005;Penile revascularization for impotence;Penis revascularisatie voor impotentie;236359005;penis revascularisatie voor impotentie
236886002;Hysterectomy;hysterectomie;236886002;hysterectomie
236887006;Laparoscopic hysterectomy;laparoscopische hysterectomie;236887006;laparoscopische hysterectomie
236897002;Endometrial resection;endometrium resectie;236897002;resectie van het endometrium
236941004;Ampullosalpingoscopy;Ampullosalpingoscopy;236941004;ampullosalpingoscopie
236942006;Microhysteroscopy;Microhysteroscopy;236942006;microhysteroscopie
236975003;Nonrotational forceps delivery;Nonrotational tangverlossing;236975003;geboorte met behulp van niet-rotationele forceps
236976002;Outlet forceps delivery;Outlet tangverlossing;236976002;geboorte met behulp van uitgangsforceps
237400005;Microdochectomy;Microdochectomy;237400005;microdochectomie
237490000;Mediastinoscopic thymectomy;Mediastinoscopic thymectomie;237490000;mediastinoscopische thymectomie
238328000;Minithoracotomy;Minithoracotomy;238328000;beperkte thoracotomie
239306009;Osteotomy of glenoid;Osteotomie van glenoid;239306009;osteotomie van het glenoid
239455004;Cheilectomy;Cheilectomy;239455004;cheilectomie
239547008;Spinal fusion for spondylolysis;Spinale fusie voor spondylolyse;239547008;fusie van de wervelkolom omwille van spondylolyse
239591008;Midfoot amputation;middenvoet amputatie;239591008;amputatie ter hoogte van de middenvoet
239989009;Rectorectostomy;Rectorectostomy;239989009;rectorectostomie
240926008;Percutaneous embolectomy;percutane embolectomie;240926008;percutane embolectomie
240929001;Percutaneous thrombolysis;percutane trombolyse;240929001;percutane trombolyse
241234000;Abdominal angiography;abdominale angiografie;241234000;mesenteriale angiografie
241252000;Adrenal angiography;bijnier angiografie;241252000;bijnierangiografie
241705007;Intravenous sedation;intraveneuze sedatie;241705007;intraveneuze sedatie
247042001;Holth iridencleisis;Holth iridencleisis;247042001;iridencleisis
248352005;Permanent continent ileostomy;Permanente continent ileostoma;248352005;definitieve continente ileostomie
251548005;Extrapetrosal drainage;Extrapetrosal drainage;251548005;extrapetrosale drainage
252471006;Electromagnetic flowmetry;elektromagnetische flowmetry;252471006;elektromagnetische flowmetrie
254952003;Lengthening of levator palpebrae muscle;Verlenging van levator palpebrae spier;254952003;verlengen levatorspier
255098007;Auditory canaloplasty;auditieve canaloplasty;255098007;plastie van gehoorgang
257866001;Intracardiac potassium chloride injection;Intracardiale kaliumchloride injectie;257866001;intracardiale injectie van kaliumcholride
260651001;Superior cordotomy;Superior chordotomie;260651001;superieure cordotomie
260663006;Laryngofissure;Laryngofissure;260663006;thyroidotomie
261479009;Mediastinoscopy;mediastinoscopie;261479009;mediastinoscopie
261517000;Silver bunionectomy;Silver bunionectomy;261517000;silver bunionectomie
261529009;Excision of lash follicles;Excisie van lash follikels;261529009;excisie van haarfollikels wimper
261532007;Fenestrectomy;Fenestrectomy;261532007;fenestrectomie
262457001;Cervical mediastinoscopy;cervicale mediastinoscopie;262457001;cervicale mediastinoscopie
264980004;Fasciotomy thigh;fasciotomie dij;264980004;fasciotomie van het bovenbeen
265293008;Goniopuncture;Goniopuncture;265293008;goniopunctie
265294002;Surgical iridotomy;chirurgische iridotomie;265294002;chirurgische iridotomie
265347008;Cardiomyotomy;Cardiomyotomy;265347008;myomectomie cardia
265380001;Jejunojejunal bypass;Jejunojejunal bypass;265380001;jejuno-jejunale bypass
265420002;Sponge rectopexy;spons rectopexie;265420002;Sponge rectopexie
265554003;Percutaneous pyelolysis;percutane pyelolysis;265554003;percutane pyelolysis
268419007;Gastroscopy - via stoma;Gastroscopie - via stoma;268419007;gastroscopie via stoma
271410001;Anorectal stretch;anorectale stretch;271410001;anorectle dilatatie
271416007;Reconstruction of cranial defect;Reconstructie van craniale defect;271416007;reconstructie van een craniaal defect
274024009;Aneurysm clipping;aneurysma clipping;274024009;clipping van aneurysma
274031008;Rectal polypectomy;rectale poliepectomie;274031008;rectale poliepectomie
274050008;Osteotomy for hallux valgus;Osteotomie voor hallux valgus;274050008;osteotomie omwille van hallux valgus
274324002;Endoscopic rectum biopsy;Endoscopische rectum biopsie;274324002;biopsie langs endoscopische weg van het rectum
274324002;Endoscopic rectum biopsy;Endoscopische rectum biopsie;274324002;biopsie langs endoscopische weg van het rectum
274353001;Anal surgical biopsy;Anale chirurgische biopsie;274353001;chirurgische anale biopsie
274469009;Fascia stretching;fascia stretching;274469009;stretching van fascia
274473007;Fetal manipulation;foetale manipulatie;274473007;manuipulatie van foetus intra-uterien
274485004;Halo skull traction;Halo schedel tractie;274485004;halotractie
274803000;Examination of tympanic membrane;Onderzoek van trommelvlies;274803000;micro-otoscopie
274974008;Endoscopic endometrial polypectomy;Endoscopische endometrium poliepectomie;274974008;endoscopische endometriale poliepectomie
275010000;Drainage of pericolonic tissue;Drainage van pericolonic weefsel;275010000;drainage van pericolisch weefsel
275033004;Bileaflet mitral valve replacement;Bileaflet mitralisklepvervanging;275033004;vervanging van mitraalklep door kunstklep met twee klepbladen
275090004;Removal of toenail;Verwijdering van teennagel;275090004;verwijderen teennagel
275249009;Correction of scoliosis;Correctie van scoliose;275249009;correctie van scoliosis
276017006;Gastrografin swallow;Gastrografin zwaluw;276017006;rx slikfunctie met gastrografine
276018001;Gastrografin meal;Gastrografin maaltijd;276018001;rx maagonderzoek met gastrografine
276747001;Uncinectomy and polypectomy;Uncinectomy en poliepectomie;276747001;uncinectomie en polypectomie
276976008;Percutaneous arterial embolectomy;Percutane arteri ë le embolectomie;276976008;percutane arteriële embolectomie
277263004;Nasal decrusting;nasale decrusting;277263004;verwijderen van korsten uit neus
277437006;Bronchial revascularization;bronchiale revascularisatie;277437006;revascularisatie van bronchus
277578005;Biliary dilatation intervention;Biliaire dilatatie interventie;277578005;galweg dilatatie
277762005;Lumbar puncture;Lumbaalpunctie;277762005;lumbaalpunctie
278717009;Perirectal incision;perirectaal incisie;278717009;perirectale incisie
278872003;Intravenous regional analgesia;Intraveneuze regionale analgesie;278872003;intraveneuze regionale anesthesie
281754001;Drainage of intramuscular abscess;Drainage van intramusculaire abces;281754001;drainage van intamusculair absces
283165009;Decompression laminectomy;decompressie laminectomie;283165009;decompressieve laminectomie
287235008;Lacrimal sac drainage;Traanzak drainage;287235008;traanzak drainage
287239002;Thymus transplantation;thymus transplantatie;287239002;transplantatie van thymus
287292009;Infarct myocardiectomy;infarct myocardiectomy;287292009;infarct myocardectomie
287332008;Cardioplasty;Cardioplasty;287332008;cardioplastie
287549000;Percutaneous needle lymphatic biopsy;Percutane naald lymfatische biopsie;287549000;percutane lymfatische naald biopsie
287599001;Retrograde angiocardiography;retrograde angiocardiografie;287599001;retrograde cardiale angiografie
287600003;Venous catheter angiocardiography;Veneuze katheter angiocardiografie;287600003;veneus cardiale angiografie
287644000;Supramalleolar ankle amputation;Supramalleolar enkel amputatie;287644000;supramalleolaire enkel amputatie
287666007;Compression sclerosis;compressie sclerose;287666007;compressie sclerosis
287673002;Perianal cauterization;perianale cauterisatie;287673002;peri-anale cauterisatie
287696002;Atrial overdrive pacing;Atriale overdrive pacing;287696002;overdrive pacing ter hoogte van atrium
287719000;Male pelvic clearance;Mannelijke bekken klaring;287719000;bekkenuitruiming bij de man
287735007;Nephrotomy with exploration;Nephrotomy met exploratie;287735007;nefrotomie met exploratie
287736008;Nephrotomy with drainage;Nephrotomy met drainage;287736008;nefrotomie met drainage
287779005;Prostatotomy and drainage;Prostatotomy en drainage;287779005;prostatotomie met drainage
287786002;Decompression of rectum;Decompressie van rectum;287786002;decompressie van het rectum
287829003;Enterotomy for drainage;Enterotomie voor drainage;287829003;enterotomie voor drainage
287962007;Postpartum uterine exploration;Postpartum baarmoeder exploratie;287962007;uteriene exploratie in postpartum
290649006;Chest wall manipulation;Borstwand manipulatie;290649006;manipulatie van de thoraxwand
291702009;Tympanosympathectomy;Tympanosympathectomy;291702009;transectie n tympanicus
299693003;Biopsy of jejunum;Biopsie van jejunum;299693003;jejunumbiopsie
300012004;Intercostal neurectomy;intercostale neurectomie;300012004;intercostale neurectomie
300022005;Diathermy of perineal warts;Diathermie van perineale wratten;300022005;diathermie van perineale wratten
300026008;Cryotherapy of basal cell carcinoma;Cryotherapie van basaalcelcarcinoom;300026008;cryotherapie van basalioom
301088001;Biopsy of pylorus;Biopsie van pylorus;301088001;biopsie van de pyloor
301891000;Resurfacing arthroplasty;resurfacing artroplastiek;301891000;resurfacing arthroplastiek
302354002;Small intestinal strictureplasty;Dunne darm strictureplasty;302354002;dunne darm stricturoplastie
302369001;Clitoridectomy;clitoridectomie;302369001;clitoridectomie
302381002;Placental biopsy;placenta biopsie;302381002;biopsie placenta
302410007;Primary suture of skin;Primaire hechting van de huid;302410007;huidsutuur
302416001;Removal of metal from skin;Verwijdering van metaal uit de huid;302416001;verwijderen van stuk metaal uit de huid
302481001;Excision of thoracic intervertebral disc;Excisie van thoracale tussenwervelschijf;302481001;excisie van thoracale intervertebrale discus
304389001;Axillo-unifemoral bypass graft;Axillo - unifemoral bypass;304389001;axillo-unifemorale bypass greffe
304587000;Excision of colonic pouch;Excisie van colon pouch;304587000;verwijderen van colon pouch
304837002;Removal of ventriculopleural shunt;Verwijdering van ventriculopleural shunt;304837002;verwijderen van ventriculo-pleurale shunt
304848009;Callosotomy;Callosotomy;304848009;callosotomie
305063002;Stretching body part;Stretching lichaamsdeel;305063002;stretching van lichaamsdeel
307584002;Cecoplasty;Cecoplasty;307584002;caecumplastie
308001003;Epididymogram;Epididymogram;308001003;epididymogram
308025006;Primary laser excision of thoracic intervertebral disc;Primaire laser excisie van thoracale tussenwervelschijf;308025006;laser excisie van thoracale intervertebrale discus
308963000;Intravascular injection;intravasculaire injectie;308963000;intravasculaire injectie
309871009;Ureterorenoscopy and biopsy;Ureterorenoscopy en biopsie;309871009;ureterorenoscopie en biopsie
312973004;Viscocanulostomy;Viscocanulostomy;312973004;viscocanalstomie
312973004;Viscocanulostomy;Viscocanulostomy;312973004;viscocanalstomie
314118002;Laparoscopic total splenectomy;Laparoscopische totale splenectomie;314118002;laparoscopische totale splenectomie
314121000;Bilateral guillotine tonsillectomy;Bilaterale guillotine tonsillectomie;314121000;bilaterale guillotine tonsillectomie
314590000;Drainage of intersphincteric abscess;Drainage van intersphincteric abces;314590000;incisie en drainage van intersfincterieel abces
314593003;Posterior gastrojejunostomy;posterior gastrojejunostomie;314593003;posterieure gastro-jejunostomie
315300001;Excision of labia;Excisie van labia;315300001;excisie van de labiae genitales
334835009;Pneumonostomy with open drainage;Pneumonostomy met open drainage;334835009;pneumostomie met open drainage
341943002;Atrioventriculostomy;Atrioventriculostomy;341943002;atrioventriculostomie
349896009;Excision of perianal lesion;Excisie van perianale laesie;349896009;excisie van een peri-anaal letsel
359594005;Duodenorrhaphy;Duodenorrhaphy;359594005;duodenoraphie
359595006;Miller operation;Miller operatie;359595006;miller operatie
359599000;Jejunopexy;Jejunopexy;359599000;jejunopexie
359659005;Echography;echografie;359659005;echografie
359860002;Colotomy for biopsy;Colotomy voor biopsie;359860002;colotomie voor biopsie
359899005;Mastorrhaphy;Mastorrhaphy;359899005;mastorafie
359948004;Cyclodiathermy;Cyclodiathermy;359948004;destructie ciliair lichaam met elektrische stroom
361260007;Cystoscopy and cauterization of bladder;Cystoscopie en cauterisatie van de blaas;361260007;cystoscopie met cauterisatie van de blaas
363742001;Pyloroplasty;pyloroplastiek;363742001;pyloroplastie
367476005;Colpoepisiorrhaphy;Colpoepisiorrhaphy;367476005;colpo-episiorafie
371003002;Ureterogram;Ureterogram;371003002;ureterografie
371345007;Laser iridotomy;laser iridotomie;371345007;laser iridotomie
386194005;Cystolitholapaxy;Cystolitholapaxy;386194005;cystolitholapaxie
386253006;Cutaneous stimulation;cutane stimulatie;386253006;huidstimulatie
386310009;Flatulence reduction;flatulentie reductie;386310009;verminderen van de flatulentie
386607008;Iridotomy;iridotomie;386607008;iridotomie
386652006;Colocystoplasty;Colocystoplasty;386652006;colocystoplastie
386722005;Endoscopic retrograde cholangiography;Endoscopische retrograde cholangiografie;386722005;ERCP
386727004;Percutaneous transluminal cardiac valvotomy;Percutane transluminale cardiale valvotomy;386727004;percutane transluminele valvulotomie
386770004;Dissection of vascular bundle;Dissectie van vasculaire bundel;386770004;dissectie van vasculaire bundel
386787002;Ureterorenoscopy;Ureterorenoscopy;386787002;ureterorenoscopie (URS)
387644004;Supracervical hysterectomy;supracervicale hysterectomie;387644004;supracervicale hysterectomie
387657007;Bilateral labiectomy;bilaterale labiectomy;387657007;bilaterale labiectomie
387684008;Transmetacarpal amputation;Transmetacarpal amputatie;387684008;transmetacarpale amputatie van de hand
387731002;Laminectomy;laminectomie;387731002;laminectomie
387747000;Cauterization of lung;Cauterisatie van de long;387747000;cauterizatie van long
387865007;Gastrocentesis;Gastrocentesis;387865007;gastrocentesis
391993002;Tubotubal anastomosis;Tubotubal anastomose;391993002;tubo-tubale anastomose
391996005;Salpingosalpingostomy;Salpingosalpingostomy;391996005;salpingo-sapingostomie
396225009;Sigmoidoscopy with biopsy;Sigmo ï doscopie met biopsie;396225009;sigmoiedoscopie met biopsie
396450009;Vaginoperineotomy;Vaginoperineotomy;396450009;vaginoperineotomie
397167004;Mazet amputation;Mazet amputatie;397167004;mazet amputatie
397202000;Cauterization of hemorrhoids;Cauterisatie van aambeien;397202000;electro-coagulatie van haemorroiden
397219003;Guyon amputation;Guyon amputatie;397219003;guyon amputatie
397805007;Conjunctivorhinostomy;Conjunctivorhinostomy;397805007;conjunctivorhinostomie
397989004;Conjunctivodacryocystostomy;Conjunctivodacryocystostomy;397989004;conjunctivodacryocystostomie
398219000;Change of percutaneous biliary drainage catheter;Verandering van percutane galwegdrainage katheter;398219000;vervangen van percutane galdrain
398740003;Colostomy;colostomie;398740003;colostomie
399032008;Salpingohysterostomy;Salpingohysterostomy;399032008;salpingohysterostomie
405289006;Excision of vascular neoplasm;Excisie van vasculaire neoplasma;405289006;excisie van vasculair neoplasma
405441000;Transtarsal amputation;Transtarsal amputatie;405441000;transtarsale amputatie
408736005;Surgical pneumothorax;chirurgische pneumothorax;408736005;chirurgisch aangelegde pneumothorax
418432003;Scintimammogram;Scintimammogram;418432003;mammo scintigrafie??
423570000;Removal of vascular sheath;Verwijdering van vasculaire schede;423570000;verwijderen van vasculaire sheath
424287005;Removal of peripheral intravenous catheter;Verwijdering van perifere intraveneuze katheter;424287005;verwijderen van een perifere intraveneuze katheter
425917001;Intramuscular hormone therapy;Intramusculaire hormoontherapie;425917001;intramusculaire hormoon therapie
426738005;Duodenal switch;duodenale switch;426738005;duodenal switch
426868006;Removal of transobturator tape;Verwijdering van transobturator tape;426868006;verwijderen transobturator sling
427074001;Laparoscopic sleeve gastrectomy;Laparoscopische sleeve gastrectomie;427074001;laparoscopische sleeve gastrectomie
427980007;Sleeve gastrectomy with duodenal switch;Sleeve gastrectomie met duodenale switch;427980007;sleeve gastrectomie met duodenal switch
428419009;Thrombolysis of access catheter;Trombolyse toegang katheter;428419009;trombolyse van catheter
428547005;Spinal fusion for scoliosis;Spinale fusie voor scoliose;428547005;spinale fusie omwille van scoliose
428647001;Ponseti manipulation;Ponseti manipulatie;428647001;manipulatie volgens ponseti
429199008;Subligamental cordectomy;Subligamental cordectomy;429199008;chordectomie type III (subligamentaire chordectomie)
429727009;Primary percutaneous endoscopic excision of thoracic intervertebral disc;Primaire percutane endoscopische excisie van thoracale tussenwervelschijf;429727009;percutane endoscopische excisie van thoracale intervertebrale discus
429769008;Spinal fusion for kyphosis;Spinale fusie voor kyfose;429769008;spinale fusie omwille van kyfose
429882005;Biopsy of bursa;Biopsie van bursa;429882005;biopsie van de bursa
429889001;Biopsy of fascia;Biopsie van fascia;429889001;fascia biopsie
430122006;Biopsy of pituitary gland;Biopsie van hypofyse;430122006;biopsie van het hypofyse
431748001;Intracardiac ultrasonography;intracardiale echografie;431748001;intracardiale echografie
