conceptId;Beschrijving;conceptId;Beschrijving Matecat
54273007;transcervicale excisie van stenose van trachea;54273007;Excisie van tracheale stenose en anastomose door cervicale benadering
54293004;hechting wond voorvoet;54293004;Suture van de huid wond van de voorvoet
54301007;volledige resectie van het ischium;54301007;Totaal ischiectomy
54303005;posterieure instrumentatie van de wervelkolom met segmentale fixatie;54303005;Posterior spinale instrumentatie met segment - fixatie
54312007;excisie van letsel ter hoogte van het femur;54312007;Uitsnijden van letsel van femur
54334009;hechting van periostium;54334009;periostale hechtdraad
54356007;plaatsing van carotis pacemaker;54356007;Het inbrengen van de halsslagader pacemaker
54357003;partiele excisie van dunnedarm;54357003;Gedeeltelijke uitsnijding van de dunne darm
54362002;verwijderen van intra oculair vreemd voorwerp uit het voorste oogsegment;54362002;Verwijdering van intraoculair vreemd lichaam van het voorste segment van het oog
54377005;oppervlakkige biopsie van zachtweefsel van de rug;54377005;Oppervlakkige biopsie van zacht weefsel van de rug
54408002;incisie van de fossa antecubitalis;54408002;Insnijding van cubitalis fossa
54419004;artroscopisch geassisteerde voorste kruisband augmentatie;54419004;Arthroscopically geholpen voorste kruisband vergroting
54433004;losmaken van de central slip van de extensorpees van de hand voor herstel van mallet vinger;54433004;Vrijgave van strekpees van de hand door de centrale slip voor reparatie van Malletvinger
54459001;debridement van een open fractuur van de hand;54459001;Debridement van open fractuur van de hand
54535009;biopsie van cervix door middel van conus;54535009;Cone biopsie van de baarmoederhals
54629001;colon stal liesbreukherstel van colostomie en magn é tique ermanent magnetic colostomy;54629001;Permanente magnetische colostoma
54636000;cardiomyopexie;54636000;Cardiomyopexy
54639007;herstel met greffe van aneurysma van arteria axillo - brachialis via incisie;54639007;Reparatie van aneurysma met een graft van oksel - slagader van de arm door incisie
54640009;arteriografie van aorta;54640009;Aortography
54686006;biopsie van het rectum;54686006;Biopsie van rectum
54692000;verwijderen ligatuur ureter;54692000;Verwijdering van ligatuur van de urineleider
54712009;watson - jones operatie voor arthrodese van de heup;54712009;Watson - Jones operatie voor hippe fusion
54716007;cre ë ren van een syndactylie van de vingers;54716007;Oprichting syndactylie van de vinger
54747001;meerdere segmentaire resecties van het colon;54747001;Meerdere segmentale resectie van de dikke darm
54750003;pyelorraphie;54750003;Pyelorrhaphy
54766001;totale conjunctivale flap;54766001;Conjunctivale flap , totaal
54817007;arterioveneuze shunt voor nierdialyse via externe canulle;54817007;Arterioveneuze shunt voor nierdialyse door externe canule
54853009;verwijderen van een ge ï mplanteerde intra - arteri ë le perfusiepomp;54853009;Verwijdering van ge ï mplanteerde intra - arteri ë le infusiepomp
54854003;constructie conduit van rechter ventrikel en pulmonaal arterie in herstel pulmonalis atresie;54854003;Oprichting van de leiding van de rechter hartkamer en longslagader in de reparatie van de longslagader atresia
54872009;destructie van letsel van de cerebrale meningen;54872009;Vernietiging van letsel van cerebrale hersenvliezen
54874005;bilateraal liesbreukherstel van een directe en een indirecte hernia;54874005;Bilaterale reparatie van een liesbreuk , een directe en een indirecte
54891009;verwijderen van vreemd voorwerp uit hersenvliezen;54891009;Verwijdering van vreemde lichaam van cerebrale hersenvliezen
54919006;incisiebiopsie van schildklier;54919006;Incisiebiopsie van de schildklier
54926006;epilatie wenkbrauw met pincet;54926006;Epileren wenkbrauwen door pincet
54961000;reductie van gesloten fractuur van laterale humeruscondyl;54961000;Vermindering van gesloten humorale laterale condylaire breuk met manipulatie
54961000;reductie van gesloten fractuur van laterale humeruscondyl;54961000;Vermindering van gesloten humorale laterale condylaire breuk met manipulatie
54974006;implantatie van permanente pacemaker met transveneuze ventriculaire elektrodes;54974006;Het inbrengen van een permanente pacemaker met transveneuze elektroden , ventriculaire
54977004;transplantatie tonsil;54977004;Transplantatie van de tonsillen en adenoid
54987000;choledochoplastie;54987000;Reparatie van de galwegen
54996000;spiegelproef ter evaluatie van nasaliteit;54996000;Mirror - vertroebeling - test
55022000;parti ë le urethrectomie;55022000;gedeeltelijke urethrectomy
55029009;injectie in de fascia van de hand;55029009;Injectie in fascia van de hand
55041002;verwijderen van vreemd voorwerp van zenuw;55041002;Verwijdering van vreemde lichaam van de zenuwen
55047003;debridement van een communitieve schedelfractuur;55047003;Debridement van gecompliceerde fractuur van de schedel
55052008;diagnostische echografie zwangere uterus;55052008;Echografie van de zwangere baarmoeder
55192007;ligatie sinus coronarius;55192007;Ligatie van coronaire sinus
55230008;implantatie van arteria mammaria op ventrikel;55230008;Implantatie van borstslagader in ventrikel
55244002;artroscopisch geassisteerde voorste kruisband herstel;55244002;Arthroscopically geholpen voorste kruisband reparatie
55251006;verwijderen van laryngocoele via laryngotomie;55251006;Laryngotomy met verwijdering van aangeboren laryngocele
55253009;vervanging van tricuspidaalklep door biologische prothese;55253009;Vervanging van tricuspidalisklep met weefsel graft
55272009;Resectie traanzak;55272009;Dacryocystectomy
55273004;verwijderen van een prothese van de vinger;55273004;Verwijdering van prothese gewrichtsstructuren vinger
55278008;herstel mitralisklep met weefselgreffe;55278008;Reparatie van de mitralisklep met weefsel graft
55281003;elektrocoagulatie van sacro - uteriene band;55281003;Electrocoagulatie van uterosacraal ligament
55286008;stomach al liesbreukherstel van gastrostomie permanent en permanente Janeway operation;55286008;Janeway operatie , permanent gastrostomie
55349005;reconstructie van een gespleten voet;55349005;Reconstructie van gespleten voet
55361002;open biopsie van lumbaal wervellichaam;55361002;Open biopsie van wervellichaam van de lumbale regio
55369000;lysis van adhesies van milt;55369000;Lysis van verklevingen van milt
55377001;katheter embolectomie van arteria innominata via arm incisie;55377001;Embolectomie met catheter onbenoemde slagader door arm incisie
55390008;arhrotomie van het enkelgewricht;55390008;Arthrotomie van de enkel
55407004;excisie hartklep cusps;55407004;Uitsnijden van vooravond van de hartklep
55423004;totale heupprothese;55423004;Het inbrengen van heupprothese , totale
55449009;verwijderen urethrale katheter;55449009;Verwijdering van urethrakatheter
55502007;osteotomie van het ileum;55502007;Osteotomie van iliac bot
55531006;urethrostomie;55531006;Urethrostomy
55542002;laparoscopische biopsie van uterus;55542002;Laparoscopische biopsie van de baarmoeder
55545000;parti ë le claviculectomie;55545000;gedeeltelijke claviculectomy
55550006;radio - isotopen stydie van het centraal zenuwstelsel;55550006;Radio - isotoop studie van het centrale zenuwstelsel
55563000;reductie van gesloten intercondylaire eminentie fractuur van de knie;55563000;Vermindering van gesloten intercondylaris wervelfracturen van de knie
55575005;sekwesterectomie van het olecranon;55575005;Sekwesterectomie van olecranon proces
55588008;excisie van abdominale arterie;55588008;Excisie van buikslagader
55614008;excisie van de pees van de flexor van de vinger;55614008;Excisie van flexor pees van de vinger
55632008;implantatie van inert materiaal in de urethra;55632008;Implantatie van inert materiaal in urethra
55645007;sluiten van een reno - intestinale fistel;55645007;Sluiting van reno - intestinale fistel
55648009;endoscopisch dilateren van de Wirsung;55648009;Endoscopische verwijding van alvleesklierbuis
55669006;herstel van een obstretische laceratie van het perineum;55669006;Reparatie van verloskundige scheur van perineum
55698005;valvotomie van de pulmonalisklep in totaal herstel tetralogie van fallot;55698005;Valvulotomy van pulmonale klep in de totale reparatie van tetralogie van Fallot
55703004;ligatuur van atrium van hart;55703004;Ligatie van het atrium van het hart
55705006;artrhodese van een wervel;55705006;Spinal artrodese
55718003;revisie van de gastro - jejunostomie met partiele gastrectomie;55718003;Herziening van gastrojejunal anastomose met de wederopbouw met gedeeltelijke gastrectomie
55743009;divisie van zenuw van bijnier;55743009;Verdeling van de zenuw van de bijnier
55747005;transectie van spier thv het pelvis;55747005;Doorsnijding van de spieren van het bekken
55771003;incisie van eileider;55771003;Insnijding van eileider
55796000;bile ducal liesbreukherstel van en en transh é patique of;55796000;Reinsertion van transhepatische T - buis
55810002;behandeling epistaxis door electrocoagulatie;55810002;Electrocoagulatie van de neus voor epistaxis
55837000;irrigatie van het traankanaaltje;55837000;Irrigatie van traan canaliculus
55841001;arteri ë le punctie voor afname van bloed voor diagnostisceh doeleinden;55841001;Arteri ë le punctie voor de intrekking van het bloed voor de diagnose
55857001;correctie van beenlengteverschil door epifysaire stapling van de fibula;55857001;Gelijkschakeling van de been door epifysairschijf nieten van de fibula
55869009;doornemen van ligament van de hand;55869009;Verdeling van ligament van de hand
55872002;mediastinotomie met exploratie via transthoracale weg;55872002;Mediastinotomy met exploratie door transthoracale benadering
55931003;losmaken van anterieure adhesies van de iris;55931003;Lysis van verklevingen anterior van de iris
55965002;Rx schedel;55965002;X - ray van de schedel
55966001;Rankin proctectomie;55966001;Rankin operatie , compleet proctectomy
56031009;galblaasbiopsie;56031009;Biopsie van de galblaas
56036004;osteotomie van de onderkaak , per kwadrant;56036004;Osteotomie van de onderkaak
56061001;constructie uitwendige gehoorgang;56061001;De bouw van het oor gehoorgang , ossale , huid - lined
56078005;endoscopische excisie van letsel van de sfincter van Oddi;56078005;Endoscopische excisie van de laesie van de kringspier van Oddi
56080004;herstel van atrioventriculair kanaal defect met weefselgreffe;56080004;Reparatie van atrioventriculaire kanaal defect met weefsel graft
56121000;herstel van arterioveneuze fistula bij middel van coagulatie;56121000;Reparatie van arterioveneuze fistel door coagulatie
56134004;verwijderen van een posterieure niet - segmentale wervelinstrumentatie;56134004;Verwijdering van posterior nonsegmental instrumentatie van de wervelkolom
56135003;reconstructie van frontonasale ductus;56135003;Reconstructie van frontonasal duct
56142003;doornemen van iliotibiale band;56142003;Verdeling van iliotibiale band
56148004;release van de proximale hamstrings;56148004;Proximale hamstring recessie
56149007;diepe naaldbiopsie van het bot;56149007;Naald bot biopsie , deep
56153009;arthroplastiek van radiuskop;56153009;Reconstructie van radiuskop
56157005;bicuspidalisatie van de mitraalklep;56157005;Bicuspidization van de mitralisklep
56162006;sequestrectomie van tibia en fibula;56162006;Sekwesterectomie van scheenbeen en kuitbeen
56168005;incisie van de cul - de - sac ( douglas );56168005;Insnijding van de cul - de - sac
56221009;retrograde katheter plaatsing in arteria brachialis;56221009;Introductie van de katheter , retrograde , slagader
56237003;drainage van absces van uitwendige gehoorgang;56237003;Drainage van de uitwendige gehoorgang abces
56255007;excisionele biopsie van de speekselklier;56255007;Excisiebiopt van speekselklier
56256008;herstelvan vesico - cerivco - vaginale fistel;56256008;Sluiting van vesicocervicovaginal fistel
56278001;advancement van handpees;56278001;Bevordering van de pees van de hand
56283009;transplantatie van dunnedarm;56283009;Transplantatie van dunne darm
56288000;reduceren van dunne darm intussusceptie;56288000;Vermindering van darminvaginatie van de dunne darm
56295009;perfunderen van de dunne darm;56295009;Perfusie van dunne darm
56331004;arthrodese van interphalangeaal gewricht van een vinger met interne fixatie;56331004;Artrodese van interfalangeale gewricht van de vinger met interne fixatie
56349004;sluiten van ventrikel septum defect via infundibuliare resectie en patch;56349004;Aorto - myocard shunt
56361007;excisie van zacht weefsel;56361007;Excisie van zachte weefsels
56402004;biopsie mucosa;56402004;Biopsie van de slijmvliezen
56413001;osteoplastie van de clavicula;56413001;Reparatie van sleutelbeen
56420008;gesloten reductie van diastase van de enkelvork;56420008;Gesloten vermindering van diastase van de enkel pen
56429009;transnasale insufflatie van buis van Eustachius met catheterisatie;56429009;Transnasale buis van Eustachius inflatie met catheterisatie
56433002;thyro ï dorrhafie;56433002;Thyroidorrhaphy
56442009;arthroscopische arthrolyse van de schouder met manipulatie;56442009;Artroscopie van de schouder met lysis en resectie van verklevingen met manipulatie
56449000;insertie van groeistimulator in de clavicula;56449000;Het inbrengen van botgroei stimulator in sleutelbeen
56463006;resectie slokdarmdivertikel met myotomie;56463006;Diverticulectomy van de slokdarm met myotomie
56483007;radicale vulvectomie met bilaterale inguinale lymfadenectomie volgens Bassett;56483007;Bassett verrichting voor vulvectomie met ingu ï nale lymfklierdissectie
56527009;aanleggen conduit van rechter atrium naar arteria pulmonalis;56527009;Oprichting van de leiding van de rechter atrium en longslagader
56569008;excisie van letsel ter hoogte van de schedel;56569008;Uitsnijden van letsel van de schedel
56570009;insertie van vaginaal diafragma;56570009;Het inbrengen van het membraan in de vagina
56577007;coronoidectomie;56577007;mandibular coronoidectomy
56582000;osteotomie van de patella;56582000;Osteotomie van patella
56598007;open reductie van gesloten fractuur van tuberculum major;56598007;Open reductie van gesloten grotere knobbel fractuur
56599004;sesamo ï dectomie van de hallux;56599004;Sesamoidectomy van de eerste teen
56603004;tatoeage van de huid van de neus;56603004;Tatoe ë ren van de huid van de neus
56606007;herstel van pleurocutane fistel;56606007;Sluiting van pleurocutaneous fistel
56614001;sluiten van entero - vesicale fistel;56614001;Reparatie van de fistel met blaas en darm
56657006;electrocoagulatie van laesie in de pharynx;56657006;Electrocoagulatie van letsel van de keelholte
56670002;bekkenosteotomie met open reductie van de heup;56670002;Osteotomie van coxae met open reductie van hip
56673000;ovari ë le injectie;56673000;Injectie van eierstok
56674006;sluiten ureterale fistel;56674006;Sluiting van ureteral fistel
56678009;herstel van nonunion van os scaphoideum met radiale styloidectomie;56678009;Reparatie van nonunion van scafo ï d met radiale styloidectomie
56683001;herstel van geruptureerde aneurysma van arteria poplitea met greffe;56683001;Reparatie van gescheurde aneurysma met een graft van poplitea
56791004;revisie masto ï dectomie;56791004;Herziening van masto ï dectomie
56807000;ureterolithotomie;56807000;Ureterolithotomy
56810007;open reductie van luxatie van voet en teen;56810007;Open vermindering van de ontwrichting van de voet en tenen
56821003;Plaatsen vaginale drain;56821003;Het inbrengen van drain in de vagina
56833008;ambulante endometriale curettage;56833008;Office endometrium curettage
56862009;open biopsie van de sacrococcygeale regio;56862009;Open biopsie van sacrococcygeal regio
56872007;holle naaldbiopsie van de speekselklier;56872007;Kern naald biopsie van speekselklier
56875009;herstel van aneurysma van arteria hepatica met greffe;56875009;Reparatie van aneurysma met een graft van leverslagader
56897006;thoracotomie voor verwijderen van intrapulmonair vreemd voorwerp;56897006;Major thoracotomie onder verwijdering van vreemd lichaam intrapulmonaire
56970000;centrale shunt met greffe;56970000;Central shunt met prothetische graft
56976006;incisie van hematoom van de knieholte;56976006;Insnijden van hematoom van de knieholte
57025004;herstel van ductus thoracicus;57025004;Reparatie van thoracale duct
57065000;cauterisatie van de neusschelpen , oppervlakkig;57065000;Cauterisatie van turbinates , oppervlakkige
57069006;herstel van malunion van de humerus met ileumautogreffes;57069006;Reparatie van malunion van opperarmbeen met iliac autograft
57103007;reappositie van retina met diathermie;57103007;Herbevestiging van het netvlies door diathermie
57152006;herstel van hallux valgus;57152006;Reparatie van hallux valgus
57157000;resectie van tumor van de weke delen van de thorax , diep , subfasciaal of intramusculair;57157000;Excisie van de tumor van de weke delen van thorax , diep , subfascial , intramusculaire
57217008;gespleten lip herstel van de lip , Thompson techniek;57217008;Thompson operatie , gespleten lip reparatie
57236003;sluiten van een cholecysto - enterische fistel;57236003;Sluiting van cholecystoenteric fistel
57238002;selectieve arteri ë le embolisatie;57238002;Selectieve embolisatie van de slagader
57276008;excisie van perirectaal weefsel;57276008;Uitsnijden van letsel van pelvirectal weefsel
57278009;open reductie van epiphysiolysis van tibia en fibula;57278009;Open reductie van gescheiden epifyse van scheenbeen en kuitbeen
57299007;oogsten van fascia;57299007;Het oogsten van de fascia
57307001;release van de abductor pollicis longus omwille van tenosynovitis;57307001;Vrijgeven voor tenosynovitis van abductor pollicis longus
57350006;slocum test;57350006;- test Slocum ' s
57363000;transplantatie van een aberrante vena renalis;57363000;Transplantatie van afwijkende nierader
57365007;excisie van letsel van aorta met interpositie van greffe;57365007;Uitsnijden van letsel van de aorta met tussenkomst graft vervanging
57367004;doornemen van zacht weefsel;57367004;Verdeling van zacht weefsel
57398002;anastomose van n . accessorius en n . hypoglossus;57398002;Accessoire - hypoglossus anastomose
57401004;mammoplastie met full - thickness greffe;57401004;Mammoplasty met een full - thickness graft
57416001;segmentosteotomie mandibula;57416001;Segmentale osteotomie van de onderkaak
57422005;ureterdilatatie;57422005;Verwijding van de urineleider
57435001;coloscopie via stoma;57435001;Endoscopie van de dikke darm door middel van kunstmatige stoma
57470004;open reductie en inwendige fixatie van een femurfractuur;57470004;Open reductie van fractuur van femur met interne fixatie
57486006;heelkundige reductie torsio testis met fixatie contralaterale testis;57486006;Chirurgische reductie van torsie van de testis met fixatie van contralaterale testis
57496002;excisie van letsel ter hoogte van de sacrococcygeale regio;57496002;Uitsnijden van letsel van sacrococcygeal regio
57525009;subtotale perineale prostatectomie;57525009;Subtotaal perineale prostatectomie
57554003;periprosthetische capsulotomie van borst;57554003;Periprosthetic capsulotomie van de borst
57561004;osteotomie van de calcaneus;57561004;Osteotomie van calcaneus
57598003;ventriculaire shunt naar beenmerg;57598003;Ventriculaire shunt beenmerg
57632009;plicatie van de maag;57632009;Sing van de maag
57633004;aspiratie spermatocoele;57633004;Aspiratie van spermatocele
57639000;resectie van blaasletsel;57639000;Resectie van letsel van de blaas
57655007;uretero - sigmoiedostomie;57655007;Ureterosigmoidostomy
57674004;inwendige drainage van hematoom van neus;57674004;Drainage van hematoom van de neus door de interne aanpak
57687005;Insertie suppositoir vaginaal;57687005;Het inbrengen van zetpil in de vagina
57721002;valvotomie tricuspidaalklep;57721002;Valvulotomy van tricuspidalisklep
57746002;hechting van periostium van femur;57746002;Suture van beenvlies van femur
57751008;plastie van het gewrichtskapsel;57751008;Reparatie van gewrichtskapsel
57761001;inbrengen van allen - brown canulle;57761001;Het inbrengen van Allen - Brown canule
57810003;open reductie alveolaire fractuur maxilla;57810003;Open vermindering van de breuk van alveolaire proces van maxilla
57822000;incisie van een intracraniale arterie;57822000;Insnijding van intracrani ë le slagader
57839003;fascia lata greffe met stripper;57839003;Fascia lata graft door stripper
57867007;implantatie artifici ë le blaassfincter;57867007;Implantatie van kunstmatige urineblaas sluitspier
57874002;abdominale flebectomie;57874002;abdominale phlebectomy
57878004;inwendige fixatie van de patella;57878004;Interne fixatie van de patella
57888003;Test van Allen;57888003;- test Allen ' s
57896008;verwijderen penisprothese;57896008;Verwijdering van penisprothese
57902003;NMR temporomandibulair gewricht;57902003;Magnetische resonantie beeldvorming van kaakgewricht
57904002;draineren van de intracrani ë le ruimte door aspiratie;57904002;Drainage van cerebrale subdurale ruimte door aspiratie
57919001;intercarpale fusie met autogreffe;57919001;Intercarpale fusie met autograft
57931004;punctie van arterie;57931004;Aanprikken van de slagader
57944009;reconstructie van peespulley;57944009;Pees katrol reconstructie
58011003;Rx larynx;58011003;Diagnostische radiografie van het strottenhoofd
58012005;blok van ganglion trigeminale;58012005;Gasser ganglion blok
58030003;exploratie traanzak;58030003;Verkenning van traanzak
58036009;parti ë le anteroverticale laryngectomie;58036009;Gedeeltelijke anterovertical laryngectomie
58079006;herstel van bronchomediastinale fistel;58079006;Sluiting van bronchomediastinalis fistel
58090001;pancreaticocystoenterostomie;58090001;Pancreaticocystoenterostomy
58094005;bile ducal liesbreukherstel van biliaire bile;58094005;Verwijdering van prothese galkanaal
58238000;tracheoscopie langs tracheostomie;58238000;Endoscopie van de luchtpijp door de stoma
58268009;diagnostische indirecte laryngoscopie;58268009;Indirect laryngoscopy , diagnostische
58277002;endometrium resectie uit de cul - de - sac ( douglas );58277002;Endometrectomy van de cul - de - sac
58303000;gallbladal liesbreukherstel van h é patiques hepatic;58303000;Anastomose van de galblaas naar de lever kabelgoten
58337008;transorbitale leucotomie;58337008;Transorbital leukotomy
58347006;excisie van de lymfeklier;58347006;Excisie van lymfeklier
58365005;fulgurisatie van dunnedarm letsel;58365005;Fulguration laesie van de dunne darm
58385009;greffe van eileider;58385009;Implantaat eileider
58385009;greffe van eileider;58385009;Implantaat eileider
58388006;herstel van laceratie van de conjunctiva;58388006;Reparatie van scheuring van bindvlies
58390007;allogene beenmerg transplantatie;58390007;Allogene beenmergtransplantatie
58420000;excisie van overtollige huid en onderhuids weefsel van het abdomen;58420000;Excision van overmatig huid en het onderhuidse weefsel van de buik
58425005;sluiten van tracheostomie met patch;58425005;Chirurgische sluiting van tracheostomie met plastic reparatie
58490006;revisie lumbo - ureterale shunt;58490006;Herziening van spinale subarachno ï dale - ureterale shunt
58496000;reconstructie wenkbrauw met greffe;58496000;Herstel van de wenkbrauw met graft
58506009;embolectomie van aorta ascendens;58506009;Embolectomie oplopende aorta
58515002;cryoleucotomie;58515002;Cryoleucotomy
58551009;plaatsen van een staple in de handwortelbeentjes;58551009;Nieten van carpus
58568008;goldthwaite operatie voor enkelstabilisatie;58568008;Goldthwaite verrichting voor enkel stabilisatie
58599009;reductie van een luxatie van het cmc gewricht van de duim;58599009;Vermindering van carpometacarpale dislocatie van de duim met manipulatie
58599009;reductie van een luxatie van het cmc gewricht van de duim;58599009;Vermindering van carpometacarpale dislocatie van de duim met manipulatie
58614007;aanleggen van ureterovaginale fistel;58614007;Vorming van urethrovaginal fistel
58651001;incisie van thenar;58651001;Insnijding van thenar ruimte
58661008;hechten van uteriene fistel;58661008;Sluiting van de fistel van de baarmoeder
58662001;doornemen van aberrant bloedvat;58662001;Verdeling van afwijkende vaartuig
58665004;revisie van correctieve ingreep op hart;58665004;Herziening van de corrigerende procedure op het hart
58685000;herstel van cholecysto - colische fistel;58685000;Sluiting van cholecystocolic fistel
58689006;verwijderen van vreemd voorwerp uit de lens met magneet;58689006;Magneet extractie van vreemd lichaam van de lens
58705005;manoeuver van bracht;58705005;Bracht manoeuvre
58709004;destructie van letsel van het duodenum;58709004;Vernietiging van letsel van de twaalfvingerige darm
58717007;intra - arteri ë le infusie van prophylactische substantie;58717007;Intra - arteri ë le infusie van profylactische stof
58719005;radio - isotopen onderzoek van de uterus;58719005;Radio - isotoop scan van de baarmoeder
58776007;autologe beenmerg transplant;58776007;Autologe beenmergtransplantatie
58791009;mastoidobliteratie;58791009;mastoid obliteration
58818008;excisie van letsel van abdominale arterie;58818008;Excisie van letsel van buikslagader
58857000;herstel van peri - rectale fistel;58857000;Sluiting van perirectaal fistel
58862004;herstel entropion door wigresectie;58862004;Reparatie van entropion met wigresectie
58863009;voorlopige implantatie van biventriculair assist device;58863009;Initial implantatie van cardiale tweekamer - apparaat
58866001;plaatsing van implanteerbare intraveneuze infusiepomp;58866001;Het inbrengen van implanteerbare intraveneuze infusie pomp
58889009;laserpexie;58889009;Laserpexy
58902001;ilio - iliacale bypass greffe met vene;58902001;Ilioiliac bypass met ader
58982004;verdelen van gewrichtskapsel;58982004;Verdeling van gewrichtskapsel
58985002;Cauterisatie van vulva;58985002;Cauterisatie van de vulva
58993002;osteoplastie van de ulna;58993002;Reparatie van ellepijp
59012002;aanleggen van arteria carotis - arteria subclavia shunt met vene;59012002;Carotis - subclavia bypass met ader
59042004;gesloten reductie van luxatie van de elleboog;59042004;Gesloten vermindering van de dislocatie van de elleboog
59046001;directe laryngoscopie met biopsiename;59046001;Laryngotracheobronchoscopy met biopsie
59053005;volledige arthroscopische synovectomie van de elleboog;59053005;Artroscopie van de elleboog met een complete synovectomy
59100004;osteoplasty deel maxilla;59100004;Segmentale osteoplastiek van de bovenkaak
59109003;ligatuur van arteria carotis externa;59109003;Ligatie van carotis externa
59117006;implantatie van biologische aortaklep;59117006;Implantatie van de aortaklep met weefsel graft
59124007;verwijderen van kalk depositie van bursa van de hand;59124007;Het verwijderen van kalk storting van bursa van de hand
59133009;excisionele biopsie van kniestructuur;59133009;Excisiebiopt van de gezamenlijke structuur van de knie
59175005;intra - articulair ligament reconstructie van de knie;59175005;Ligamentaire reconstructie van de knie , intra - articulaire
59214008;reductieve mammoplastie;59214008;vermindering mammaplasty
59214008;reductieve mammoplastie;59214008;vermindering mammaplasty
59230000;verwijderen klep vas deferens;59230000;Verwijdering van klep vas deferens
59295008;excisiebiopsie van een falanx van de hand;59295008;Excisiebiopt van kootjes van de hand
59304001;open biopsie van de pancreas;59304001;Open biopsie van pancreas
59306004;indirecte laryngoscopie met flexibele fiberoptische laryngoscoop met verwijderen van vreemd voorwerp;59306004;Flexibele fiberoptische laryngoscopie met het verwijderen van vreemd lichaam
59323008;fusie van de wervelkolom met greffe;59323008;Spinale fusie met transplantaat
59325001;fijne naaldbiopsie van de bronchus;59325001;Fijne naald biopsie van bronchus
59355008;sinusspoeling met cannulatie van de maxillaire sinus;59355008;Irrigatie door de canule van de kaakholte
59389009;herstel van malunion van de tibia met ileum autogreffes;59389009;Reparatie van malunion van tibia met iliac autograft
59390000;fasciotomie van voet en teen;59390000;Fasciotomie van de voet en tenen
59395005;manuele reductie van gesloten claviculafractuur;59395005;Vermindering van gesloten claviculafractuur met manipulatie
59395005;manuele reductie van gesloten claviculafractuur;59395005;Vermindering van gesloten claviculafractuur met manipulatie
59428000;decompressie van de N . digitalis plantaris;59428000;Decompressie van plantaire digitale zenuw
59444009;bifemorale veneuze bypass greffe;59444009;Bifemorale bypass met ader
59446006;hechten van de anale sfincter;59446006;Suture van anale sluitspier
59461007;direct herstel van intra - abdominale arterie;59461007;Direct herstel van intra - abdominale slagader
59465003;destructie cornea letsel met cryotherapie;59465003;Vernietiging van letsel van het hoornvlies door cryotherapie
59580007;craniale neuroplastie;59580007;Reparatie van hersenzenuw
59601001;dermabrasie aangezicht;59601001;Dermabrasie van het gezicht
59607002;verwijderen vreemd lichaam uit frontale sinus;59607002;Verwijdering van vreemde lichaam van voorhoofdsholte
59656001;pancreas incisie;59656001;Insnijding van pancreas
59669002;aanbengen van sclerale fistel door middel van trepanatie;59669002;Fistulization van sclera door trephination
59677003;interpositiearthroplastie van het cmc gewricht;59677003;Tussenkomst arthroplasty van carpometacarpaal gewricht
59697008;synovectomie van de vinger;59697008;Synovectomy van de vinger
59701006;sluiten van uterocervicale fistel;59701006;Sluiting van ureterocervical fistel
59750000;totale hysterectomie met unilaterale salpingo - ovari ë ctomie;59750000;Totale hysterectomie met eenzijdige verwijdering van de buis en eierstok
59766003;excisie van para - ovari ë le cyste;59766003;Excisie van parovarian cyste
59793000;arm reamputatie doorheen humerus;59793000;Amputatie van de arm door opperarmbeen , reamputation
59866006;exerse van een perifeer zenuwletsel;59866006;Excision laesie van perifere zenuwen
59868007;mammoplastie met split - thickness greffe;59868007;Mammoplasty met split - thickness graft
59879002;herstel van aneurysma van arteria vertebralis bij middel van greffe;59879002;Reparatie van aneurysma met een graft van vertebrale slagader
59893009;herstel van de valva tricuspidalis met weefsel greffe;59893009;Reparatie van tricuspidalisklep met weefsel graft
59896001;rectum dilatatie;59896001;Verwijding van de endeldarm
59902006;osteoclasie van een falanx van de hand;59902006;Osteoclasis van kootjes van de hand
59912004;pancreatico - duodenostomie;59912004;Pancreaticoduodenostomy
59943006;cauterisatie chalazion;59943006;Cauterisatie van chalazion van het ooglid
59959006;herstel van het oog;59959006;Reparatie van het oog
59982008;inkorten van sacro - uteriene band;59982008;Verkorting van uterosacraal ligament
59991007;verwijderen van intraluminaal vreemd lichaam vanuit cervix;59991007;Verwijdering van intraluminale vreemd lichaam uit cervix
60027007;Rx pols;60027007;Radiografie van de pols
60044006;gesloten reductie van luxatie van de hand;60044006;Gesloten vermindering van ontwrichting van de hand
60055006;sluiten van een cholecysto - jejunale fistel;60055006;Sluiting van cholecystojejunal fistel
60089007;parti ë le rhinectomie;60089007;gedeeltelijke rhinectomy
60139001;operatieve oesofago - gastro - duodenoscopie;60139001;operative gastroscopie
60172001;partiele excisie van lumbale wervel;60172001;Gedeeltelijke uitsnijden van wervel van de lumbale regio
60196006;alcoholisatie van sympathische zenuw;60196006;Injectie van alcohol in sympathiek
60204005;cauterisatie van conjunctivaal letsel;60204005;Cauterisatie van conjunctivale laesie
60228007;cholecystectomie met exploratie van de galwegen en cholangiografie;60228007;Cholecystectomie met verkenning van gemeenschappelijke kanaal met cholangiography
60278009;verwijderen van een vreemd voorwerp uit het femur;60278009;Verwijdering van vreemde lichaam van dijbeen
60283001;sluiten van aortoduodenale fistel;60283001;Sluiting van aortoduodenal fistel
60305009;herstel van het mesenterium;60305009;Reparatie van mesenterium
60362005;hechten van het sigmo ï d;60362005;Suture van sigmoid
