conceptId;Beschrijving;conceptId;Beschrijving Matecat
174059005;proctocolectomie;174059005;proctocolectomie
174385004;laterale sfincterotomie;174385004;laterale sfincterotomie
174403009;drainage van pilonidale sinus;174403009;Drainage van pilonidal sinus
174443004;open drainage van de lever;174443004;Open drainage van de lever
174472003;percutane drainage van de lever;174472003;Percutane drainage van de lever
174525001;percutane cholecystostomie;174525001;percutane cholecystostomy
174691005;transplantatie van pancreas en duodenum;174691005;Transplantatie van pancreas en duodenum
174702000;proximale pancreatectomie;174702000;proximale pancreatectomy
174770007;percutane pancreatogram;174770007;percutane pancreatogram
174789007;embolisatie van de milt;174789007;Embolisatie van de milt
175262009;open pulmonale embolectomie;175262009;Open pulmonale embolectomie
175720003;percutane transluminale embolisatie van de arteria poplitea;175720003;Percutane transluminale embolisatie van de arteria poplitea
175764006;rotary blade angioplastie;175764006;Rotary blade angioplastiek
175788008;ligatie van verworven arterioveneuze fistel;175788008;Ligatie van verworven arterioveneuze fistel
175881006;revascularisatie voor impotentie;175881006;Revascularisatie voor impotentie
175882004;peroperatieve angioplastie;175882004;peroperatieve angioplastiek
175901007;levende donor niertranplantatie;175901007;Levende donor niertransplantatie
175933003;Anderson - Hynes pyeloplastie;175933003;Anderson - Hynes pyeloplasty
176007002;endoscopie van intestinaal conduit;176007002;Endoscopie van intestinale conduit
176028006;uretero - ureterostomie;176028006;Uretero - ureterostomie
176135001;perineale urethrostomie;176135001;perineale urethrostomie
176258007;open prostatectomie;176258007;Open prostatectomie
176268002;open biopsie van de prostaat;176268002;Open biopsie van de prostaat
176288003;transurethrale laser prostatectomie;176288003;Transurethrale laser prostatectomie
176319004;cryotherapie prostaat via perineale probe;176319004;Cryotherapie prostaat via perineal probe
176378001;naald aspiratie van de urethra;176378001;Naald aspiratie van de urethra
176415006;bilaterale subcapsulaire orchidectomie;176415006;Bilaterale subcapsulaire orchidectomie
176434006;bilaterale orchidopexie;176434006;bilaterale orchidopexie
176478002;microchirurgische epididymovasostomie;176478002;microchirurgische epididymovasostomy
176607001;cryotherapie van letsel van vulva;176607001;Cryotherapie van letsel van vulva
176616002;reconstructie van vulva met lokale flap;176616002;Reconstructie van vulva met lokale flap
176691008;McIndoe vaginaplastie;176691008;McIndoe vaginoplastie
176716008;sacrocolpopexie;176716008;Sacrocolpopexie
176742008;drainage van het kanaal van nuck;176742008;Drainage van het kanaal van Nuck
176890006;intra - uteriene druktest;176890006;Intra - uteriene druktest
176965005;drainage van de eileider;176965005;Drainage van de eileider
176995002;endoscopische injectie in eileider;176995002;Endoscopische injectie in eileider
177124000;biopsie van de tong;177124000;Biopsie van de tong
177246004;wenkbrauwlift;177246004;wenkbrauwlift
178012008;percutane drainage van ascites;178012008;Percutane drainage van ascites
178034005;lokale fasciale rotatie flap;178034005;Lokale fascial rotatie flap
178051003;plantaire fasciectomie;178051003;plantar fasciectomie
178100006;aspiratie van ganglion;178100006;Aspiratie van ganglion
178101005;drainage van ganglion;178101005;Drainage van ganglion
178111003;re - excisie van ganglion;178111003;Re - excisie van ganglion
178112005;re - excisie van ganglion van de pols;178112005;Re - excisie van ganglion van de pols
178114006;re - excisie van ganglion van de knie;178114006;Re - excisie van ganglion van de knie
178115007;re - excisie van ganglion van de voet;178115007;Re - excisie van ganglion van de voet
178116008;re - excisie van ganglion van de enkel;178116008;Re - excisie van ganglion van de enkel
178122004;aspiratie van bursa;178122004;Aspiratie van bursa
178203000;reconstructie van peesschede;178203000;Reconstructie van peesschede
178222009;lokale spier rotatie flap;178222009;Lokale spier rotatie flap
178668000;percutane discectomie;178668000;percutane discectomie
178669008;laser discectomie;178669008;laser discectomie
178799009;transorale excisie van odontoid peg;178799009;Transoral excisie van odontoid peg
178842005;complexe reconstructie van de duim;178842005;Complex reconstructie van de duim
178932007;Rotatie osteotomie;178932007;Rotatie osteotomie
178989006;Lokale bottransplantatie;178989006;Lokale bottransplantatie
178991003;Microvasculaire bottransplantatie;178991003;Microvasculaire bottransplantatie
179001000;drainage van het bot;179001000;Drainage van het bot
179370007;open totale mediale meniscectomie;179370007;Open totale mediale meniscectomie
179372004;open totale laterale meniscectomie;179372004;Open totale laterale meniscectomie
179382003;artroscopische totale mediale meniscectomie;179382003;Arthroscopische totale mediale meniscectomie
179412008;hybride unicompartimentele knieprothese;179412008;Hybride unicompartimentele knieprothese
179713004;open synoviale biopsie;179713004;Open synoviale biopsie
179890005;arthroscopische excisie van natuurlijk ligament;179890005;Arthroscopische excisie van natuurlijke ligament
179891009;arthroscopische excisie van ge ï mplanteerd ligament;179891009;Arthroscopische excisie van ge ï mplanteerde ligament
179893007;arthroscopische acromioplastie;179893007;arthroscopische acromioplastie
180030006;amputatie van de voet;180030006;Amputatie van de voet
180083003;correctie van spiegelhand;180083003;Correctie van handspiegel
180088007;stabilisatie van hypoplastische duim;180088007;Stabilisatie van hypoplastische duim
180092000;correctie van camptodactyly;180092000;Correctie van camptodactyly
180223008;intraveneuse immunotherapie;180223008;intraveneuze immunotherapie
182515004;gastro - intestinale decompressie;182515004;Gastro - intestinale decompressie
182522007;intra - uteriene catheterisatie;182522007;intra - uteriene catheterisatie
182622002;incisiebiopsie van de hersenen;182622002;Incisiebiopsie van de hersenen
182698006;gecontroleerde atelectase;182698006;gecontroleerde atelectase
182756003;arteri ë le perfusie;182756003;arteri ë le perfusie
184153002;biopsie van binnenoor;184153002;Biopsie van binnenoor
189736003;poncet operatie;189736003;Poncet operatie
195767005;cholangiostomie;195767005;cholangiostomie
196505006;hepaticostomie;196505006;hepaticostomie
197042001;biopsie van het hart;197042001;Biopsie van het hart
197045004;excisie van myositis ossificans;197045004;Excisie van myositis ossificans
197357002;kutler amputatie;197357002;Kutler amputatie
199001009;hepaticotomie;199001009;hepaticotomie
208111009;ureteroplastie;208111009;urteroplastiek
211026007;punctie van bursa;211026007;Punctie van bursa
212442006;lisfranc voetamputatie;212442006;Lisfranc voetamputatie
215103005;biopsie van de schedel;215103005;Biopsie van de schedel
218501003;lindholm operatie;218501003;Lindholm operatie
221182006;Hymenoplastie;221182006;Hymenoplasty
221270009;debridement van verbrande huid;221270009;Debridement van verbrande huid
225089006;elektrische stimulatie van de blaas;225089006;Elektrische stimulatie van de blaas
225136007;voorbereiding huid;225136007;voorbereiding huid
229316007;cervicale tractie;229316007;cervicale tractie
229318008;lumbale tractie;229318008;lumbale tractie
229471009;nek stretching;229471009;Neck stretching
229473007;schouder stretching;229473007;schouder stretching
230832004;injectie van antibiotica in de intracrani ë le subdurale ruimte;230832004;Injectie van antibiotica in de intracrani ë le subdurale ruimte
230897007;intracrani ë le aneurysma operatie;230897007;Intracrani ë le aneurysma operatie
231293005;intradermale infiltratie;231293005;intradermale infiltratie
231329004;peribulbaire infiltratie;231329004;peribulbaire infiltratie
231380003;cervicale intrathecale neurolyse;231380003;Cervical intrathecale neurolyse
231383001;lumbale intrathecale neurolyse;231383001;Lumbale intrathecale neurolyse
231388005;lumbale subdurale neurolyse;231388005;Lumbale subdural neurolyse
231390006;cervicale epidurale neurolyse;231390006;Cervicale epidurale neurolyse
231391005;thoracale epidurale neurolyse;231391005;Thoracale epidurale neurolyse
231392003;sacrale epidurale neurolyuse;231392003;Sacrale epidurale neurolyse
231552001;anterieure orbitotomie;231552001;anterieure orbitotomy
231597005;anterieure lamellaire reconstructie van het ooglid;231597005;Anterieure lamellaire reconstructie van het ooglid
231602003;retropunctal cautery;231602003;Retropunctal cautery
231604002;Lazy T - procedure;231604002;Lazy T - procedure
231630003;intranasale dacryocystorhinostomie;231630003;intranasale dacryocystorhinostomy
231708006;correctie van astigmatisme;231708006;Correctie van astigmatisme
231708006;correctie van astigmatisme;231708006;Correctie van astigmatisme
231710008;keratomileusis;231710008;keratomileusis
231724007;perifere iridectomie;231724007;perifere iridectomy
231726009;laser iridectomie;231726009;laser iridectomy
231734003;trabeculoplastiek;231734003;trabeculoplastiek
231735002;chirurgische trabeculoplastiek;231735002;chirurgische trabeculoplastiek
231750006;pars plana lensectomie;231750006;Pars plana lensectomie
231766008;pneumatische retinopexie;231766008;pneumatische retinopexie
231773003;subretinale membranectomie;231773003;subretinale membranectomy
231777002;intravitreale tamponade;231777002;intravitreale tamponade
231787003;biopsie van letsel van chorioidea;231787003;Biopsie van letsel van chorioidea
232165002;excisie van poliep van uitwendige gehoorgang;232165002;Excisie van poliep van uitwendige gehoorgang
232174000;mastoid marginectomie;232174000;mastoid marginectomy
232484009;excisie van concha bullosa;232484009;Excisie van concha bullosa
232614009;biopsie van tracheostomie;232614009;Biopsie van tracheostomie
232628003;open biopsie van de long;232628003;Open biopsie van de long
232643001;intrapericardiale pneumonectomie;232643001;intrapericardiale pneumonectomy
232658009;dubbele longtransplantatie;232658009;Dubbele longtransplantatie
232674004;orotracheale intubatie;232674004;Orotracheal intubatie
232679009;nasotracheale intubatie;232679009;nasotracheale intubatie
232704006;tracheobronchiale lavage;232704006;tracheobronchiale lavage
232819002;inspectie van ge ï mplanteerde aortaklep;232819002;Inspectie van ge ï mplanteerde aortaklep
232835009;ballondilatatie van ge ï mplanteerde aortaklep;232835009;Ballondilatatie van ge ï mplanteerde aortaklep
232851001;Konno aortoventriculoplastie;232851001;Konno aortoventriculoplasty
232878004;vervanging van ge ï mplanteerde pulmonaalklep;232878004;Vervanging van ge ï mplanteerde pulmonaalklep
233134001;Damus - Stansel - Kaye operatie;233134001;Damus - Stansel - Kaye operatie
233168007;corridor operatie;233168007;corridor operatie
233170003;implantatie van automatische cardiale defibrillator;233170003;Implantatie van automatische cardiale defibrillator
233227005;gemodificeerde Blalock - Taussig shunt;233227005;Gemodificeerde Blalock - Taussig shunt
233229008;bidirectionele Glenn shunt;233229008;Bidirectionele Glenn shunt
233240000;take - down van Waterston shunt;233240000;Take - down van Waterston shunt
233445008;transjugulaire intrahepatische portoystemische shunt;233445008;Transjugulaire intrahepatische portosystemische shunt
233448005;femorofemorale veneuze crossover shunt;233448005;Femorofemoral veneuze crossover shunt
233451003;laparoscopische ligatie van varicocele;233451003;Laparoscopische ligatie van varicocele
233461005;sclerotherapie van veneuze flares;233461005;Sclerotherapie van veneuze flares
233480007;embolectomie van arterioveneuze fistel;233480007;Embolectomie van arterioveneuze fistel
233491000;banding van arterioveneuze fistel;233491000;Banding van arterioveneuze fistel
233492007;excisie van arterioveneuze fistel;233492007;Excisie van arterioveneuze fistel
233503009;revascularisatie van de vinger;233503009;Revascularisatie van de vinger
233545006;hysteroscopie;233545006;Hysteroscopie
233547003;cannulatie van arterioveneuze dialyse fistel;233547003;Canulatie van arterioveneuze dialyse fistel
233554009;verwijdering van Hickman lijn;233554009;Verwijdering van Hickman lijn
233560009;percutane intraperitoneale foetale bloedtransfusie;233560009;Percutane intraperitoneale foetale bloedtransfusie
233591003;haemoperfusie;233591003;hemoperfusie
234262008;excisie van okselklier;234262008;Excisie van okselklier
234263003;excisie van mediastinale lymfeklier;234263003;Excisie van mediastinale lymfeklier
234264009;excisie van abdominale lymfeknopen;234264009;Excisie van abdominale lymfeknopen
234267002;excisie van femorale lymfeklier;234267002;Excisie van femorale lymfeklier
234271004;biopsie van okselklier;234271004;Biopsie van okselklier
234272006;biopsie van mediastinale lymfeklier;234272006;Biopsie van mediastinale lymfeklier
234273001;biopsie van abdominale lymfeknopen;234273001;Biopsie van abdominale lymfeknopen
234283002;fijne naald aspiratie van mediastinale lymfeklier;234283002;Fijne naald aspiratie van mediastinale lymfeklier
234309004;drainage van lymphocyste;234309004;Drainage van lymphocyst
234319005;splenectomie;234319005;Splenectomie
234681007;gingivectomie;234681007;Gingivectomie
234738004;mcCauley operatie;234738004;McCauley operatie
234905002;labiale frenoplastie;234905002;labiale frenoplasty
235147008;enteroscopie;235147008;enteroscopie
235159007;percutane endoscopische gastrostomie;235159007;Percutane endoscopische gastrostomie
235169001;gastric pull - up;235169001;Gastric pull - up
235183004;oesofagomyotomie;235183004;oesofagomyotomie
235191008;longitudinale gastroplastie;235191008;Longitudinal gastroplastie
235225004;Heineke - Mikulicz pyloroplastie;235225004;Heineke - Mikulicz pyloroplastiek
235226003;Finney pyloroplastie;235226003;Finney pyloroplastiek
235245007;nieten van de maag;235245007;Nieten van de maag
235249001;maagspoeling met water;235249001;Maagspoeling met water
235365002;Swenson procedure;235365002;Svenson procedure
235365002;Swenson procedure;235365002;Svenson procedure
235376003;anterieure fixatie van het rectum;235376003;Anterieure fixatie van het rectum
235378002;mesh rectopexie;235378002;mesh rectopexie
235384004;gracilis sling operatie;235384004;Gracilis sling operatie
235395005;excisie van pilonidale sinus;235395005;Excisie van pilonidal sinus
235469009;30 - 50 % distale pancreatectomie;235469009;30 - 50 % distale pancreatectomy
235470005;50 - 70 % distale pancreatectomie;235470005;50 - 70 % distale pancreatectomy
235523007;fijne naald aspiratie van de galblaas;235523007;Fijne naald aspiratie van de galblaas
235543001;gelman operatie;235543001;Gelman operatie
235566000;galwegdrainage;235566000;galwegdrainage
236138007;xenograft niertransplantatie;236138007;Xenograft niertransplantatie
236170007;antegrade ureteroscopie;236170007;antegrade ureteroscopy
236222006;exploratie en drainage van de blaas;236222006;Exploratie en drainage van de blaas
236245000;retropubische urethrolyse;236245000;retropubische urethrolysis
236267004;vaginale urethrolyse;236267004;vaginale urethrolysis
236358002;vasculaire procedure op de penis;236358002;Vasculaire procedure op de penis
236359005;penis revascularisatie voor impotentie;236359005;Penis revascularisatie voor impotentie
236363003;sperma aspiratie;236363003;sperma aspiratie
236850003;colpocleisis;236850003;colpoclisis
236872001;Verwijderen van vaginale dilatator;236872001;Verwijdering van vaginale dilatator
236886002;hysterectomie;236886002;Hysterectomie
236887006;laparoscopische hysterectomie;236887006;laparoscopische hysterectomie
236889009;laparoscopische supracervicale hysterectomie;236889009;Laparoscopische supracervical hysterectomie
236901008;endoscopische myomectomie;236901008;endoscopische myomectomy
236902001;vaginale myomectomie;236902001;vaginale myomectomy
236911001;excisie van tubo - ovari ë le massa;236911001;Excisie van tubo - ovari ë le massa
236916006;distale salpingostomie;236916006;distale salpingostomy
236918007;istmo - ampullaire anastomose;236918007;Isthmo - ampullaire anastomose
236920005;cornuale - istmische anastomose;236920005;Cornuale - isthmische anastomose
236921009;cornuale - ampullaire anastomose;236921009;Cornuale - ampullaire anastomose
236925000;lineaire salpingotomie;236925000;lineaire salpingotomy
236990004;postmortem keizersnede;236990004;Postmortem keizersnede
237172007;turco operatie;237172007;turco operatie
237378001;incisiebiopsie van de borst;237378001;Incisiebiopsie van de borst
237393002;excisie van tepel en tepelhof;237393002;Excisie van tepel en tepelhof
237396005;biopsie van letsel van tepelhof;237396005;Biopsie van letsel van tepelhof
237927003;goldner operatie;237927003;Goldner operatie
239308005;triple osteotomie van het bekken;239308005;Triple osteotomie van het bekken
239342001;excisie van het trapezium;239342001;Excisie van het trapezium
239430005;ligament reconstructie;239430005;ligament reconstructie
239457007;chondroplastiek;239457007;chondroplastiek
239468007;arthroplastiek van de schouder;239468007;Artroplastiek van de schouder
239503002;resurfacing van de patella;239503002;Resurfacing van de patella
239564006;excisie van odontoid peg;239564006;Excisie van odontoid peg
239609009;correctie van clinodactyly;239609009;Correctie van clinodactyly
240288004;percutane insertie van peritoneale - amniotische shunt;240288004;Percutane insertie van peritoneale - amniotische shunt
240926008;percutane embolectomie;240926008;percutane embolectomie
240929001;percutane trombolyse;240929001;percutane trombolyse
240940009;vervanging van arteri ë le stent;240940009;Vervanging van arteri ë le stent
240970004;subperiostale facelift;240970004;subperiostale facelift
240971000;mini - facelift;240971000;Mini - facelift
240977001;biopsie van de huid;240977001;Biopsie van de huid
241568005;CT pols;241568005;CT pols
241568005;CT pols;241568005;CT pols
241611001;MRI speekselklieren;241611001;MRI speekselklieren
241611001;MRI speekselklieren;241611001;MRI speekselklieren
241616006;MRI longen;241616006;MRI longen
241616006;MRI longen;241616006;MRI longen
241628003;NMR ovarium;241628003;MRI ovarium
241628003;NMR ovarium;241628003;MRI ovarium
241637003;NMR pols;241637003;MRI pols
241637003;NMR pols;241637003;MRI pols
241705007;intraveneuze sedatie;241705007;intraveneuze sedatie
242113002;debridement van de schedel;242113002;Debridement van de schedel
243685008;bronchoscopie met transbronchiale longbiopsie;243685008;Bronchoscopie met transbronchiale longbiopsie
244422009;dickson - diveley operatie;244422009;Dickson - Diveley operatie
244604004;biopsie van nagel;244604004;Biopsie van nagel
251548005;extrapetrosale drainage;251548005;Extrapetrosal drainage
251966007;eenvoudige excisie van neuspoliepen;251966007;Eenvoudige excisie van neuspoliepen
252426003;cardiale ventriculografie;252426003;Cardiac ventriculografie
252464001;capillaroscopie;252464001;capillaroscopie
252471006;elektromagnetische flowmetrie;252471006;elektromagnetische flowmetry
252476001;progressieve inspanningstest;252476001;Progressive inspanningstest
252632002;gastro - intestinale manometrie;252632002;Gastro - intestinale manometrie
252718007;goniometrie van de pols;252718007;Goniometrie van de pols
252720005;goniometrie van de duim;252720005;Goniometrie van de duim
254502002;arthroscopie van de elleboog;254502002;Artroscopie van de elleboog
257762006;mechanische endarterectomie;257762006;mechanische endarterectomy
260648008;hemilaminectomie;260648008;hemilaminectomie
260649000;lumbale microdiscectomie;260649000;lumbale microdiscectomie
261047008;anterieure mediastinotomie;261047008;anterieure mediastinotomy
261479009;mediastinoscopie;261479009;Mediastinoscopie
261511004;conversie van arthrodese;261511004;Conversie van artrodese
261540001;laminotomie;261540001;laminotomie
262457001;cervicale mediastinoscopie;262457001;cervicale mediastinoscopie
263334000;simpele clitoridectomie;263334000;Simple clitoridectomie
265011000;excisie van cystische hygroma;265011000;Excisie van cystische hygroma
265026003;externe frontoethmoidectomie;265026003;externe frontoethmoidectomy
265054005;cervicale poliepectomie;265054005;Cervical poliepectomie
265292003;goniotomie;265292003;goniotomie
265294002;chirurgische iridotomie;265294002;chirurgische iridotomie
265348003;drainage van de slokdarm;265348003;Drainage van de slokdarm
265459006;pancreaticoduodenectomie met distale gastrectomie;265459006;Pancreaticoduodenectomie met distale gastrectomie
265461002;95 % distale pancreatectomie;265461002;95 % distale pancreatectomy
265467003;atriale inversie operatie;265467003;Atriale inversie operatie
265540006;Palma operatie;265540006;Palma operatie
265550007;tranplant nefrectomie;265550007;Transplant nefrectomie
265554003;percutane pyelolysis;265554003;percutane pyelolysis
265589001;transurethrale cryotherapie van de prostaat;265589001;Transurethrale cryotherapie van de prostaat
265618007;complete colpocleisis;265618007;compleet colpocleisis
268367003;gastro - intestinale ademtest;268367003;Gastro - intestinale ademtest
274031008;rectale poliepectomie;274031008;rectale poliepectomie
274053005;Condylectomie;274053005;Condylectomy
274314005;percutane naaldbiopsie;274314005;Percutane naaldbiopsie
274387006;diagnostische aspiratie van de borst;274387006;Diagnostische aspiratie van de borst
275006003;oppervlakkige parotidectomie;275006003;oppervlakkige parotidectomie
275196007;Ramstedt operatie;275196007;Ramstedt operatie
275218004;pyeloscopie;275218004;pyeloscopie
275231009;incisie en drainage van anorectaal abces;275231009;Incisie en drainage van anorectaal abces
275252001;LIMA sequenti ë le anastomosis;275252001;LIMA sequenti ë le anastomose
275252001;LIMA sequenti ë le anastomosis;275252001;LIMA sequenti ë le anastomose
275252001;LIMA sequenti ë le anastomosis;275252001;LIMA sequenti ë le anastomose
275253006;RIMA sequenti ë le anastomosis;275253006;RIMA sequenti ë le anastomose
275253006;RIMA sequenti ë le anastomosis;275253006;RIMA sequenti ë le anastomose
275253006;RIMA sequenti ë le anastomosis;275253006;RIMA sequenti ë le anastomose
276908008;intracaverneuze injectie;276908008;intracaverneuze injectie
276916004;paramediane incisie;276916004;paramediane incisie
276918003;subcostale incisie;276918003;Subcostal incisie
276976008;percutane arteri ë le embolectomie;276976008;Percutane arteri ë le embolectomie
276983001;percutane embolectomie van arterioveneuze fistel;276983001;Percutane embolectomie van arterioveneuze fistel
277516000;percutane embolisatie van arterioveneuze fistel;277516000;Percutane embolisatie van arterioveneuze fistel
277667006;echogeleide biopsie;277667006;Echogeleide biopsie
277762005;lumbaalpunctie;277762005;Lumbaalpunctie
277837003;detrusor myotomie;277837003;detrusor myotomie
277870008;cremaster myotomie;277870008;Cremasteric myotomie
278213007;lumbale epidurale stero ï d injectie;278213007;Lumbale epidurale stero ï de injectie
278446003;aspiratie van ventriculaire shunt;278446003;Aspiratie van ventriculaire shunt
278717009;perirectale incisie;278717009;perirectaal incisie
278719007;pilonidale incisie;278719007;pilonidal incisie
278728008;occipitale incisie;278728008;occipitale incisie
278730005;periorbitale incisie;278730005;periorbitaal incisie
278731009;supraorbitale incisie;278731009;supraorbital incisie
278734001;intraorale incisie;278734001;intraorale incisie
278824004;plantaire incisie;278824004;plantar incisie
281002001;buccale frenectomie;281002001;buccale frenectomy
281558001;drainage van het middenoor;281558001;Drainage van het middenoor
281753007;drainage van intramusculair hematoom;281753007;Drainage van intramusculaire hematoom
281788007;spinale decompressie met discectomie;281788007;Spinale decompressie met discectomie
281815009;arthroscopisch synoviale biopsie van schoudergewricht;281815009;Arthroscopische synoviale biopsie van schoudergewricht
282191000;laminotomie voor decompressie en exploratie;282191000;Laminotomie voor decompressie en exploratie
283165009;decompressieve laminectomie;283165009;decompressie laminectomie
284025004;myotomie van de hand;284025004;Myotomie van de hand
284182000;lijmen van wond;284182000;Lijmen van wond
286079005;choledochostomie;286079005;choledochostomie
287218009;craniale ventriculostomie;287218009;Cranial ventriculostomie
287235008;traanzak drainage;287235008;Traanzak drainage
287292009;infarct myocardectomie;287292009;infarct myocardiectomy
287528001;bronchoscopie via tracheostomie;287528001;Bronchoscopie via tracheostomie
287551001;niet - chirurgische vasculaire biopsie;287551001;Niet - chirurgische vasculaire biopsie
287666007;compressie sclerosis;287666007;compressie sclerose
287761006;urethrale anastomose;287761006;urethrale anastomose
287762004;reconstructie van de urethra;287762004;Reconstructie van de urethra
287784004;lokale excisie van rectum;287784004;Lokale excisie van rectum
287793003;darm bypass shunt;287793003;Darm bypass shunt
287829003;enterotomie voor drainage;287829003;Enterotomie voor drainage
287858000;drainage van de lever;287858000;Drainage van de lever
287903004;hechten van de hand;287903004;Hechten van de hand
287966005;radicale vulvectomie;287966005;Radical vulvectomie
298110006;aspiratie van de lever;298110006;Aspiratie van de lever
298111005;diagnostische aspiratie van de lever;298111005;Diagnostische aspiratie van de lever
300012004;intercostale neurectomie;300012004;intercostale neurectomie
300015002;excisie van retinaal neoplasma;300015002;Excisie van retinale neoplasma
300017005;drainage van longabsces;300017005;Drainage van longabces
300018000;drainage van empyeem;300018000;Drainage van empyeem
300022005;diathermie van perineale wratten;300022005;Diathermie van perineale wratten
300023000;arthrodese van de vinger;300023000;Artrodese van de vinger
300034002;injectie voor tenosynovitis;300034002;Injectie voor tenosynovitis
300036000;subcutaan infuus;300036000;subcutaan infuus
300977003;open mediale meniscectomie;300977003;Open mediale meniscectomie
301298001;chirurgische dilatatie van de dunne darm;301298001;Chirurgische dilatatie van de dunne darm
301301002;flexiebele cystoscopie;301301002;flexibele cystoscopie
301302009;rigiede cystoscopie;301302009;rigide cystoscopie
301761003;artroscopische synoviale biopsie;301761003;Arthroscopische synoviale biopsie
301891000;resurfacing arthroplastiek;301891000;resurfacing artroplastiek
302207003;endoscopische dilatatie van de galweg;302207003;Endoscopische dilatatie van de galwegen
302357009;subfasciale veneuze ligatie;302357009;Subfascial veneuze ligatie
302369001;clitoridectomie;302369001;clitoridectomie
302389000;marsupialisatie van huidletsel;302389000;Marsupialisatie van huidletsel
302395004;cauterisatie van huidletsel;302395004;Cauterisatie van huidletsel
302401004;W - plastie van de huid;302401004;W - plasty van de huid
302447007;biopsie van het nagelbed;302447007;Biopsie van het nagelbed
302490008;arthroscopische meniscectomie;302490008;arthroscopische meniscectomy
302615005;abdominale sacrocolpopexie;302615005;abdominale Sacrocolpopexie
302697001;drainage van huidletsel;302697001;Drainage van huidletsel
302761001;wandelen inspanningstest;302761001;Wandelen inspanningstest
303272002;Jatene procedure;303272002;Jatene procedure
303438008;excisie van pectoralis minor;303438008;Excisie van pectoralis minor
303453000;orbitale osteotomie;303453000;Orbital osteotomie
303648002;excisie van papilloma;303648002;Excisie van papilloma
303840006;excisie van craniale cyste;303840006;Excisie van craniale cyste
304502009;biopsie van de mond;304502009;Biopsie van de mond
307099006;biopsie van de wervelkolom;307099006;Biopsie van de wervelkolom
307240001;balanoplastie;307240001;balanoplastiek
307262001;extraperitoneale incisie;307262001;Extraperitoneal incisie
307285000;open reductie maxillaire fractuur;307285000;Open reductie maxillaire fractuur
307288003;gesloten reductie maxillaire fractuur;307288003;Gesloten reductie maxillaire fractuur
307520009;intramusculaire antibiotica therapie;307520009;Intramusculaire antibiotica therapie
308001003;epididymogram;308001003;Epididymogram
308679001;resectie van onderbroken aortaboog;308679001;Resectie van onderbroken aortaboog
308963000;intravasculaire injectie;308963000;Intravasculaire injectie
309471004;implantatie van tijdelijke intraveneuze cardiale pacemaker;309471004;Implantatie van tijdelijke intraveneuze cardiale pacemakers
309691004;injectie van triamcinolone in keloid litteken;309691004;Injectie van triamcinolon in keloid litteken
309876004;endocervicale excisie;309876004;Endocervical excisie
309879006;Abdominale hysterocolpectomie;309879006;Abdominale hysterocolpectomy
309880009;Vaginale hysterocolpectomie;309880009;Vaginale hysterocolpectomy
310633004;artroscopisch trimmen van de meniscus;310633004;Artroscopische trimmen van de meniscus
313315002;Hey - groves operatie;313315002;Hey - Groves operatie
314118002;laparoscopische totale splenectomie;314118002;Laparoscopische totale splenectomie
314121000;bilaterale guillotine tonsillectomie;314121000;Bilaterale guillotine tonsillectomie
315066001;laparoscopische salpingotomie;315066001;laparoscopische salpingotomy
347958004;excisie van arterioveneus aneurysma;347958004;Excisie van arterioveneuze aneurysma
354408004;pneumonolysis;354408004;Pneumonolysis
359548007;open biopsie van de dunne darm;359548007;Open biopsie van de dunne darm
359558006;heyman operatie;359558006;Heyman operatie
359561007;brockman operatie;359561007;Brockman operatie
359595006;miller operatie;359595006;Miller operatie
359608009;implantatie van cochleaire prothese , elektrode en ontvanger;359608009;Implantatie van cochleaire prothese , elektrode en ontvanger
359612003;implantatie van cochleaire prothese;359612003;Implantatie van cochleaire prothese
359659005;echografie;359659005;echografie
359672006;mediane sternotomie;359672006;mediane sternotomie
359886007;mcBride operatie;359886007;McBride operatie
359887003;Nissen fundoplicatie;359887003;Nissen fundoplicatie
359890009;fundoplicatie;359890009;fundoplication
359895004;radiocarpale fusie;359895004;radiocarpale fusion
359918002;ellis jones operatie;359918002;Ellis Jones operatie
360343009;dunn operatie;360343009;Dunn operatie
360351007;lambrinudi operatie;360351007;Lambrinudi operatie
360354004;open fijne naald aspiratie biopsie van de lever;360354004;Open fijne naald aspiratie biopsie van de lever
360810000;laser urethrotomie;360810000;laser urethrotomy
363051003;decompressie fasciotomie;363051003;decompressie fasciotomie
363157001;incisie en drainage van zacht weefsel;363157001;Incisie en drainage van zacht weefsel
363269004;radicale resectie van zacht weefsel;363269004;Radicale resectie van zacht weefsel
363742001;pyloroplastie;363742001;pyloroplastiek
367446003;achillotomie;367446003;achillotomie
371345007;laser iridotomie;371345007;laser iridotomie
371346008;Yag laser iridotomie;371346008;YAG laser iridotomie
371346008;Yag laser iridotomie;371346008;YAG laser iridotomie
371346008;Yag laser iridotomie;371346008;YAG laser iridotomie
371348009;argon laser iridotomie;371348009;Argon laser iridotomie
373844007;ovari ë le ablatie;373844007;ovari ë le ablatie
386527002;controle van antepartum bloeding;386527002;Controle van antepartum bloeding
386607008;iridotomie;386607008;iridotomie
386690000;excisie van letsel van ruggenmerg;386690000;Excisie van letsel van ruggenmerg
386770004;dissectie van vasculaire bundel;386770004;Dissectie van vasculaire bundel
386785005;ballondilatatie van de slokdarm;386785005;Ballondilatatie van de slokdarm
386829005;tijdelijke colostomie;386829005;tijdelijke colostoma
387628008;tepelreconstructie;387628008;tepelreconstructie
