snomed b id;snomed b term;thot id;thot term
41513008;incisie van de ulna;41513008;incisie van de ulna
41515001;retinale electrocoagulatie ter destructie van een letsel;41515001;retinale electrocoagulatie ter destructie van een letsel
41536004;revisie van de dunnedarm sutuur;41536004;revisie van anastomose van dunne darm
41578005;embolectomie van vene van onderste lidmaat;41578005;embolectomie van vene van onderste lidmaat
41603008;exploratie van abdominale vene;41603008;exploratie van abdominale vene
41616008;verwijderen van embolus van thoracale arterie;41616008;verwijderen van embolus van thoracale arterie
41681008;destructie van chorioretinaal letsel met xenon fotocoagulatie;41681008;destructie van chorioretinaal letsel met xenon fotocoagulatie
41707001;capsulotomie van de knie , losmaken van het posterieure kapsel;41707001;capsulotomie van de knie , losmaken van het posterieure kapsel
41747008;radioisotopen scan van het bot;41747008;botscan
41808002;excisie van de vaginale cul - de - sac;41808002;excisie van de vaginale cul - de - sac
41817002;sluiten van patent foramen ovale;41817002;sluiten van patent foramen ovale
41825000;incisie van cyste van klier van Bartholin;41825000;incisie van cyste van klier van bartholin
41842006;radioisotopen onderzoek van het hematopeitisch stelsel;41842006;radioisotopen onderzoek van het hematopeitisch stelsel
41848005;directe laryngoscopie met strippen van de epiglottis;41848005;directe laryngoscopie met strippen van de epiglottis
41883009;excisie van letsel van vagina;41883009;vaginaal letselexcisie
41913002;echografie binnenoor;41913002;echografie binnenoor
41925004;derde ventriculocisternostomie;41925004;derde ventriculocisternostomie
41939004;ileoscopie via ileostoma;41939004;ileoscopie via ileostoma
41947004;controle van bloeding van pleuraholte;41947004;controle van bloeding van pleuraholte
41976001;catheterisatie van hart;41976001;katheterisatie hart
41995008;katheter embolectomie van de arteria mesenterica superior via abdominale incisie;41995008;katheter embolectomie van arteria mesenterica superior via abdominale incisie
42010004;uteriene myomectomie;42010004;myomectomie
42022001;herstel geruptureerde aneurysma met greffe van de arteria renalis;42022001;herstel van geruptureerde aneurysma met greffe van de arteria renalis
42101009;penetrerende keratoplastie;42101009;penetrerende keratoplastie
42150003;sutuurherstel van de grote vaten met cardiopulmonaire bypass;42150003;hechten van de grote vaten met cardiopulmonaire bypass
42156009;incissie van scleraal abces;42156009;incissie van scleraal abces
42161006;punctie van het hoornvlies;42161006;punctie van het hoornvlies
42181007;excisie van zacht weefsel tumor van de rug;42181007;excisie van zacht weefsel tumor van de rug
42191001;excisionele biopsie van de hersenen;42191001;excisionele biopsie van de hersenen
42213007;nasale chondrotomie;42213007;nasale chondrotomie
42227002;sluiten van een recto - vaginale fistel langs transanale weg;42227002;sluiten van een recto - vaginale fistel langs transanale weg
42238002;proctoscopie;42238002;proctoscopie
42246001;hepato - jejunostomie;42246001;hepaticojejunostomie
42253005;incisie van uterus;42253005;incisie van uterus
42262007;totale schouderprothese;42262007;totale schouderprothese
42286009;destructieve procedure thv posterieure oogsegment;42286009;destructieve procedure thv posterieure oogsegment
42300004;peesfixatie;42300004;peesfixatie
42301000;tijdelijke ileostomie met canule;42301000;tijdelijke ileostomie met canule
42332004;fistulisatie van de appendix;42332004;appendicostomie
42349006;excisie van cyste van het ligamentum latum van uterus;42349006;excisie van cyste van ligamentum latum
42361003;fijne naaldaspiratie biopsie van milt;42361003;fijne naaldbiopsie van de milt
42426008;injectie van therapeutische substantie in hart;42426008;injectie van therapeutische substantie in hart
42471000;trombectomie met katheder van bifurcatie van arteria poplitea , tibialis en fibularis via beenincisie;42471000;trombectomie met katheter van arteria poplitea bifurcatie in arteria tibialis en arteria peronealis via been incisie
42480000;re ï mplantatie van de onvolledig geamputeerde voet;42480000;re ï mplantatie van de onvolledig geamputeerde voet
42481001;excisie van de coronaire arterie;42481001;excisie van de coronaire arterie
42486006;implantatie bioprothese mitraalklep;42486006;implantatie bioprothese mitraalklep
42527001;endoscopische excisie van maagletsel;42527001;endoscopische excisie van maagletsel
42532000;Infundibulectomie van de ventrikel in totaal herstel tetralogie van Fallot;42532000;infundibulectomie van de ventrikel in totaal herstel tetralogie van fallot
42534004;excisie van subcutane vasculaire malformatie van extremiteit;42534004;excisie van subcutane vasculaire malformatie van extremiteit
42544002;plaatsen canule in de sinus via sinus punctie;42544002;plaatsen canule in de sinus via sinus punctie
42550007;katheterisatie van vena umbilicalis;42550007;katheterisatie van vena umbilicalis
42554003;spoeling van handpees;42554003;spoeling van handpees
42581003;excisie van letselt van voetpees;42581003;excisie van letselt van voetpees
42582005;herstel atrioventriculair kanaal defect;42582005;herstel atrioventriculair kanaal defect
42593007;trombectomie van aorta;42593007;trombectomie van aorta
42610000;transfer van de tibialis anterior pees voor platvoetcorrectie;42610000;transfer van de tibialis anterior pees voor platvoetcorrectie voetgewelf
42621009;revisie lumbo - peritoneale shunt;42621009;revisie lumbo - peritoneale shunt
42624001;correctie van malrotatie door adhaesiolysis van duodenale band;42624001;correctie van malrotatie door adhaesiolysis van duodenale band
42645008;esophageal liesbreukherstel van fistule en oesophagienne Closure;42645008;esophageal liesbreukherstel van fistule en oesophagienne closure
42659001;excision de l é sion d ' une veine;42659001;excisie van lesie van vene
42704006;endoscopische destructie van Wirsung letsel;42704006;endoscopische destructie van wirsung letsel
42708009;gesloten reductie van de epifyse van het femur;42708009;gesloten reductie van epiphysiolyse van de femur
42767002;herstel van cardiaal assist systeem;42767002;herstel van cardiaal assist systeem
42803009;electromyografie;42803009;elektromyogram
42837001;excisie van aortaboog;42837001;excisie van aortaboog
42843004;laparoscopische adrenalectomie;42843004;laparoscopische adrenalectomie
42904002;herstel van een rectale laceratie;42904002;herstel van een rectale laceratie
42905001;sutuurherstel aorta met cardiopulmonaire bypass;42905001;sutuurherstel aorta met cardiopulmonaire bypass
42909007;radicale excisie van synoviale bursa van de extensorpezen van de pols;42909007;radicale excisie van synoviale bursa van de extensorpezen van de pols
42910002;exploratie van de chorioidea;42910002;exploratie van de chorioidea
42980009;excisie van peri - anaal weefsel;42980009;excisie van peri - anaal weefsel
42988002;incisie hematoom perineum bij de man;42988002;incisie hematoom perineum bij de man
42995006;volledige excisie van het sacrum;42995006;volledige excisie van het sacrum
43002007;mediastinotomie met exploratie via sternale split;43002007;mediastinotomie met exploratie via sternale split
43006005;vervangen van een halo tractie apparaat van de schedel;43006005;vervangen van een halo tractie apparaat van de schedel
43040005;arthrotomie van het tarsometatarsaal gewricht met verwijderen van gewrichtsmuis;43040005;arthrotomie met verwijderen van vreemd voorwerp van het tarsometatarsaal gewricht
43047008;adhaesiolysis van de lever;43047008;adhaesiolysis van de lever
43050006;open reductie en inwendige fixatie van een fractuur van een falanx van de hand;43050006;open reductie van een falanx van de hand met inwendige fixatie
43060002;intraveneuse injectie;43060002;intraveneuze injectie
43071001;excisie van letsel van sinus maxillaris;43071001;excisie van letsel van sinus maxillaris
43075005;parti ë le colectomie;43075005;colectomie partieel
43082009;herstel van een gastro - jejunale fistel;43082009;sluiten van jejunale fistel
43102005;acromionectomie;43102005;acromionectomie
43103000;losee test;43103000;losee test
43111005;destructie van retinaletsel met implantatie van radiatiebron;43111005;destructie van retinaletsel met implantatie van radiatiebron
43126007;reconstructie temporomandibulair gewricht;43126007;reconstructie temporomandibulair gewricht
43128008;ligatie van aterie van bovenste lidmaat;43128008;ligatie van aterie van bovenste lidmaat
43135000;vernietigen lesie wenkbrauw;43135000;vernietigen lesie wenkbrauw
43143005;verwijderen van prothese van Mulligan van eileider;43143005;verwijderen van prothese van mulligan van eileider
43151008;spleno - renale bypass greffe met vena;43151008;spleno - renale bypass greffe met vena
43179002;punctie en aspiratie van hematoom van de huid;43179002;punctie en aspiratie van hematoom van de huid
43232006;extrapleurale pneumonectomie met uitruiming van empyeem;43232006;extrapleurale pneumonectomie met uitruiming van empyeem
43256005;stomach al liesbreukherstel van gastrostomie permanent en permanente Spivack operation;43256005;stomach al liesbreukherstel van gastrostomie permanent en permanente spivack operation
43259003;insertie vaatgreffe grote vaten met cardiopulmonaire bypass;43259003;insertie vaatgreffe grote vaten met cardiopulmonaire bypass
43288002;excisie van letsel van epifyse;43288002;excisie van letsel van epifyse
43294005;echografie , M - mode , beperkt;43294005;echografie , m - mode , beperkt
43304004;excisie huidfistel;43304004;excisie huidfistel
43315009;adductie test;43315009;adductie test
43318006;synovectomie van de flexorpeesschede van de voet;43318006;synovectomie van de flexorpeesschede van de voet
43334009;herstel oogkamer;43334009;herstel oogkamer
43344006;stomach al liesbreukherstel van de en gastrectomie ster operation;43344006;stomach al liesbreukherstel van de en gastrectomie ster operation
43401008;cauterisatie van de fossa tonsillaris;43401008;cauterisatie van de fossa tonsillaris
43418007;endarteri ë ctomie van arterie van bovenste lidmaat;43418007;endarteri ë ctomie van arterie van bovenste lidmaat
43426004;excisie van hydrocoele ter hoogte van het kanaal van nuck bij vrouw;43426004;excisie van hydrocoele ter hoogte van het kanaal van nuck bij vrouw
43450002;totale thymectomie;43450002;totale thymectomie
43504003;reductie overcorrectie ptosis;43504003;reductie overcorrectie ptosis
43508000;resectie van letsel van mediastinum;43508000;excisie van van mediastinum
43519002;destructie van letsel van de dunne darm;43519002;vernietigen van dunne darm
43559004;transpositie wimperflap;43559004;transpositie wimperflap
43562001;peescurettage;43562001;curettage van handpees
43578004;artrotomie temporomandibulair gewricht;43578004;artrotomie temporomandibulair gewricht
43582002;mechanische vitrectomie met anterieure benadering;43582002;mechanische vitrectomie met anterieure benadering
43628009;introductie van naald in arteria carotis;43628009;introductie van naald in arteria carotis
43643006;ossiculectomie van middenoor;43643006;ossiculectomie van middenoor
43648002;excisiebiopsie van het heupgewricht;43648002;excisiebiopsie van het heupgewricht
43654001;correctie van coarctatio aortae met primaire anastomose;43654001;correctie van coarctatio aortae met primaire anastomose
43683003;cryotherapie van slokdarmletsel;43683003;cryotherapie van slokdarmletsel
43685005;herstel van cardiaal septum met biologische greffe;43685005;herstel van cardiaal septum met biologische greffe
43704001;echografie borst , A - mode;43704001;echografie borst , a - mode
43748006;verwijderen blaassonde;43748006;blaaskatheterverwijdering
43750003;endoscopische excisie van duodenum letsel;43750003;endoscopische excisie van duodenum letsel
43762004;herstel van geruptureerde aneurysma van arteria hepatica met greffe;43762004;herstel van geruptureerde aneurysma van arteria hepatica met greffe
43791001;vaginale interadnexi ë le hysterectomie met colpectomie;43791001;vaginale interadnexi ë le hysterectomie met colpectomie
43795005;myringoplastie met debridement van defect;43795005;myringoplastie met debridement van defect
43805005;resectie van thoracale arterie met vervanging;43805005;resectie van thoracale arterie met vervanging
43810009;verwijderen van trombus;43810009;verwijderen van trombus
43811008;aspiratie van de fascia van de hand;43811008;aspiratie van de fascia van de hand
43815004;implantatie van cochleaire prothese , enkelvoudig kanaal;43815004;implantatie van cochleaire prothese , enkelvoudig kanaal
43831007;percutane corebiopsie van long;43831007;percutane corebiopsie van long
43832000;transsectie van n pudendus;43832000;transsectie van n pudendus
43868005;aanleggen van een transrectale ileo - anale J - pouch;43868005;aanleggen van een transrectale ileo - j - pouch anus
43907003;pancreatico - intestinale anastomose;43907003;pancreatico - intestinale anastomose
43908008;verwijderen vreemd voorwerp uit de chorioidea met magneet;43908008;verwijderen vreemd voorwerp uit de chorioidea met magneet
43911009;reanastomose van perifere bloedvaten;43911009;reanastomose van perifere bloedvaten
43919006;nek arterie herstel met veneue greffe;43919006;nek arterie herstel met veneue greffe
43952000;radicale resectie van tumor van de weke delen van de thorax;43952000;radicale resectie van de thorax
44011001;transsectie van n mentalis;44011001;transsectie van n mentalis
44022002;mastoid antrectomie;44022002;mastoid antrectomie
44050002;arthrotomie van glenohumeraalgewricht voor synoviale biopsie;44050002;arthrotomie van glenohumeraalgewricht voor synoviale biopsie
44061005;procto - sigmoiedoscopie via stoma;44061005;procto - sigmoiedoscopie via stoma
44089008;manuele reductie van rectale prolaps;44089008;manuele reductie van rectale prolaps
44114006;insertie van een botsimulator in de tibia en fibula;44114006;insertie van groeistimulator in de tibia en fibula
44119001;entero - enterostomie;44119001;entero - enterostomie
44148007;herstel van de enterostomie;44148007;herstel van de enterostomie
44156005;alveolotomie , sekwestrectomie;44156005;alveolotomie , sekwestrectomie
44162000;excisie van bronchiale lymfeklieren;44162000;excisie van bronchiale lymfeklieren
44167006;shelfarthroplastie van de heup;44167006;shelfarthroplastie van de heup
44191002;excisie van de clavicula voor gebruik als botgreffe;44191002;excisie van de clavicula voor gebruik als botgreffe
44194005;blaasinstillilatie met anticancerogeen agens;44194005;blaasinstillilatie met anticancerogeen agens
44218004;implantatie van choleaire elektrode;44218004;implantatie van choleaire elektrode
44246002;endoscopie van vene;44246002;endoscopie van vene
44269004;verwijderen van lens door middel van curette;44269004;verwijderen van lens door middel van curette
44272006;chordopexie van een stemband;44272006;chordopexie van een stemband
44275008;manipulatie van de wervelkolom;44275008;manipulatie van wervelkolom
44278005;punctie en aspiratie van cyst van de huid;44278005;punctie en aspiratie van cyst van de huid
44307002;hysterolyse;44307002;hysterolyse
44317007;heraanhechting chorioidea en retina met cryotherapie;44317007;heraanhechting chorioidea en retina met cryotherapie
44329003;excisie van irisprolaps;44329003;excisie van irisprolaps
44337006;incisie van de gablaas;44337006;incisie van de gablaas
44354003;hartscatheterisatie , rechts en links via ventriculaire punctie;44354003;hartscatheterisatie , rechts en links via ventriculaire punctie
44364007;duimamputatie;44364007;duimamputatie
44378008;partiele colectomie met anastomose;44378008;partiele colectomie met anastomose
44380002;endoscopische controle van maagbloeding;44380002;endoscopische controle van maagbloeding
44382005;injectie van n . laryngeus inferior;44382005;injectie van n . laryngeus inferior
44397008;hechten van de eileider;44397008;hechten van de eileider
44414004;aspiratie van cyste van klier van Bartholin;44414004;aspiratie van cyste van klier van bartholin
44424007;excisie van letsel van sinus ethmoidalis;44424007;excisie van letsel van sinus ethmoidalis
44441009;flexibele sigmoiedoscopie;44441009;flexibele sigmoiedoscopie
44471001;verwijderen van elektro - encefalografische ontvanger in hersenen;44471001;verwijderen van elektro - encefalografische ontvanger in hersenen
44476006;sluiten nierfistel;44476006;sluiten nierfistel
44478007;parti ë le resectie van de distale phalanx van de vinger;44478007;partiele excisie van van de distale falanx van de vinger
44479004;huidbiopsie van achtervoet;44479004;huidbiopsie van achtervoet
44498002;chemische pleurodese met tetracyclines;44498002;chemische pleurodese met tetracyclines
44500001;injectie temporomandibulair gewricht;44500001;injectie temporomandibulair gewricht
44511009;excisie letsel penis;44511009;excisie letsel penis
44558001;herstel van inguinale hernia;44558001;liesbreukoperatie
44578009;holle naaldbiopsie van de borst;44578009;holle naaldbiopsie van de borst
44589002;hersendebridement;44589002;hersendebridement
44620006;endarteri ë ctomie van een intracraniale arterie;44620006;endarteri ë ctomie van een intracraniale arterie
44642007;partiele colectomie met colostomie en aanleggen van muceuze fistel;44642007;partiele colectomie met colostomie en aanleggen van muceuze fistel
44662004;vasculaire bypass tussen de arteria femoralis communis en de arteria femoralis communis;44662004;arteria femoralis - femoralis bypass
44683005;herstel van malunion van metatarsaal met botgreffe;44683005;herstel van malunion van metatarsaal met botgreffe
44703001;trabeculotomie ab extreno;44703001;trabeculotomie ab extreno
44708005;verwijderen van vreemd lichaam uit het traanpunt;44708005;verwijderen van vreemd lichaam uit het traanpunt
44716001;biopsie van de cornea;44716001;biopsie hoornvlies
44751009;totale colectomie met proctectomie en continent ileostoma;44751009;totale colectomie met proctectomie en continent ileostoma
44777001;constructie conduit tussen rechter ventrikel en pulmonalis arterie;44777001;constructie conduit tussen rechter ventrikel en pulmonalis arterie
44793005;excisie van letsel van eileider;44793005;tuba fallopii - laesie excisie
44800008;revisie van veneuze anastomosis;44800008;revisie van veneuze anastomosis
44817001;extracorpori ë le schokgolf lithotripsie van de blaas ( ESWL );44817001;extracorporele lithotripsie van de blaas
44846008;punctie en aspiratie van bulla van de huid;44846008;punctie en aspiratie van bulla van de huid
44850001;presacrale sympathectomie;44850001;presacrale sympathectomie
44884002;venografie van vena azygos;44884002;venografie van vena azygos
44891004;stapling van de epifyse;44891004;epifyseale stapeling
44905002;flebectomie van vene van onderste lidmaat;44905002;flebectomie van vene van onderste lidmaat
44945006;oogsten van spiergreffe;44945006;oogsten van spiergreffe
44958007;losmaken van posterieure adhesies van de iris;44958007;losmaken van posterieure adhesies van de iris
44972003;laryngoscopie via stomie;44972003;laryngoscopie via stomie
44988003;herstel van nonunion van de tibia;44988003;herstel van nonunion van de tibia
45016004;laterale fasciotomie met losmaken van extensor origo;45016004;laterale fasciotomie met losmaken van extensor origo
45031008;fulguratie van de chorioidea;45031008;fulguratie van de chorioidea
45036003;echografie abdomen;45036003;buikecho
45052000;abdomino - uterotomie;45052000;hysterotomie
45094002;open reductie blowout fractuur , gecombineerde toegang;45094002;open reductie blowout fractuur , gecombineerde toegang
45102007;chirurgisch herstel van posterieur oogsegment;45102007;chirurgisch herstel van posterieur oogsegment
45125008;revisie van borstimplantaat;45125008;revisie van borstimplantaat
45148003;herstel grote vaten;45148003;herstel grote vaten
45189000;destructie van letsel van de maag;45189000;destructie van maagletsel
45195004;holle naald biopsie van uteriene ligament;45195004;holle naald biopsie van uteriene ligament
45205003;excisie van eht labiale frenulum;45205003;labiale frenectomie
45228002;duodenoileostomie;45228002;duodeno - enterostomie
45247004;peesverlenging;45247004;verlengen van handpees
45274003;sluiten van de dunnedarm enterostomie met resectie en anastomose;45274003;sluiten van de dunnedarm enterostomie met resectie en anastomose
45314005;herstel van een cholecysto - gastrische fistel;45314005;sluiten van fistel
45334006;mediastinoscopie met biopsie;45334006;mediastinoscopie met biopsie
45347001;losmaken van adhesies van de fascia van de hand;45347001;adhesiolyse van fascia
45353001;larynxplastie voor laryngeale stenose met greffe;45353001;larynxplastie voor laryngeale stenose met greffe
45357000;genioplastiek met reductie van de benige kin;45357000;genioplastiek met reductie van de benige kin
45372001;Insertie van pessarium vaginaal;45372001;insertie van pessarium vaginaal
45403008;fasciotomie voor losmaken van volkmann contractuur;45403008;fasciotomie voor losmaken van volkmann contractuur
45460008;intrauteriene transfusie;45460008;intrauteriene transfusie
45464004;excisie van letsel ter hoogte van de papil van Vater;45464004;excisie van de ampulla van vater
45467006;greffen van huid en subcutaan vetweefsel voor borstvergroting;45467006;transpositie huid en subcutaan vetweefsel voor borstvergroting
45471009;endoscopie van coronaire arterie;45471009;endoscopie van coronaire arterie
45493004;aspiratie en spoelen van de sinus door een sinuspunctie;45493004;irrigatie van de nasale sinus via sinus punctie
45495006;incisie van de lip;45495006;incisie van de lip
45523007;parti ë le lateroverticale laryngectomie;45523007;parti ë le lateroverticale laryngectomie
45535006;excisie subcutane tumor schouder;45535006;excisie subcutane tumor schouder
45551003;arthrotomie van de elleboog;45551003;arthrotomie van de elleboog
45554006;Rx thoracale wervelkolom;45554006;rx thoracale wervelkolom
45558009;incisie van long;45558009;incisie van long
45560006;ablatie binnenoor door echografie;45560006;ablatie binnenoor door echografie
45584003;herstel van de galblaas;45584003;herstel van de galblaas
45595009;laparoscopische cholecystectomie;45595009;laparoscopische cholecystectomie
45603003;biopsie van peri - anaal weefsel;45603003;biopsie van peri - anaal weefsel
45608007;hepatocholangio - jejunostomie;45608007;hepaticocholangiojejunostomie
45630008;transpositie van weefsel van mediastinum;45630008;transpositie van weefsel van mediastinum
45657005;reamputatie transmetacarpaal;45657005;reamputatie transmetacarpaal
45660003;excisie van weke delen letsel van uitwendige gehoorgang;45660003;excisie van weke delen letsel van uitwendige gehoorgang
45674005;sequestrectomie van het femur;45674005;sequestrectomie van het femur
45700007;verwijdering van vreemd lichaam van het perirenaal weefsel;45700007;verwijdering van vreemd lichaam van het perirenaal weefsel
45720008;vervanging van ge ï mplanteerde ventriculaire elektrode;45720008;innesteling vervanging van ge ï mplanteerde ventriculaire elektrode
45782002;kathteter trombectomie van arteria axillaris via arm incisie;45782002;trombectomie met katheter van arteria axillaris via arm incisie
45788003;incisie en drainage van ge ï nfecteerde voorarm bursa;45788003;incisie en drainage van ge ï nfecteerde voorarm bursa
45805007;herstel van filterende bleb door middel van scleroplastiek;45805007;herstel van filterende bleb door middel van scleroplastiek
45808009;tibialis peestransfer;45808009;tibialis peestransfer
45810006;herfixatie van handpees;45810006;herfixatie van handpees
45817009;verwijderen vreemd voorwerp uit retina met excisie;45817009;verwijderen van vreemd voorwerp uit retina met excisie
45842000;herstel van retroperitoneaal weefsel;45842000;herstel van retroperitoneaal weefsel
45858002;reamputatie van voorarm doorheen radius en ulna;45858002;amputatie van de onderarm doorheen de radius en ulna reamputatie
45874007;herstel van thoracale aorta aneurysma bij middel van greffe;45874007;aneurysmectomie met greffe vervanging van thoracale aorta
45885009;open reductie van polsluxatie;45885009;open reductie van polsluxatie
45900003;slokdarmresectie;45900003;oesofagectomie
45902006;salpingo - o ö phororafie;45902006;salpingo - o ö phororafie
45918000;pericardplastie;45918000;pericardherstel
45919008;excisie van secundair membraan;45919008;excisie van secundair membraan
45937009;epilatie wenkbrauw met cryo;45937009;epilatie wenkbrauw met cryo
45965006;implantatie van automatische cardiovertor defibrillator ( AICD );45965006;implantatie van automatische cardiovertor defibrillator ( aicd )
45993005;cholecystectomie met exploratie van de galwegen;45993005;cholecystectomie met galwegexploratie
46024003;peniele urethrorraphie;46024003;peniele urethrorraphie
46032006;transsectie van n . laryngeus recurrens;46032006;transsectie van n . laryngeus recurrens
46070005;revisie van colostomie;46070005;revisie van colostomie
46071009;embolectomie met katheter van de arteria subclavia via thoracale incisie;46071009;katheter embolectomie van arteria subclavia via thoracale incisie
46082001;laterale orbitotomie;46082001;laterale orbitotomie
46116005;brede excisie van borst voor bewezen maligne letsel;46116005;excisie van borsttumor maligne
46130000;Verwijdering van coronaire arteri ë le obstructie door directe intracoronaire infusie;46130000;verwijdering van coronaire arteri ë le obstructie door directe intracoronaire infusie
46142005;blefaroplastie bovenoogleden;46142005;blefaroplastie bovenoogleden
46147004;verlengen van de pees van de hamstrings;46147004;verlenging van de hamstring
46161009;vooruitbrengen van pees van musculus flexor profundus;46161009;vooruitbrengen van pees van musculus flexor profundus
46179008;injectie van anestheticum in plexus brachialis;46179008;injectie van anestheticum in plexus brachialis
46196009;chirurgishe constructie van arterioveneuze shunt;46196009;arterioveneuze shunt - operatie
46226009;cervicectomie met synchrone colporafie;46226009;cervicectomie met synchrone colporafie
46227000;fenestratie van aneurysma van aorta;46227000;fenestratie van aneurysma van aorta
46256000;teenreconstructie met botresectie omwille van macrodactylie;46256000;reconstructie teenreconstructie met botresectie omwille van macrodactylie
46275005;uitduwen van de sclera voor plaatsen van een sclerale buckle;46275005;uitduwen van de sclera voor buckling
46282009;herstel van laryngotracheale cleft;46282009;herstel van laryngotracheale cleft
46295004;abdomino - perineale rectumamputatie met colostomie , in éé n tijd;46295004;abdomino - perineale rectumamputatie met colostomie , in ?? n tijd
46309001;extractie van primair membraneus cataract door excisie;46309001;extractie van primair membraneus cataract door excisie
46342000;verwijderen van cerebrale elektroden;46342000;verwijderen van cerebrale elektroden
46361001;cystourethroscopie met bilaterale ureterale meatotomie;46361001;cystourethroscopie met bilaterale ureterale meatotomie
46378005;bankart type operatie met stple;46378005;bankart type operatie met stple
46379002;intercarpale fusie;46379002;intercarpale fusie
46381000;truncale vagotomie met pyloroplastie;46381000;truncale vagotomie met pyloroplastie
46412002;apexresectie van long;46412002;apexresectie van long
46414001;colon perfusie;46414001;colon perfusie
46415000;hechting van periostium van ulna;46415000;hechting van periostium van ulna
46423003;incidentele ligatie van eileider;46423003;incidentele ligatie van eileider
46426006;cryoextractie van een catararc via inferotemporale route;46426006;cryoextractie van een catararc via inferotemporale route
46437007;gesloten herstel ostium secundum defect met prothese;46437007;herstel ostium secundum defect met prothese materiaal via gesloten techniek
46441006;excisie van letsel van oorschelp;46441006;extern oorletselexcisie
46444003;gasendarteri ë ctomie van arterie van onderste lidmaat;46444003;gasendarteri ë ctomie van arterie van onderste lidmaat
46468006;zygoma augmentatie met allogreffe;46468006;zygoma augmentatie met allogreffe
46478009;excisie decubitus ulcus t . h . v . ischias met primaire hechting;46478009;excisie van een ischiaal drukulcus met primaire hechting
46485008;hechting van knieligament;46485008;hechting van knieligament
46504007;mcp arthrodese;46504007;mcp arthrodese
46518000;incisie van hematoom van buitenoor;46518000;incisie van hematoom van buitenoor
46562009;incisionele discissie van secondair membraneus cataract en anterieur hyaloid;46562009;incisionele discissie van secondair membraneus cataract en anterieur hyaloid
46565006;plaatsen van botgreffes in een falanx van de voet;46565006;plaatsen van botgreffes in een falanx van de voet
46569000;laparoscopische geassisteerde abdomino - perineale resectie;46569000;laparoscopische geassisteerde abdomino - perineale resectie
46590008;multiple tarsometatarsale arthrodesen;46590008;multiple tarsometatarsale arthrodesen
46594004;release van retinaculum patellae;46594004;release van retinaculum patellae
46624004;implant arthroplastiek van radiuskop;46624004;implant arthroplastiek van radiuskop
46645006;vervangen van elektro - encefalografische ontvanger in de hersenen;46645006;vervangen van elektro - encefalografische ontvanger in de hersenen
46646007;exploratie van ooglid;46646007;exploratie van ooglid
46647003;excisie laesie perirenaal weefsel;46647003;excisie laesie perirenaal weefsel
46648008;herstel van collateraal ligament en kapsel van de knie;46648008;herstel van collateraal ligament en kapsel van de knie
46660009;sacculotomie;46660009;sacculotomie
46697004;incisie van de klier van Zeis;46697004;incisie van de klier van zeis
46706006;vervangen van intrauterien contraceptief spiraal;46706006;vervanging van uterien iud
46718002;elektrocaterisatie van cornea letsel;46718002;elektrocaterisatie van cornea letsel
46748004;herstellen orbitabodem en sinus maxillaris;46748004;herstellen orbitaal dak en sinus maxillaris
46767000;holle naaldbiopsie van de galblaas;46767000;holle naaldbiopsie van de galblaas
46774005;resectie van externe cardiale tumor;46774005;resectie van externe cardiale tumor
46796004;insertie van prothese van femurkop met cement;46796004;insertie van prothese van femurkop met cement
46809006;beenderige excisie van tarsale coalitie ,;46809006;beenderige excisie van tarsale coalitie ,
46812009;resectie van femurkop en hals;46812009;resectie van femurkop en hals
46816007;intracraniale aneurysmectomie;46816007;intracraniale aneurysmectomie
46819000;katheter embolectomie van arteria brachialis via arm incisie;46819000;katheter embolectomie van arteria brachialis via arm incisie
46852006;resectie van het falciforme ligament;46852006;resectie van het falciforme ligament
46863009;debridement van huid , subcutaan weefsel en spier;46863009;debridement van huid , subcutaan weefsel en spier
46868000;verwijderen vreemd voorwerp uit penis;46868000;verwijderen van vreemd voorwerp uit penis
46895005;sutuur van cerebrale dura mater;46895005;sutuur van cerebrale dura mater
46896006;synovectomie van de hand;46896006;synovectomie van de hand
46897002;percutane ballon valvuloplastie pulmonalisklep;46897002;percutane ballon valvuloplastie pulmonalisklep
46912008;ligatuur van arteria carotis externa voor neusbloeding;46912008;ligatuur van arteria carotis externa voor neusbloeding
46936007;hemi - gastrectomie langs thoracale weg;46936007;hemi - gastrectomie langs thoracale weg
46987005;verwijderen van intralumineel corpus alienum uit de anus;46987005;verwijderen van intralumineel corpus alienum uit de anus
47020004;ventriculoperitoneale shunt;47020004;ventriculoperitoneale shunt
47045001;excisie van letsel op ronde band;47045001;excisie van van rond band
47058000;Harttransplantatie met cardiectomie van receptor;47058000;harttransplantatie met cardiectomie van receptor
47073004;tenectomie van de hand;47073004;tenectomie van de hand
47079000;echografie borst;47079000;echo borst
47092002;sluiten van een ileostomie;47092002;ileostomiesluiting
47105008;behandelen van nonunion van metatarsalen;47105008;behandelen van nonunion van metatarsalen
47118000;herstel van de anus;47118000;anoplastiek
47195003;herstel ostium primum defect;47195003;herstel ostium primum defect
47202004;revisie van een pyloroplastie;47202004;revisie van een pyloroplastie
47227006;excisie van de glandula submandibularis;47227006;excisie van de glandula submandibularis
47242009;excisie van een letsel van de voorkamer;47242009;excisie van van de voorste oogkamer
47251001;fistulisatie van ductus thoracicus;47251001;fistulisatie van ductus thoracicus
47263006;tubaire sterilisatie volgens Irving;47263006;tubaire sterilisatie volgens irving
47274002;excisie van bloedvat met anastomose;47274002;resectie met anastomose
