snomed b id;snomed b term;thot id;thot term
87451000;biopsie van de bijschildklier;87451000;biopsie bijschildklier
87618002;acetabulumplastie met resectie van de femurkop;87618002;acetabulumplastie met resectie van femurkop
87633005;incisie van de fascia van de hand;87633005;incisie van fascia
87647009;arthroplastie van de vinger met prothese;87647009;arthroplastiek van de vinger met prothese
87675006;implantatie van Holter klep;87675006;holter - klepplaatsing
87677003;rectumresectie;87677003;resectie van rectum
87825006;implantatie van initi ë le elektrode in cardiaal atrium en ventrikel;87825006;voorlopige implantatie van elektrode in cardiaal atrium en ventrikel
88019008;vasculaire bypass met veneuze greffe tussen de arteria subclavia en de arteria subclavia;88019008;subclavia - subclavian bypass
88039007;longtransplantatie;88039007;longtransplantaat
88065006;intracrani ë le arteriectomie met vervanging bij middel van een greffe;88065006;intracrani ë le arteriectomie met vervanging door greffe
88096002;capsulectomie met extractie van de lens;88096002;capsulectomie met extractie van ooglens
88148000;partiele resectie van cervicale processus spinosus;88148000;partiele excisie van processus spinosus van de cervicale regio
88187000;Collis - Nissen hiatale hernia herstel met oesofago - gastroplastie;88187000;collis - nissen hiatale hernia herstel met oesofago - gastroplastie
88312006;amputatie van het been door tibia en fibula;88312006;onder de knie amputatie
88623004;verwijderen van een letsel van de larynx;88623004;excisie van de larynx
88816002;correctie van beenlengteverschil door plaatsen van kram over de epifyse van het femur;88816002;correctie van beenlengteverschil door epifysaire stapling van de femur
88821004;vasculaire bypass van de arteria renalis;88821004;vasculaire bypass van arteria renalis
88859007;angi ë ctomie met greffe vervanging van arterie van bovenste lidmaat;88859007;excisie met greffe vervanging van arterie van bovenste extremiteit
88888008;excisie van letsel ter hoogte van het duodenum;88888008;excisie van van duodenum
88916003;anusscopie;88916003;proctoscopie
88966009;destructie van de intervertebrale discus door infiltratie;88966009;chemonucleolyse
89005003;exerese van een Morton neurinoma;89005003;excisie van een morton neurinoma
89207003;destructie van letsel van de urethra;89207003;destructie letsel urethra
89398002;inplanting van een implanteerbare intra - arteri ë le perfusie pomp;89398002;plaatsen van een implanteerbare intra - arteri ë le perfusie pomp
89473002;peesexploratie;89473002;exploratie van handpees
89522007;colocolische anastomose;89522007;colocolostomie
89572009;Insnijden en drainage traanklier;89572009;incisie en drainage traanklier
89693002;katheterisatie van de vena hepatica;89693002;katheterisatie van vena hepatica
89964004;excisie van een letsel ter hoogte van de radius;89964004;excisie van van de radius
90065005;open reductie van fractuur van de hand;90065005;open reductie van fractuur
90105005;oppervlakkige biopsie van zacht weefsel van de voorarm;90105005;biopsie weke delen van onderarm , oppervlakkige
90131007;arthrocentese;90131007;aspiratie
90203006;injectie van de peesschede;90203006;infiltratie van peesschede
90360008;hechting van ligament van de voet;90360008;hechting van ligament van voet
90454009;injectie van anestheticum in de n . occipitalis major;90454009;injectie van anestheticum in n . occipitalis major
90481009;tromboendarteri ë ctomie met greffe van de diepe arteria femoralis profunda;90481009;endarteri ë ctomie met greffe van de diepe arteria femoralis profunda
90499001;trombo - endarteri ë ctomie met greffe van arteria axillaris en arteria brachialis;90499001;tromboendarteri ë ctomie met greffe van arteria axillaris tot arteria brachialis
90521005;desarticulatie van de duim;90521005;duimamputatie
90660004;aanleggen verband voor brandwond;90660004;brandwondverband
90705003;extracorporele lithotripsie van de galweg ( ESWT );90705003;extracorporele lithotripsie van de galweg ( eswt )
90713002;fixatie van het sternum met draden;90713002;sternumbedrading
90750001;biopsie van de tonsil;90750001;biopsie amandel
90827004;mediaal compartiment arthroplastiek van de knie;90827004;implantatie , prothese -, knie , mediaal compartiment
90838004;verwijderen van gastrostomiesonde;90838004;gastrostomietube verwijdering
90899009;gesloten reductie en inwendige fixatie van een fractuur van een falanx van de hand;90899009;gesloten reductie van een falanx van de hand met inwendige fixatie
91176004;open trombectomie van vena femoralis en vena poplitea via abdominale en been incisie;91176004;directe trombectomie van vena poplitea via abdominale en been incisie
91333005;MRI thoracale wervelkolom met contrast;91333005;mri thoracolumbale wervelkolom met contrast
91457009;colpocleisis , type Le Fort;91457009;colpocleisis , type le fort
103729009;implantatie middenoorprothese;103729009;middenoorprothese plaatsing
105371005;SPECT;105371005;single photon - emissiecomputertomogram
105377009;echografie lever;105377009;echo lever
107938000;excisie van de dunne darm;107938000;dunne darmresectie
107940005;endoscopie van de dundarm;107940005;endoscopie dunne darm
108034003;cystectomie;108034003;urinaire cystectomie
108039008;excisie urethra;108039008;urethrectomie
108104006;obstetische endoscopie;108104006;amnioscopie
112729008;hechting van wonde van het heupkapsel;112729008;hechten van van het heupkapsel
112745005;open reductie en inwendige fixatie van een radiusfractuur;112745005;open reductie van fractuur met inwendige fixatie
112748007;excisie van een letsel van de fascia van de hand;112748007;excisie van fascia
112752007;arthroscopische fractuurbehandeling van de pols met interne fixatie;112752007;arthroscopie van de pols met interne fixatie
112792009;FESS met totale ethmoidectomie;112792009;fess met totale ethmoidectomie
112811009;atrioseptoplastie;112811009;atrium - septumdefectherstel
112816004;valvuloplastie van aortaklep;112816004;aortaklepherstel
112870002;flexibele sigmoiedoscopie voor verwijderen van een corpus alienum;112870002;flexibele sigmoiedoscopie voor verwijderen vreemd voorwerp
112960000;conjunctivoplastie met greffe met herstel van de fornix;112960000;reconstructie van conjunctiva douglasholte greffe
112964009;extractie van een cataract door middel van rotoextractie met aspiratie;112964009;extractie van cataract door middel van rotoextractie met aspiratie
112970003;destructie choroidaal letsel met xenon fotocoagulatie;112970003;destructie van choroidaal letsel met xenon fotocoagulatie
113109007;NMR onderste lidmaat;113109007;nmr onderste lidmaat
115956009;vrijmaken;115956009;decompressie
116014002;excisionele biopsie van het bot;116014002;excisiebiopsie
116025006;biopsie van de pleura;116025006;biopsie van pleura
116026007;totale resectie van het jejunum;116026007;totale jejunectomie
116226004;excisie met biopsie van letsel ter hoogte van de slokdarm;116226004;excisiebiopsie van de slokdarm
116228003;excisie met biopsie van letsel ter hoogte van de maag;116228003;biopsie van maagletsel
116230001;open biopsie van de slokdarm;116230001;slokdarmbiopsie
116231002;open biopsie van de milt;116231002;biopsie van de milt
116236007;excisie met biopsie van letsel ter hoogte van de dikke darm;116236007;biopsie van colonletsel
116237003;transanale excisiebiopsie van rectumletsel;116237003;excisionele biopsie van het rectum
116238008;transanale fragmentarische excisiebiopsie van rectumletsel;116238008;excisiebiopsie van het rectum fragmented , langs transanale weg
116239000;transanale in - toto excisiebiopsie van rectumletsel;116239000;excisiebiopsie van rectumletsel transanale in - toto
116241004;pancreatico - duodenectomie ( Whipple );116241004;pancreaticoduodenectomie
116334007;stereotactische holle naald biopsie ( CNB ) van borst;116334007;stereotactische holle naald biopsie ( cnb ) van borst
116372002;Allogene botgreffe;116372002;allogeen bottransplantaat
118155006;endoscopie van de gastro - intestinale tractus;118155006;endoscopie maagdarmstelsel
118292001;verwijderen;118292001;verwijdering
118470002;inwendige skeletale fixatie;118470002;inwendige fractuurfixatie
118630004;doorsnijden;118630004;osteotomie
118660009;duimreconstructie;118660009;reconstructie van de duim
118958009;biopsie van de testis;118958009;biopsie testis
119285001;biopsie van de uterus;119285001;biopsie van uterus
119286000;biopsie van de dunne darm;119286000;biopsie dunne darm
119288004;excisie van de papil van Vater;119288004;excisie van de ampulla van vater
119922005;endoscopie van de galweg;119922005;endoscopie galwegen
120038005;excisie van cervix;120038005;cervicectomie
120045005;reconstructie van cervix van baarmoeder;120045005;cervix reconstructie
120053002;excisie van eileider;120053002;salpingectomie
120076004;transplantatie van hersenweefsel;120076004;transplantatie , hersenweefsel -
120145007;incisie van de thoraxwand;120145007;thoracotomie
120151002;sluiten van de thoraxwand;120151002;borstkas herstel
120175002;excisie uit het retro - peritoneum;120175002;excisie van retroperitoneale ruimte
120226009;transpositie van weefsel van de vooram;120226009;transpositie van weefsel van de onderarm
122462000;draineren;122462000;drainage
122463005;embolisatie;122463005;therapeutische embolisatie
122465003;reconstructie;122465003;reconstructieve chirurgie
122478003;synoviale biopsie;122478003;synoviumbiopsie
122485004;vrijmaken van peesschede;122485004;losmaken van peesschede
122507007;synovectomie van de schouder;122507007;arthrotomie van glenohumeraalgewricht voor synovectomie
122548005;biopsie van de borst;122548005;biopsie van borst
122859005;reductie van een fractuur;122859005;reductie van fractuur
123679006;arteriele anastosmose;123679006;arteri ë le anastomosis
125863006;excisie van een cyste van de scapula;125863006;excisie van van scapula
127589002;gesloten reductie van luxatie en applicatie van een splint;127589002;gesloten reductie van luxatie en applicatie van een spalk
127601009;hammerteen operatie;127601009;aanpassing hamerteen
128393005;biopsie van het oor;128393005;biopsie oor
128394004;verwijderen van een corpus alienum uit het digestieve systeem;128394004;verwijderen vreemd voorwerp uit het digestieve systeem
128400002;anastomose op de maag;128400002;anastomose
128531006;eilandceltransplantatie;128531006;pancreaseilandjestransplantatie
129112001;aspiratie van trachea;129112001;aspiratie luchtpijp
129241004;gesloten reductie van fractuur van de processus spinosus;129241004;gesloten reductie van fractuur van processus spinosus
129243001;gesloten tricuspidaalklepplastie;129243001;valvotomie tricuspidaalklep
129252005;suprapubische cystostomie;129252005;cystostomie , suprapubische
133868006;resectie van de calcaneus;133868006;calcanectomie
133870002;herstel van ileo - rectale fistel;133870002;ileorectale fistelsluiting
134301002;transvaginale drainage van ovari ë le cyste;134301002;transvaginale drainage van eierstokcyste
164721007;zenuwgeleidingsonderzoek;164721007;zenuwgeleidingsonderzoeken
164742009;Schirmers test;164742009;schirmer - test
164780005;katheterisatie van de vena jugularis interna;164780005;halsaderkatheterisatie
165079009;inspanningstolerantie test;165079009;inspannings - ecg
169066007;CT schedel;169066007;ct schedel
169067003;CT aangezicht;169067003;ct aangezicht
169068008;CT hals;169068008;ct hals
169069000;CT thorax;169069000;computertomogram borstkas
169070004;CT abdomen;169070004;ct abdomen
169071000;CT bekken;169071000;ct bekken
171373006;excisie van peri - rectaal weefsel;171373006;excisie van perirectaal weefsel
171447002;verwijderen van een letsel van de frontaalkwab;171447002;excisie van van de frontaalkwab
171449004;excisie van een letsel in de pari ë taalkwab;171449004;excisie van de pari ë taalkwab
171450004;excisie van een letsel in de occipitaalkwab;171450004;excisie van de occipitaalkwab
171540003;endoscopische resectie van intraventriculair letsel;171540003;transurethrale resectie van intraventriculair letsel
171562003;primair microchirurgisch aanleggen van een greffe op de n . facialis ( VII );171562003;primair microchirurgisch aanleggen van een greffe op de n . facialis ( vii )
171573005;intracrani ë le transsectie n trochlearis ( nIV );171573005;intradurale transsectie van n trochlearis ( niv )
171575003;intracrani ë le transsectie n trigeminus ( nV );171575003;intradurale transsectie van n trigeminus ( nv )
171577006;intracrani ë le transsectie van de n . facialis ( VII );171577006;intradurale transsectie van n . facialis ( vii )
171578001;intracrani ë le transsectie van n acusticus;171578001;intradurale transsectie van n acusticus
171579009;intracrani ë le transsectie n glossofaryngeus ( IX );171579009;intracrani ë le transsectie n glossofaryngeus ( ix )
171580007;intracrani ë le transsectie van n vagus ( nX );171580007;intradurale transsectie van n vagus ( nx )
171582004;intracrani ë le transsectie van de n . hypoglossus ( XII );171582004;intradurale transsectie van n . hypoglossus ( xii )
171603003;intracrani ë le destructie n glossofaryngeus ( IX );171603003;intracrani ë le destructie n glossofaryngeus ( ix )
171611008;excisie van laesie van n trochlearis ( nIV );171611008;excisie van laesie van n trochlearis ( niv )
171613006;excisie van letsel van nervus abducens ( VI );171613006;excisie van letsel van nervus abducens ( vi )
171615004;excisie van letsel van nervus facialis ( VII );171615004;excisie van letsel van nervus facialis ( vii )
171616003;resectie laesie thv n acusticus;171616003;excisie laesie thv n acusticus
171617007;excisie van letsel van nervus glossopharyngeus ( IX ));171617007;excisie van letsel van nervus glossopharyngeus ( ix ))
171619005;excisie van letsel van nervus accessorius ( XI );171619005;excisie van letsel van nervus accessorius ( xi )
171620004;excisie van letsel van nervus hypoglossus ( XII );171620004;excisie van letsel van nervus hypoglossus ( xii )
171625009;herstel van n trochlearis ( nIV );171625009;herstel van n trochlearis ( niv )
171626005;herstel van n . abducens ( VI );171626005;herstel van n . abducens ( vi )
171632000;herstel van n . accessorius ( XI );171632000;herstel van n . accessorius ( xi )
171633005;herstel van de n . hypoglossus ( XII );171633005;herstel van de n . hypoglossus ( xii )
171639009;stereotactische intracrani ë le neurolyse van n trochlearis ( nIV );171639009;intracrani ë le stereotactische neurolyse van n trochlearis ( niv )
171640006;intracrani ë le stereotactische neurolyse van n . abducens ( VI );171640006;intracrani ë le stereotactische neurolyse van n . abducens ( vi )
171641005;intracrani ë le neurolyse van n trigeminus ( nV ) mbv stereotactie;171641005;intracrani ë le neurolyse van n trigeminus ( v )
171642003;intracrani ë le stereotactische neurolyse van de n . facialis ( VII );171642003;intracrani ë le stereotactische neurolyse van n . facialis ( vii )
171643008;stereotactische intracrani ë le neurolyse van n acusticus;171643008;intracrani ë le stereotactische neurolyse van n acusticus
171644002;intracrani ë le stereotactische neurolyse n glossofaryngeus ( IX );171644002;intracrani ë le stereotactische neurolyse n glossofaryngeus ( ix )
171645001;stereotactische intracrani ë le neurolyse van n vagus ( nX );171645001;intracrani ë le stereotactische neurolyse van n vagus ( nx )
171646000;intracrani ë le stereotactische neurolyse van n . accessorius ( XI );171646000;intracrani ë le stereotactische neurolyse van n . accessorius ( xi )
171647009;intracrani ë le stereotactische neurolyse van de n . hypoglossus ( XII );171647009;intracrani ë le stereotactische neurolyse n . hypoglossus ( xii )
171654003;decompressie van n trochlearis ( nIV );171654003;decompressie van n trochlearis ( niv )
171655002;decompressie van n . abducens ( VI );171655002;decompressie van n . abducens ( vi )
171659008;decompressie n glossopharyngeus ( IX );171659008;decompressie n glossopharyngeus ( ix )
171661004;decompressie van n . accessorius ( XI );171661004;decompressie van n . accessorius ( xi )
171662006;decompressie van de n . hypoglossus ( XII );171662006;decompressie van de n . hypoglossus ( xii )
171674005;exploratie n trochlearis ( nIV );171674005;exploratie n trochlearis ( niv )
171675006;exploratie van n . abducens ( VI );171675006;exploratie van n . abducens ( vi )
171676007;exploratie n trigeminus ( nV );171676007;trigeminuszenuwexploratie
171677003;exploratie van de n . facialis;171677003;nervus facialisexploratie
171679000;exploratie n glossofaryngeus ( IX );171679000;exploratie n glossofaryngeus ( ix )
171681003;exploratie van n . accessorius ( XI );171681003;exploratie van n . accessorius ( xi )
171682005;exploratie van de n . hypoglossus ( XII );171682005;exploratie van n . hypoglossus ( xii )
171702004;herstel van meningo - encefalocoele;171702004;herstel van encefalocoele
171703009;voorste schedelbasisplastie;171703009;duraherstel van de voorste
171704003;middelste schedelbasisplastie;171704003;middelste schedelbasisplastie schedel
171722000;evacuatie van een intracrani ë el subduraal abces;171722000;verwijdering van subduraal empyeem
171866006;neurostimulatie van een perifere zenuw;171866006;perifere zenuwneurostimulatie
171964005;excisie van de epifyse;171964005;excisie van epifyse
172132001;enucleatie oogbol;172132001;enucleatie van oogbol
172157006;reconstrucite orbita met vrije huidgreffe;172157006;reconstructie orbita met vrije huidgreffe
172158001;reconstructie orbita met huid rotatieflap;172158001;reconstructie orbita met vrije flap
172180003;VOSM na fractuur orbita;172180003;vosm na fractuur orbita
172198004;destructie van letsel van de canthus;172198004;destructie van lesie van canthus
172200005;herstel canthus met full - thickness huidgreffe;172200005;herstel canthus met full - thickness huidtransplantatie
172275004;excisie van letsel peri - rectaal;172275004;excisie van perirectaal weefsel
172278002;verwijderen vreemd voorwerp ter hoogte van het ooglid;172278002;vreemd lichaam verwijdering uit oogleden
172423006;verwijderen van corneale hechting;172423006;cornea hechtingen verwijdering
172436006;behandelen van de cornea met een chelerende substantie;172436006;behandelen van de cornea
172549004;repositie van een ooglens;172549004;iol repositioning
172581008;fluorescein angiografie van het oog;172581008;angiografie , fluorescentie -
172612003;volledige reconstructie van buitenoor met kraakbeengreffe , flap van temporalis fascia en huidgreffe;172612003;reconstructie van buitenoor met kraakbeengreffe , flap van temporalis fascia en huidgreffe
172631009;manueel verwijderen van oorsmeer uit uitwendige gehoorgang;172631009;manueel verwijderen van oorsmeer uit uitwendig gehoorgang
172659005;biopsie van het masto ï d;172659005;biopsie van het masto
172735006;neurectomie n . cochlearis;172735006;neurectomie van cochlea
172766000;Volledige reconstructie van de neus met botgreffe en huidflap;172766000;reconstructie van neus met botgreffe en huidflap
172779009;excisie van letsel van uitwendige neus;172779009;extern neusletselexcisie
172819009;packing van neusholte;172819009;neusholte tamponade
172821004;insertie van Brighton ballon voor controle van epistaxis;172821004;insertie van brighton epistaxis ballon
172825008;nasale poliepectomie;172825008;neuspoliepverwijdering
172928006;functionele endoscopische sinus chirurgie ( FESS ) met excisie tot os turbinatum mediale;172928006;functioneel endoscopische sinus chirurgie ( fess ) met excisie tot os turbinatum mediale
172929003;functioneel endoscopische sinus ingreep ( FESS ) - postoperatieve suction cleaning onder lokale anesthesie;172929003;functioneel endoscopische sinus ingreep ( fess ) - postoperatieve suction cleaning onder lokale anesthesie
172930008;functioneel endoscopische sinus ingreep ( FESS ) - postoperatief verwijderen van poliepen onder lokale anesthesie;172930008;functioneel endoscopische sinus ingreep ( fess ) - postoperatief verwijderen van poliepen onder lokale anesthesie
172931007;functioneel endoscopische sinus ingreep ( FESS ) - postoperatief doornemen van adhesies;172931007;functioneel endoscopische sinus ingreep ( fess ) - postoperatief doornemen van adhesies
172951006;reconstructie van de farynx met vrije lap;172951006;pharynxreconstructie met vrije flap
172967000;verwijderen vreemd lichaam uit de pharynx , endoscopisch;172967000;endoscopisch verwijderen van vreemd lichaam uit keel
172968005;endoscopische extirpatie van letsel ter hoogte van de hypofarynx ,;172968005;endoscopische extirpatie van letsel van hypofarynx
172985007;verwijderen van corpus alienum uit een fossa pyriformis;172985007;verwijderen vreemd voorwerp uit een fossa pyriformis
172997008;excisie van een letsel van de larynx via thyrotomie;172997008;excisie van van de larynx via thyrotomie
172998003;excisie van een letsel van de larynx via laterale pharyngotomie;172998003;excisie van van de larynx via laterale pharyngotomie
173005002;exisie van laryngeale stenose met plaatsen van een stent;173005002;exisie van laryngeale stenose met plaatsen van stent
173012006;open bioptie van een letsel van de larynx;173012006;open biopsie van de larynx
173035009;directe laryngoscopie met behulp van operatiemicroscoop;173035009;microlaryngoscopie
173083007;rigide bronchoscopie met tangresectie van letsel van trachea;173083007;tangresectie van letsel van trachea met rigide bronchoscoop
173084001;rigide bronchoscopie met ablatie van letsel van trachea;173084001;ablatie van letsel van trachea met rigide bronchoscoop
173095007;open biopsie van letsel van de carina;173095007;open biopsie van letsel van carina
173139000;fiberoptische bronchoscopie met laser ablatie van letsel trachea;173139000;endoscopische laser destructie van letsel trachea
173171007;lobectomie van long;173171007;longlobectomie
173172000;segmentectomie;173172000;segmentectomie van long
173198006;open resectie van letsel van mediastinum;173198006;excisie van letsel van mediastinum
173223002;ablatie van letsel ter hoogte van de lip;173223002;verwijderen van lip
173254003;reconstructie van de lip met Mc Gregor flap;173254003;reconstructie van de lip met mc gregor flap
173258000;reconstructie van de lip met Abbe - Estlander flap;173258000;reconstructie van de lip met abbe - estlander flap
173270001;biopsie van letsel ter hoogte van de lip;173270001;biopsie van de lip
173345004;biopsie van letsel ter hoogte van het tandvlees;173345004;biopsie van het tandvlees
173346003;gingivoplastie;173346003;gingivectomie
173393005;repaire gastrectomie met excisie omligghade weefsels;173393005;herstel met excisie omligghade weefsels
173517006;manueel verwijderen van een steen uit de ductus paroticus;173517006;verwijderen van lithiasis uit de ductus paroticus
173527000;verwijderen van lithiasis uit de ductus submandibularis , via manipulatie;173527000;verwijderen van lithiasis uit de ductus submandibularis
173572008;parti ë le oesofagectomie met interpositie jejunum;173572008;partiele oesofagectomie met interpositie jejunum
173573003;parti ë le oesofagectomie met oesofagojejunostomie;173573003;partiele oesofagectomie met oesofagojejunostomie
173576006;parti ë le oesofagectomie met interpositie colon;173576006;partiele oesofagectomie met interpositie colon
173590009;slokdarmbypass met microscopisch ingehecht colon;173590009;slokdarm bypass met interpositie van microchirurgisch ingehecht colon
173656007;endoscopisch verwijderen van slokdarmletsel met rigiede scoop;173656007;verwijderen van slokdarmletsel met rigiede scoop
173675002;slokdarm - PHmetrie;173675002;slokdarm - phmetrie
173740007;bypass gastrectomie met excisie omliggende weefsels;173740007;bypass gastrectomie met oesofago - duodenale
173747005;Roux - en - Y gastrojejunostomie;173747005;roux - en - y gastrojejunostomie
173758001;open herstel van intussusceptie van een gastro - enterostomie;173758001;open reductie van een intussusception van de gastroenterostomie
173803008;flexibele endoscopie met verwijderen van een letsel in de bovenste gastro - intestinale tractus;173803008;endoscopisch verwijderen van een letsel
173804002;flexibele endoscopie met snaarresectie van een letsel in de bovenste gastro - intestinale tractus;173804002;flexibele endoscopie met snaarresectie van een letsel
173805001;flexibele endoscopie met laser destructie van een letsel in de bovenste gastro - intestinale tractus;173805001;endoscopische laser destructie van een letsel
173806000;flexibele endoscopie met cauterisatie van een letsel in de bovenste gastro - intestinale tractus;173806000;endoscopisch cauterisatie van een letsel
173807009;flexibele endoscopie met sclerotherapie van een letsel in de bovenste gastro - intestinale tractus;173807009;flexibele endoscopie met sclerotherapie van een letsel
173812005;flexibele endoscopie met plaatsen van een stent in de bovenste gastro - intestinale tractus;173812005;endoscopisch plaatsen van een stent in de bovenste gastro - intestinale tractus
173813000;flexibele endoscopie met verwijderen van een corpus alienum uit de bovenste gastro - intestinale tractus;173813000;endoscopisch verwijderen van corpus alienum uit de bovenste gastro - intestinale tractus
173830003;irrigatie van de maag;173830003;maagspoeling
173841001;maagulcus chirurgie;173841001;maagzweeroperatie
173860008;anastostomose duodenum met colon;173860008;anastomose
173908003;herschikken van jejunostomie;173908003;jejunostomie hervormen
173913004;jejuno - ileostomie met bypass van ileum;173913004;jejuno - colostomie voor jejunum bypass naar het ileum
173924002;open canulatie van het jejunum;173924002;open canulatie van jejunum
173941000;jejunum transpositie;173941000;transpositie van jejunum
173947001;ile ë ctomie met ileogastrische anastomose;173947001;ile ? ctomie met ileogastrische anastomose
173948006;ile ë ctomie met ileo - duodenale anastomose;173948006;ile ? ctomie met ileo - duodenale anastomose
173959002;jejuno - ileostomie met bypass van jejunum;173959002;ileumbypass met jejuno - ileale anastomose
173967005;ileo - caecale anastomose;173967005;ileocaecale anastomose
173977007;aanleggen van een ileostomie;173977007;ileostomie
173985003;revisie van de ileostomoie;173985003;revisie van ileostomie
173986002;herstel van een prolaps van de ileostomie;173986002;herstel van prolaps van ileostomie
173987006;reduceren van prolaps van een ileostomie;173987006;reduceren van prolaps van ileostomie
174072006;extended rechter hemi - colectomie met end - to - end anastomose;174072006;uitgebreide rechter hemicolectomie met end - to - end anastomose
174073001;extended rechter hemi - colectomie met ileo - colische anastomose;174073001;uitgebreide rechter hemicolectomie met ileocolische anastomose
174087001;colon transversum resectie met ileo - colische anastomose;174087001;colon transversum resectie met anastomose
174101001;sigmoiedectomie met colorectale anastomose;174101001;sigmoiedresectie met anastomose
174123002;bypass met ileocolische anastomose;174123002;colon bypass met ileocolische anastomose
174124008;caeco - sigmoiedostomie bypass;174124008;bypass met caeco - sigmoiedostomie
174162006;opene biopsie van colon letsel;174162006;open biopsie van het colon
174165008;opene verwijderen van corpus alienum uit colon;174165008;verwijderen van corpus alienum uit colon
174173004;endoscopische laser destructie van colon letsel;174173004;endoscopische laser destructie van van colon
174181003;endoscopisch verwijderen van corpus alienum uit het colon;174181003;endoscopisch verwijderen van corpus alienum uit colon
174191009;coloscopisch cauterisatie van colonletsel;174191009;endoscopische cauterisatie van colonletsel
174199006;sigmoiedoscopisch plaatsen van colonprothese;174199006;endoscopisch plaatsen van stent in colon
174207007;verwijderen met een lus van letsel uit het sigmoied met de rigiede endoscoop;174207007;tangresectie van letsel uit het sigmoied met de rigiede endoscoop
174208002;verwijderen met cauterisatie van letsel uit het sigmoied met de rigiede endoscoop;174208002;endoscopische cauterisatie van letsel uit het sigmoied met de rigiede endoscoop
174209005;verwijderen met laser van letsel uit het sigmoied met de rigiede endoscoop;174209005;ablatie van letsel uit het sigmoied met de rigiede endoscoop
174216006;endoscopisch verwijderen van een corpus alienum uit het sigmoied met de rigiede scoop;174216006;endoscopisch verwijderen van vreemd voorwerp uit het sigmoied met de rigiede scoop
174217002;endoscopisch plaatsen van een buisprothese in het sigmoied met de rigiede scoop;174217002;endoscopisch plaatsen van stent in het sigmoied met de rigiede scoop
174228003;irrigatie van het colon;174228003;colonspoeling
174296005;manueel verwijderen van corpus alienum uit het rectum;174296005;manuele verwijdering van vreemd lichaam uit rectum
174310002;sluiten van een proctostomie;174310002;sluiten van rectaal stoma ?
174328000;excisie van de anale sfincter;174328000;anale sfincterectomie
174332006;excisie van een anale skintag;174332006;anale skin tag excisie
174334007;excisie van een anale poliep;174334007;anale poliepectomie
174337000;destructie van letsel van de anus;174337000;ablatie van anaal letsel
174358006;infrarood coagulatie van haemorroiden;174358006;hemorro ï den infrarood coagulatieverrichting
174365003;manuele anale dilatatie voor hemorroiden;174365003;manuele anale dilatatie voor hemorro ï den
174384000;biopsie van letsel ter hoogte van de anus;174384000;biopsie anus
174393004;drainage van een peri - rectaal abces;174393004;drainage van abces
174416009;sluiten van een darmfistel;174416009;darmfistelherstel
174425003;orthotopische levertransplantatie;174425003;orthotope levertransplantatie
174450000;direct plaatsen van een lever perfusie canule;174450000;plaatsen van een lever perfusie canule
174457002;laparoscopisch verwijderen van steen uit de lever;174457002;endoscopische laparoscopisch verwijderen van steen uit de lever
174468002;percutane transluminele injectie van een therapeutische substantie in de lever;174468002;percutane injectie van therapeutische substantie in de lever
174507008;sluiten van een galblaasfistel;174507008;galblaasfistelherstel
174557000;revisie van de sutuur op de ductus hepaticus;174557000;revisie van anastomose tussen ductus hepaticus
174561006;anastomose van galweg op het duodenum;174561006;choledochoduodenostomie
174569008;chirurgisch plaatsen van stent in ductus hepaticus en choledocus;174569008;plaatsen stent in beide takken van ductus hepaticus en
174570009;chirurgisch plaatsen van stent in éé n tak van de ductus hepaticus en in de choledocus;174570009;chirurgisch plaatsen van stent in ?? n tak van de ductus hepaticus en
174603004;transduodenale biopsie van letsel in de ampulla van Vater;174603004;transduodenale biopsie van de ampulla van vater
174615000;ERCP met papillotomie en plaatsen van galwegstent;174615000;ercp met papillotomie en plaatsen van galwegstent
174622008;plaatsen stent in galweg via ERCP;174622008;endoscopisch plaatsen stent in galweg
174623003;plaatsen stent in beide takken van ductus hepaticus via ERCP;174623003;plaatsen van stent in beide ducti hepatices
174630009;galwegsteen extractie met ERCP;174630009;endoscopisch verwijderen van galwegsteen
174636003;endoscopisch retrograad verwijdern van steen in de ductus pancreaticus;174636003;endoscopisch retrograad verwijdern van steen uit de wirsung
174643009;ERCP met biopsie papil van Vater letsel;174643009;ercp met biopsie papil van vater letsel
174648000;ERCP met biopsie van galwegletsel;174648000;ercp met biopsie
174652000;ERCP met biopsie van een pancreasletsel;174652000;ercp met biopsie van het pancreas
174663002;percutaan plaatsen van een stent in beide ducti hepatices;174663002;percutane insertie van stent in beide ducti hepatices
174726003;revisie van de Wirsung anastomose;174726003;revisie van anastomose van ductus pancreaticus
174790003;biopsie van letsel van milt;174790003;biopsie milt
174815002;correctie tetralogie van fallot via conduit met klep in rechter ventriculaire outflow;174815002;herstel van tetralogie van fallot via conduit met klep in rechter ventriculaire outflow
174822005;atriale inversie met atriumwand;174822005;senningprocedure
174826008;arteri ë le switch;174826008;atrial switch - procedure
174882008;creatie van conduit met klep tussen rechter atrium en arteria pulmonalis;174882008;aanleggen van conduit met klep tussen rechter atrium naar arteria pulmonalis
174883003;creatie van conduit met klep tussen rechter ventrikel en arteria pulmonalis;174883003;aanleggen van conduit met klep tussen rechter ventrikel en arteria pulmonalis
174900004;herstel van parti ë le abnormale veneuze connectie;174900004;herstel van partieel abnormale pulmonair veneuze retour
174939008;herstel van een Ebstein anomalie van de valva tricuspidalis;174939008;herstel van anomalie van ebstein
