SNOMED conceptID;SNOMED term;Google translate vertaalde term;Matecat vertaling;thot vertaalde term medisch woordenboek + SNOMED be
104815006;Methylmalonate measurement;methylmalonaat meting;methylmalonaat meting;methylmalonate -
104816007;Methylmalonyl-CoA mutase measurement;Methylmalonyl - CoA mutase meting;Methylmalonyl - CoA mutase meting;methylmalonyl - mutase -
104817003;Methyltestosterone measurement;Methyltestosterone meting;Methyltestosterone meting;methyltestosterone -
104818008;Mianserin measurement;mianserine meting;mianserine meting;mianserin -
104821005;Mucoprotein measurement;mucoprotein meting;mucoprotein meting;mucoprote ï ne ne
104828004;Neurophysin measurement;Neurophysin meting;Neurophysin meting;neurophysin -
104829007;Neurotensin measurement;neurotensine meting;neurotensine meting;neurotensin -
104830002;Niacin measurement;niacine meting;niacine meting;niacinedefici -
104835007;Normetanephrine measurement;normetanefrine meting;normetanefrine meting;normetanephrine -
104840004;Ornithine carbamoyltransferase measurement;Ornithinecarbamoyltransferase meting;Ornithinecarbamoyltransferase meting;ornithinecarbamoyltransferase -
104843002;Orotidine-5'-phosphate decarboxylase measurement;Orotidine - 5 '- fosfaat decarboxylase meting;Orotidine - 5 '- fosfaat decarboxylase meting;orotidine - '- defici decarboxylase -
104845009;Osteonectin measurement;osteonectine meting;osteonectine meting;osteonectin -
104858005;Pepsinogen measurement;pepsinogeen meting;pepsinogeen meting;pepsinogen -
104859002;Pepsins measurement;pepsine meting;pepsine meting;pepsins -
104861006;Phenolsulfonphthalein measurement;Phenolsulfonphthalein meting;Phenolsulfonphthalein meting;fenolsulfonftale ï netest
104863009;Phenylketones measurement;Fenylketonen meting;Fenylketonen meting;phenylketones -
104871008;Phosphoenolpyruvate carboxykinase measurement;Fosfoenolpyruvaatcarboxykinase meting;Fosfoenolpyruvaatcarboxykinase meting;fosfo -
104873006;Phosphofructokinase measurement;fosfofructokinase meting;fosfofructokinase meting;phosphofructokinase -
104877007;Phosphoglyceromutase measurement;Phosphoglyceromutase meting;Phosphoglyceromutase meting;phosphoglyceromutase -
104878002;Phosphohexoisomerase measurement;Phosphohexoisomerase meting;Phosphohexoisomerase meting;phosphohexoisomerase -
104879005;Phosphoserine measurement;fosfoserine meting;fosfoserine meting;phosphoserine -
104881007;Porphobilin measurement;Porphobilin meting;Porphobilin meting;porphobilin -
104882000;Porphobilinogen measurement;porfobilinogeen meting;porfobilinogeen meting;porphobilinogen -
104884004;Porphyrin measurement;porfyrine meting;porfyrine meting;porphyrin -
104911001;Purine-nucleoside phosphorylase measurement;Purine nucleoside fosforylase meting;Purine nucleoside fosforylase meting;purinenucleoside - fosforylase -
104921009;Retinaldehyde measurement;retinaldehyde meting;retinaldehyde meting;retinaldehyde -
104922002;Retinoate measurement;retinoaat meting;retinoaat meting;retinoate -
104924001;Ribonuclease measurement;ribonuclease meting;ribonuclease meting;ribonuclease -
104926004;Ribulose measurement;ribulose meting;ribulose meting;ribulose -
104927008;Saccharase measurement;saccharase meting;saccharase meting;saccharase -
104928003;Saccharides measurement;sacchariden meting;sacchariden meting;saccharides -
104929006;Sarcosine measurement;sarcosine meting;sarcosine meting;sarcosine -
104932009;Sialate measurement;Sialate meting;Sialate meting;sialate -
104933004;Sialidase measurement;sialidase meting;sialidase meting;sialidase -
104936007;Somatomedin measurement;Somatomedin meting;Somatomedin meting;somatomedin -
104938008;Somatostatin measurement;somatostatine meting;somatostatine meting;somatostatin -
104946009;Succinylacetone measurement;succinylaceton meting;succinylaceton meting;succinylacetone -
104951003;Sulfite oxidase measurement;Sulfiet oxidase meting;Sulfiet oxidase meting;defici -
104960006;Tetrahydrodeoxycortisol measurement;Tetrahydrodeoxycortisol meting;Tetrahydrodeoxycortisol meting;tetrahydrodeoxycortisol -
104984003;Transcortin measurement;transcortine meting;transcortine meting;transcortin -
104985002;Transketolase measurement;transketolase meting;transketolase meting;transketolase -
104987005;Trehalase measurement;trehalase meting;trehalase meting;trehalase -
104988000;Triacylglycerol lipase measurement;Triacylglycerol lipase meting;Triacylglycerol lipase meting;triacylglycerol lipase
104998006;Triokinase measurement;Triokinase meting;Triokinase meting;triokinase -
104999003;Triosephosphate measurement;triosefosfaat meting;triosefosfaat meting;triosephosphate -
105005008;Trypsinogen measurement;trypsinogeen meting;trypsinogeen meting;trypsinogen -
105008005;Tyramine measurement;tyramine meting;tyramine meting;tyramine -
105018000;Urobilin measurement;urobilin meting;urobilin meting;urobilin -
105022005;Uronates measurement;Uronates meting;Uronates meting;uronates -
105025007;Valine measurement;valine meting;valine meting;valine -
105026008;Verdohemoglobin measurement;Verdohemoglobin meting;Verdohemoglobin meting;verdohemoglobin -
105031005;Vitronectin measurement;vitronectine meting;vitronectine meting;vitronectin -
105033008;Xanthurenate measurement;Xanthurenate meting;Xanthurenate meting;xanthurenate -
105035001;Xylulose measurement;xylulose meting;xylulose meting;xylulose -
105049005;Acetohexamide measurement;acetohexamide meting;acetohexamide meting;acetohexamide -
105053007;Alfentanil measurement;alfentanil meting;alfentanil meting;alfentanil -
105055000;Alprazolam measurement;Alprazolam meting;Alprazolam meting;alprazolam -
105058003;Amdinocillin measurement;Amdinocillin meting;Amdinocillin meting;amdinocillin -
105059006;Amiloride measurement;amiloride meting;amiloride meting;amiloride -
105066007;Amobarbital measurement;amobarbital meting;amobarbital meting;amobarbital -
105068008;Amphepramone measurement;Amphepramone meting;Amphepramone meting;amphepramone -
105074008;Atenolol measurement;atenolol meting;atenolol meting;atenolol -
105077001;Aztreonam measurement;aztreonam meting;aztreonam meting;aztreonam -
105080000;Bendroflumethiazide measurement;bendroflumethiazide meting;bendroflumethiazide meting;bendroflumethiazide -
105082008;Benzfetamine measurement;Benzfetamine meting;Benzfetamine meting;benzfetamine -
105088007;Bromazepam measurement;Bromazepam meting;Bromazepam meting;bromazepam -
105092000;Bumetanide measurement;bumetanide meting;bumetanide meting;bumetanide -
105094004;Buprenorphine measurement;buprenorfine meting;buprenorfine meting;buprenorphine -
105100001;Carisoprodol measurement;Carisoprodol meting;Carisoprodol meting;carisoprodol -
105110005;Cefsulodin measurement;cefsulodin meting;cefsulodin meting;cefsulodin -
105111009;Ceftazidime measurement;ceftazidim meting;ceftazidim meting;ceftazidime -
105114001;Cefuroxime measurement;Cefuroxime meting;Cefuroxime meting;cefuroxime -
105115000;Cephalexin measurement;Cephalexin meting;Cephalexin meting;cephalexin -
105116004;Cephalothin measurement;cefalotine meting;cefalotine meting;cephalothin -
105122008;Chlorpheniramine measurement;chlorpheniramine meting;chlorpheniramine meting;chlorpheniramine -
105124009;Chlorpropamide measurement;chloorpropamide meting;chloorpropamide meting;chlorpropamide -
105126006;Chlorthalidone measurement;chloortalidon meting;chloortalidon meting;chlorthalidone -
105129004;Cisplatin measurement;cisplatine meting;cisplatine meting;cisplatin -
105131008;Clobazam measurement;clobazam meting;clobazam meting;clobazam -
105133006;Clofibrate measurement;clofibraat meting;clofibraat meting;clofibrate -
105134000;Clomipramine measurement;clomipramine meting;clomipramine meting;clomipramine -
105135004;Clonidine measurement;clonidine meting;clonidine meting;clonidine -
105136003;Clopenthixol measurement;Clopenthixol meting;Clopenthixol meting;clopenthixol -
105140007;Clozapine measurement;clozapine meting;clozapine meting;clozapine -
105142004;Codeine measurement;Codeine meting;Codeine meting;code ï ne ne
105143009;Compazine measurement;Compazine meting;Compazine meting;compazine -
105145002;Crotethamide measurement;Crotethamide meting;Crotethamide meting;crotethamide -
105146001;Cyclacillin measurement;cyclacilline meting;cyclacilline meting;cyclacillin -
105149008;Cycloserine measurement;cycloserine meting;cycloserine meting;cycloserine -
105150008;Dantron measurement;Dantron meting;Dantron meting;dantron -
105155003;Dextromethorphan measurement;dextromethorfan meting;dextromethorfan meting;dextromethorphan -
105157006;Dextropropoxyphene measurement;dextropropoxyfeen meting;dextropropoxyfeen meting;dextropropoxyphene -
105158001;Diamorphine measurement;diamorphine meting;diamorphine meting;diamorphine -
105161000;Dichlorphenamide measurement;dichloorfenamide meting;dichloorfenamide meting;dichlorphenamide -
105162007;Dicumarol measurement;dicumarol meting;dicumarol meting;dicumarol -
105164008;Dimetamphetamine measurement;Dimetamphetamine meting;Dimetamphetamine meting;dimetamphetamine -
105166005;Diphenhydramine measurement;difenhydramine meting;difenhydramine meting;diphenhydramine -
105168006;Disulfiram measurement;disulfiram meting;disulfiram meting;disulfiram -
105170002;Dyphylline measurement;Dyphylline meting;Dyphylline meting;dyphylline -
105172005;Enoxacin measurement;enoxacine meting;enoxacine meting;enoxacin -
105177004;Ethamivan measurement;Ethamivan meting;Ethamivan meting;ethamivan -
105184007;Ethylnicotinamide measurement;Ethylnicotinamide meting;Ethylnicotinamide meting;ethylnicotinamide -
105188005;Fenethylline measurement;Fenethylline meting;Fenethylline meting;fenethylline -
105189002;Fenfluramine measurement;fenfluramine meting;fenfluramine meting;fenfluramine -
105192003;Fentanyl measurement;fentanyl meting;fentanyl meting;fentanyl -
105193008;Flunitrazepam measurement;flunitrazepam meting;flunitrazepam meting;flunitrazepam -
105196000;Flupenthixol measurement;flupenthixol meting;flupenthixol meting;flupenthixol -
105199007;Furosemide measurement;furosemide meting;furosemide meting;furosemide -
105200005;Glipizide measurement;glipizide meting;glipizide meting;glipizide -
105201009;Glyburide measurement;glyburide meting;glyburide meting;glyburide -
105205000;Hydrochlorothiazide measurement;hydrochloorthiazide meting;hydrochloorthiazide meting;hydrochlorothiazide -
105215006;Indomethacin measurement;indomethacine meting;indomethacine meting;indomethacin -
105218008;Isotretinoin measurement;isotretino ï ne meting;isotretino ï ne meting;isotretinoin -
105222003;Lamotrigine measurement;lamotrigine meting;lamotrigine meting;lamotrigine -
105224002;Levomeprazine measurement;Levomeprazine meting;Levomeprazine meting;levomeprazine -
105226000;Lorazepam measurement;lorazepam meting;lorazepam meting;lorazepam -
105227009;Lormetazepam measurement;lormetazepam meting;lormetazepam meting;lormetazepam -
105230002;Medazepam measurement;medazepam meting;medazepam meting;medazepam -
105232005;Mersalyl measurement;mersalyl meting;mersalyl meting;mersalyl -
105233000;Mesoridazine measurement;mesoridazine meting;mesoridazine meting;mesoridazine -
105235007;Metandienone measurement;methandienone meting;metandienone meting;metandienone -
105238009;Methenolone measurement;methenolone meting;methenolone meting;methenolone -
105240004;Methocarbamol measurement;Methocarbamol meting;Methocarbamol meting;methocarbamol -
105242007;Methyldopa measurement;methyldopa meting;methyldopa meting;methyldopa -
105244008;Methylphenidate measurement;methylfenidaat meting;methylfenidaat meting;methylphenidate -
105250003;Moxalactam measurement;moxalactam meting;moxalactam meting;moxalactam -
105253001;Nadolol measurement;nadolol meting;nadolol meting;nadolol -
105260007;Nikethamide measurement;Nikethamide meting;Nikethamide meting;nikethamide -
105261006;Nitrazepam measurement;Nitrazepam meting;Nitrazepam meting;nitrazepam -
105262004;Nitrofurantoin measurement;Nitrofurantoin meting;Nitrofurantoin meting;nitrofurantoin -
105267005;Norfloxacin measurement;Norfloxacin meting;Norfloxacin meting;norfloxacin -
105272001;Ofloxacin measurement;Ofloxacin meting;Ofloxacin meting;ofloxacin -
105273006;Orphenadrine measurement;orfenadrine meting;orfenadrine meting;orphenadrine -
105275004;Oxandrolone measurement;Oxandrolone meting;Oxandrolone meting;oxandrolone -
105277007;Oxprenolol measurement;oxprenolol meting;oxprenolol meting;oxprenolol -
105280008;Oxymetholone measurement;oxymetholone meting;oxymetholone meting;oxymetholone -
105281007;Oxyphenbutazone measurement;oxyfenbutazon meting;oxyfenbutazon meting;oxyphenbutazone -
105285003;Pemoline measurement;pemoline meting;pemoline meting;pemoline -
105287006;Pentetrazol measurement;Pentetrazol meting;Pentetrazol meting;pentetrazol -
105288001;Perphenazine measurement;perfenazine meting;perfenazine meting;perphenazine -
105293003;Phenmetrazine measurement;fenmetrazine meting;fenmetrazine meting;phenmetrazine -
105298007;Phenytoin, free measurement;Fenyto ï ne , gratis meting;Fenyto ï ne , gratis meting;phenytoin vrij
105300007;Pindolol measurement;pindolol meting;pindolol meting;pindolol -
105304003;Practolol measurement;practolol meting;practolol meting;practolol -
105305002;Prazepam measurement;Prazepam meting;Prazepam meting;prazepam -
105306001;Probenecid measurement;probenecide meting;probenecide meting;probenecid -
105307005;Procainamide and N-acetylprocainamide measurement;Proca ï namide en N - acetylprocainamide meting;Proca ï namide en N - acetylprocainamide meting;proca ï namide en acecainide -
105308000;Prolintane measurement;prolintaan meting;prolintaan meting;prolintane -
105318005;Rifampin measurement;rifampin meting;rifampin meting;rifampin -
105325003;Spironolactone measurement;spironolacton meting;spironolacton meting;spironolactone -
105326002;Stanozolol measurement;stanozolol meting;stanozolol meting;stanozolol -
105331000;Tacrolimus measurement;tacrolimus meting;tacrolimus meting;tacrolimus -
105332007;Teicoplanin measurement;Teicoplanin meting;Teicoplanin meting;teicoplanin -
105335009;Tetrahydrocortisone measurement;Tetrahydrocortisone meting;Tetrahydrocortisone meting;tetrahydrocortisone -
105338006;Thiopental measurement;thiopental meting;thiopental meting;thiopental -
105339003;Thiothixene measurement;thiothixeen meting;thiothixeen meting;thiothixene -
105341002;Timolol measurement;timolol meting;timolol meting;timolol -
105342009;Tolazamide measurement;tolazamide meting;tolazamide meting;tolazamide -
105346007;Triamterene measurement;Triamterene meting;Triamterene meting;triamterene -
105347003;Triazolam measurement;triazolam meting;triazolam meting;triazolam -
105350000;Trimethoprim measurement;trimethoprim meting;trimethoprim meting;trimethoprim -
105359004;Zolpidem measurement;zolpidem meting;zolpidem meting;zolpidem -
105380005;Cryoanalgesia;Cryoanalgesia;Cryoanalgesia;cryoanalgesia
105382002;Cooling the patient;Afkoelen van de pati ë nt;Afkoelen van de pati ë nt;cryo pati ë nt
107724000;Patient transfer;pati ë nt overdracht;pati ë nt overdracht;pati ë ntentransport
107726003;Patient disposition;pati ë nt dispositie;pati ë nt dispositie;pati disposition
112694000;Saucerization;Saucerization;Saucerization;saucerization
112840007;Dermodesis;Dermodesis;Dermodesis;dermodesis
112947006;Splanchnicectomy;Splanchnicectomy;splanchnicectomie;splanchnicectomy
113017002;Hemoglobin-oxygen affinity measurement;Hemoglobine - zuurstof - affiniteit meting;Hemoglobine - zuurstof - affiniteit meting;hemoglobine zuurstofinhalatie affinity -
113025000;Somnocinematography;Somnocinematography;Somnocinematography;somnocinematography
113062003;Anticytokine antibody assay;Anticytokine antilichaam assay;Anticytokine antilichaam assay;anticytokine antistof
113086001;Flecainide measurement;flecainide meting;flecainide meting;flecainide -
113089008;Tocainide measurement;toca ï nide meting;toca ï nide meting;toca ï nide -
113103008;Radiography of urinary system;Radiografie van de urinewegen;Radiografie van de urinewegen;urinewegenr ö ntgenfoto
113148007;Fluid intake encouragement;Vochtinname aanmoediging;Vochtinname aanmoediging;vochtinname encouragement
116784002;Pathologist report;patholoog rapport;patholoog rapport;pathologist report
116836000;Prekallikrein screen;prekallikre ï ne scherm;prekallikre ï ne scherm;prekallikre ï ne
117232001;Fontana-Masson silver stain method;Fontana - Masson zilveren vlek methode;Fontana - Masson zilveren vlek methode;fontana - masson zilverkleuring
117333009;Grimelius silver stain method;Grimelius zilveren vlek methode;Grimelius zilveren vlek methode;grimelius zilverkleuring
117613003;Cryoprotein identification;Cryoprotein identificatie;Cryoprotein identificatie;cryoprote ï ne identification
117639000;Antidiuretic identification;antidiuretisch identificatie;antidiuretisch identificatie;antidiureticum identification
117640003;Endophyte identification;endophyte identificatie;endophyte identificatie;endophyte identification
117644007;Narcotic identification;verdovende identificatie;verdovende identificatie;opiaatactiviteit identification
117647000;Methylenedianiline measurement;methyleendianiline meting;methyleendianiline meting;methylenedianiline -
117648005;Methylergonovine measurement;methylergonovine meting;methylergonovine meting;methylergonovine -
117649002;Methylfentanyl measurement;methylfentanyl meting;methylfentanyl meting;methylfentanyl -
117651003;Monoacetyldapsone measurement;Monoacetyldapsone meting;Monoacetyldapsone meting;monoacetyldapsone -
117655007;Nomifensine measurement;nomifensine meting;nomifensine meting;nomifensine -
117657004;Norfenfluramine measurement;Norfenfluramine meting;Norfenfluramine meting;norfenfluramine -
117658009;Norfentanyl measurement;norfentanyl meting;norfentanyl meting;norfentanyl -
117659001;Norflunitrazepam measurement;Norflunitrazepam meting;Norflunitrazepam meting;norflunitrazepam -
117660006;Norketamine measurement;norketamine meting;norketamine meting;norketamine -
117661005;Normephenytoin measurement;Normephenytoin meting;Normephenytoin meting;normephenytoin -
117664002;OKT3 measurement;OKT3 meting;OKT3 meting;okt3 -
117665001;Oxipurinol measurement;oxipurinol meting;oxipurinol meting;oxipurinol -
117666000;Oxyphenisatin measurement;Oxyphenisatin meting;Oxyphenisatin meting;oxyphenisatin -
117667009;Oxytriphylline measurement;Oxytriphylline meting;Oxytriphylline meting;oxytriphylline -
117669007;Benzylhydrazine measurement;benzyl - meting;benzyl - meting;benzylhydrazine -
117670008;Dechlorane measurement;Dechlorane meting;Dechlorane meting;dechlorane -
117671007;Desalkylhalazepam measurement;Desalkylhalazepam meting;Desalkylhalazepam meting;desalkylhalazepam -
117672000;Desmethylmethsuximide measurement;Desmethylmethsuximide meting;Desmethylmethsuximide meting;desmethylmethsuximide -
117673005;Dichlorophenoxyacetate measurement;Dichlorophenoxyacetate meting;Dichlorophenoxyacetate meting;dichlorophenoxyacetate -
117674004;Diethylcarbamazepine measurement;Diethylcarbamazepine meting;Diethylcarbamazepine meting;diethylcarbamazepine -
117675003;Ethion measurement;ethion meting;ethion meting;ethion -
117676002;Ethylamphetamine measurement;Ethylamphetamine meting;Ethylamphetamine meting;ethylamphetamine -
117677006;Gallotannin measurement;gallotannine meting;gallotannine meting;gallotannin -
117678001;Hydroxyitraconazole measurement;Hydroxyitraconazol meting;Hydroxyitraconazol meting;hydroxyitraconazole -
117679009;Lorcainide measurement;Lorcainide meting;Lorcainide meting;lorcainide -
117680007;Metasystox measurement;Metasystox meting;Metasystox meting;metasystox -
117681006;Phosphide measurement;fosfide meting;fosfide meting;phosphide -
117682004;Picloram measurement;picloram meting;picloram meting;picloram -
117683009;Sasapyrine measurement;Sasapyrine meting;Sasapyrine meting;sasapyrine -
117684003;Sulindac sulfide metabolite measurement;Sulindacsulfide metaboliet meting;Sulindacsulfide metaboliet meting;sulindac sulfide metabolite -
117685002;Tetrachlorodiphenylethane measurement;Tetrachlorodiphenylethane meting;Tetrachlorodiphenylethane meting;tetrachlorodiphenylethane -
117686001;Trichlorophenoxyacetate measurement;Trichlorophenoxyacetate meting;Trichlorophenoxyacetate meting;trichlorophenoxyacetate -
117687005;Trichlorothiazide measurement;Trichlorothiazide meting;Trichlorothiazide meting;trichlorothiazide -
117694008;Leptin measurement;leptine meting;leptine meting;leptin -
117696005;Metadichlorobenzene measurement;Metadichlorobenzene meting;Metadichlorobenzene meting;metadichlorobenzene -
117697001;Octadecanoate measurement;octadecanoaat meting;octadecanoaat meting;octadecanoate -
117698006;Octenedate measurement;Octenedate meting;Octenedate meting;octenedate -
117703000;Succinylpurine measurement;Succinylpurine meting;Succinylpurine meting;succinylpurine -
117724005;Ribosomal antibody assay;Ribosomal antilichaambepaling;Ribosomal antilichaambepaling;ribosomal antistof
117765005;Bacteria identification;bacteri ë n identificatie;bacteri ë n identificatie;bacteri identification
117776009;Clue cell identification;Clue cel identificatie;Clue cel identificatie;clue - identification
117777000;Coccidia identification;coccidia identificatie;coccidia identificatie;coccidia identification
117862001;Protheca identification;protheca identificatie;protheca identificatie;protheca identification
117878004;Staphylolysin antibody assay;Staphylolysin antilichaam assay;Staphylolysin antilichaam assay;staphylolysin antistof
117884001;Teichoate antibody assay;Teichoate antilichaam assay;Teichoate antilichaam assay;teichoate antistof
117885000;Verotoxin identification;verotoxine identificatie;verotoxine identificatie;verocytotoxine identification
117900006;Cytokeratin antibody assay;Cytokeratine antilichaam assay;Cytokeratine antilichaam assay;cytokeratin antistof
117911003;Myelin associated glycoprotein antibody assay;Myeline geassocieerd glycoprote ï ne antilichaambepaling;Myeline geassocieerd glycoprote ï ne antilichaambepaling;myeline geassocieerd glycoprote ï ne antistof
117924003;Parathyrin antibody assay;Parathyrin antilichaam assay;Parathyrin antibody assay;insuffici antistof
117925002;Phosphatidate antibody assay;Fosfatidaat antilichaambepaling;Fosfatidaat antilichaambepaling;phosphatidate antistof
117927005;Phosphatidylethanolamine antibody assay;Fosfatidylethanolamine antilichaambepaling;Fosfatidylethanolamine antilichaambepaling;phosphatidylethanolamine antistof
117928000;Phosphatidylglycerol antibody assay;Fosfatidylglycerol antilichaam assay;Fosfatidylglycerol antilichaam assay;phosphatidylglycerol antistof
117929008;Phosphatidylinositol antibody assay;Fosfatidylinositol antilichaambepaling;Fosfatidylinositol antilichaambepaling;phosphatidylinositol antistof
117930003;Phosphatidylserine antibody assay;Phosphatidylserine antilichaam assay;Phosphatidylserine antilichaam assay;phosphatidylserine antistof
117972002;Avian reticuloendotheliosis virus antibody assay;Avian reticuloendotheliosis virus antilichaam assay;Avian reticuloendotheliosis virus antilichaam assay;reticulo - endotheliosisvirus antistof
117998008;Somatotropin antibody assay;Somatotropin antilichaam assay;Somatotropin antilichaam assay;groeihormoondefici antistof
118009007;Ova OR parasites identification;Eicellen en parasieten identificatie;Eicellen en parasieten identificatie;egg en parasites identification
118119003;Microbial antibody assay;Microbi ë le antilichaambepaling;Microbi ë le antilichaambepaling;microbial antistof
118157003;Gastrointestinal tract destructive procedure;Maag - darmkanaal destructieve procedure;Maag - darmkanaal destructieve procedure;gastro rfa
118448000;Sounding;klinkend;loding;sounding
119265000;Assisting;assisteren;assisteren;assisting
120640001;Laxative identification;laxeermiddel identificatie;laxeermiddel identificatie;laxative identification
120641002;Allergen identification;allergeen identificatie;allergeen identificatie;allergeen identification
121102005;Bacterial subtyping;bacteri ë le subtypering;bacteri ë le subtypering;bacteri subtyping
121258006;Antibody identification;antilichaam identificatie;antilichaam identificatie;antilichaamdefici identification
121262000;Tetracarboxylporphyrin measurement;Tetracarboxylporphyrin meting;Tetracarboxylporphyrin meting;tetracarboxylporphyrin -
121263005;Monocarboxylporphyrin measurement;Monocarboxylporphyrin meting;Monocarboxylporphyrin meting;monocarboxylporphyrin -
121264004;Dicarboxylporphyrin measurement;Dicarboxylporphyrin meting;Dicarboxylporphyrin meting;dicarboxylporphyrin -
121265003;Tricarboxylporphyrin measurement;Tricarboxylporphyrin meting;Tricarboxylporphyrin meting;tricarboxylporphyrin -
121266002;Pentacarboxylporphyrin measurement;Pentacarboxylporphyrin meting;Pentacarboxylporphyrin meting;pentacarboxylporphyrin -
121267006;Hexacarboxylporphyrin measurement;Hexacarboxylporphyrin meting;Hexacarboxylporphyrin meting;hexacarboxylporphyrin -
121268001;Octacarboxylporphyrin measurement;Octacarboxylporphyrin meting;Octacarboxylporphyrin meting;octacarboxylporphyrin -
121269009;Deuteroporphyrin measurement;deuteroporfyrine meting;deuteroporfyrine meting;deuteroporphyrin -
121270005;Mesoporphyrin measurement;mesoporfyrine meting;mesoporfyrine meting;mesoporphyrin -
121275000;Carbohydrate deficient transferrin measurement;Koolhydraatdefici ë nt transferrine meting;Koolhydraatdefici ë nt transferrine meting;carbohydraat transferrine
121277008;Steroid measurement;stero ï de meting;stero ï de meting;stero ï ne
121285004;Sulfasalazine measurement;sulfasalazine metingen;sulfasalazine metingen;sulfasalazine -
121329005;Anticonvulsant identification;anticonvulsieve identificatie;anticonvulsieve identificatie;epileptica identification
121330000;Antidepressant identification;antidepressivum identificatie;antidepressivum identificatie;antidepressiva identification
121331001;Antipsychotic identification;antipsychotische identificatie;antipsychotische identificatie;antipsychotic identification
121333003;Asbestos identification;asbest identificatie;asbest identificatie;asbest identification
121335005;Carbohydrate identification;koolhydraten identificatie;koolhydraten identificatie;carbohydraatdefici identification
121337002;Cresol identification;cresol identificatie;cresol identificatie;cresol identification
121338007;Diuretic identification;diureticum identificatie;diureticum identificatie;diuretica identification
121340002;Fluorocarbon identification;Fluorocarbon identificatie;Fluorocarbon identificatie;fluorocarbon identification
121341003;Hallucinogen identification;hallucinogen identificatie;hallucinogen identificatie;hallucinogeen identification
121369006;Methylacrylate measurement;methylacrylaat meting;methylacrylaat meting;methylacrylate -
121371006;Methylenediamine measurement;methyleendiamine meting;methyleendiamine meting;methylenediamine -
121373009;Methylenedioxymethamphetamine measurement;methyleendioxymethamfetamine meting;methyleendioxymethamfetamine meting;methylenedioxymethamphetamine -
121374003;Methylhippurate measurement;Methylhippurate meting;Methylhippurate meting;methylhippurate -
121375002;Methylprednisolone measurement;methylprednisolon meting;methylprednisolon meting;methylprednisolone -
121377005;Metolazone measurement;metolazone meting;metolazone meting;metolazone -
121380006;Miconazole measurement;miconazol meting;miconazol meting;miconazole -
121382003;Mirtazapine measurement;mirtazapine meting;mirtazapine meting;mirtazapine -
121393001;Nabumetone measurement;nabumeton meting;nabumeton meting;nabumetone -
121395008;Nalidixate measurement;Nalidixate meting;Nalidixate meting;nalidixate -
121396009;Naltrexone measurement;naltrexon meting;naltrexon meting;naltrexone -
121399002;Nefazodone measurement;nefazodone meting;nefazodone meting;nefazodone -
121402001;Nifedipine measurement;nifedipine meting;nifedipine meting;nifedipine -
121406003;Nitroprusside measurement;nitroprusside meting;nitroprusside meting;nitroprusside -
121407007;Nizatidine measurement;nizatidine meting;nizatidine meting;nizatidine -
121408002;Norchlordiazepoxide measurement;Norchlordiazepoxide meting;Norchlordiazepoxide meting;norchlordiazepoxide -
121409005;Norclozapine measurement;Norclozapine meting;Norclozapine meting;norclozapine -
121410000;Normaprotiline measurement;Normaprotiline meting;Normaprotiline meting;normaprotiline -
121411001;Normethsuximide measurement;Normethsuximide meting;Normethsuximide meting;normethsuximide -
121414009;Olanzapine measurement;olanzapine meting;olanzapine meting;olanzapine -
121416006;Omeprazole measurement;omeprazol meting;omeprazol meting;omeprazole -
121419004;Oxychlordane measurement;oxychloordaan meting;oxychloordaan meting;oxychlordane -
121427008;Pentoxifylline measurement;pentoxifylline meting;pentoxifylline meting;pentoxifylline -
121432009;Phenethylamine measurement;fenethylamine meting;fenethylamine meting;phenethylamine -
121433004;Phenylethylmalonamide measurement;Phenylethylmalonamide meting;Phenylethylmalonamide meting;phenylethylmalonamide -
121434005;Albuterol measurement;albuterol meting;albuterol meting;albuterol -
121435006;Aldrin measurement;Aldrin meting;Aldrin meting;aldrin -
121437003;Allopurinol measurement;allopurinol meting;allopurinol meting;allopurinol -
121440003;Amoxapine metabolite measurement;Amoxapine metaboliet meting;Amoxapine metaboliet meting;amoxapine metabolite -
121443001;Antihistamine measurement;antihistaminicum meting;antihistaminicum meting;antihistamine -
121445008;Arsenate measurement;Arsenate meting;Arsenate meting;arsenate -
121447000;Astemizole measurement;astemizol meting;astemizol meting;astemizole -
121451003;Azithromycin measurement;Azithromycin meting;Azithromycin meting;azithromycin -
121453000;Baclofen measurement;Baclofen meting;Baclofen meting;baclofen -
121454006;Bendiocarb measurement;bendiocarb meting;bendiocarb meting;bendiocarb -
121458009;Benztropine measurement;benztropine meting;benztropine meting;benztropine -
121460006;Bethanechol measurement;Bethanechol meting;Bethanechol meting;bethanechol -
121463008;Bretylium measurement;bretylium meting;bretylium meting;bretylium -
121464002;Brodifacoum measurement;Brodifacoum meting;Brodifacoum meting;brodifacoum -
121466000;Bromodiphenhydramine measurement;Bromodiphenhydramine meting;Bromodiphenhydramine meting;bromodiphenhydramine -
121468004;Buspirone measurement;Buspirone meting;Buspirone meting;buspirone -
121469007;Busulfan measurement;busulfan meting;busulfan meting;busulfan -
121471007;Butorphanol measurement;butorfanol meting;butorfanol meting;butorphanol -
121472000;Butriptyline measurement;Butriptyline meting;Butriptyline meting;butriptyline -
121476002;Captopril measurement;captopril meting;captopril meting;captopril -
121484003;Carbophenothion measurement;carbofenotion meting;carbofenotion meting;carbophenothion -
121485002;Cefaclor measurement;cefaclor meting;cefaclor meting;cefaclor -
