conceptId;Beschrijving;conceptId;Beschrijving thot
176641009;vrouwelijke perineoplastie;176641009;vrouwelijke perineoplastiek
176716008;sacrocolpopexie;176716008;sacrocolpopexy
176795006;subtotale abdominale hysterectomie;176795006;subtotale abdominale hysterectomie
176846001;excisie periurethraal weefsel;176846001;excisie periuretraal weefsel
176995002;endoscopische injectie in eileider;176995002;endoscopische injectie naar eileider
177246004;wenkbrauwlift;177246004;wenkbrauwlift
177250006;abdominoplastie;177250006;abdominoplastiek
177594004;piercen van oorlel;177594004;piercing van oorlel
177783000;open pleurectomie;177783000;open pleurectomie
177814005;biopsie periurethraal weefsel;177814005;biopsie periuretraal weefsel
178055007;dermatofasciectomie;178055007;dermatofasciectomy
178086001;herstel van fascia;178086001;herstel van fascia
178124003;herstel van bursa;178124003;herstel van bursa
178203000;reconstructie van peesschede;178203000;reconstructie van peesschede
178668000;percutane discectomie;178668000;percutane discectomie
178669008;laser discectomie;178669008;lasers discectomie
178732003;pyloroduodenotomie;178732003;pyloroduodenotomy
178773002;exploratieve thoracale laminectomie;178773002;exploratieve thoracale laminectomie
178774008;exploratieve lumbale laminectomie;178774008;exploratieve lumbale laminectomie
178900007;Excisie van ectopisch bot;178900007;excisie van ectopische bot
178932007;Rotatie osteotomie;178932007;rotatoire osteotomie
179225002;abductie tractie;179225002;abduction tractie
179537001;excisie arthroplastiek;179537001;excisie artroplastiek
180124009;coventry tibiale osteotomie;180124009;coventry tibialis osteotomie
180223008;intraveneuse immunotherapie;180223008;intraveneuze immunotherapie
180284004;beenmerg donatie;180284004;beenmerg donatie
184153002;biopsie van binnenoor;184153002;biopsie van binnenoor
185876009;enteroplastie;185876009;enteroplasty
187528002;fasciodese;187528002;fasciodesis
195767005;cholangiostomie;195767005;cholangiostomie
196505006;hepaticostomie;196505006;hepaticostomy
197357002;kutler amputatie;197357002;kutler amputatie
199001009;hepaticotomie;199001009;hepaticotomy
202568006;biopsie van de traanzak;202568006;biopsie van de traanzak
203644001;sclerostomie;203644001;sclerostomie
221182006;Hymenoplastie;221182006;hymenoplastie
229316007;cervicale tractie;229316007;cervicale tractie
229317003;thoracale tractie;229317003;thoracale tractie
229318008;lumbale tractie;229318008;lumbale tractie
229474001;elleboog stretching;229474001;elleboog , stretching
229481008;quadriceps stretching;229481008;quadriceps stretching
229827003;enucleatie van likdoorn;229827003;enucleatie van likdoorns
230861003;diepe hersenstimulatie;230861003;diepe hersenstimulatie
230902008;embolisatie van intracraniaal aneurysma;230902008;embolisatie van intracraniaal aneurysma
231249005;spinale anesthesie;231249005;spinale anesthesie
231293005;intradermale infiltratie;231293005;intradermale infiltratie
231388005;lumbale subdurale neurolyse;231388005;lumbale subduraal neurolyse
231390006;cervicale epidurale neurolyse;231390006;cervicale epidurale neurolyse
231391005;thoracale epidurale neurolyse;231391005;thoracale epidurale neurolyse
231590007;laterale canthale sling;231590007;laterale canthal sling
231591006;laterale canthotomie;231591006;laterale canthotomy
231592004;laterale canthoplastie;231592004;laterale canthoplastiek
231629008;dacryocystorhinostomie;231629008;dacryocystorhinostomie
231710008;keratomileusis;231710008;keratomileusis
231724007;perifere iridectomie;231724007;perifere iridectomie
231726009;laser iridectomie;231726009;lasers iridectomie
231734003;trabeculoplastiek;231734003;trabeculoplastiek
231735002;chirurgische trabeculoplastiek;231735002;chirurgische trabeculoplastiek
231750006;pars plana lensectomie;231750006;pars plana lensectomy
231766008;pneumatische retinopexie;231766008;pneumatische retinopexie
231772008;preretinale membranectomie;231772008;preretinale membranectomy
231774009;retinotomie;231774009;retinotomy
231775005;retinectomie;231775005;retinectomy
231777002;intravitreale tamponade;231777002;intravitreaal tamponade
231788008;drainage van suprachoroidaal vocht;231788008;drainage van suprachoroidal vocht
232185003;Incus transpositie;232185003;incus transpositie
232201002;Echografische labyrinthectomie;232201002;echografische labyrinthectomy
232464005;open rhinoplasie;232464005;open rhinoplastiek
232481001;septodermoplastie;232481001;septodermoplasty
232485005;chemische cauterisatie van inwendige neus;232485005;chemische cauterisatie van inwendige neus
232546000;totale laryngofaryngectomie;232546000;totale laryngofaryngectomie
232554003;epiglottopexie;232554003;epiglottopexy
232642006;extrapericardiale pneumonectomie;232642006;extrapericardial pneumonectomie
232643001;intrapericardiale pneumonectomie;232643001;intrapericardial pneumonectomie
232644007;extrapleurale pneumonectomie;232644007;extrapleurale pneumonectomie
232645008;pleuropneumonectomie;232645008;pleuropneumonectomy
232646009;completion pneumonectomie;232646009;completion pneumonectomie
232674004;orotracheale intubatie;232674004;orotracheal intubatie
232679009;nasotracheale intubatie;232679009;nasotracheale intubatie
232817000;inspectie van aortaklep;232817000;inspection van aortaklep
232820008;annuloplastie van aortaklep;232820008;annuloplasty van aortaklep
232850000;aortoventriculoplastie;232850000;aortoventriculoplasty
232979006;herstel van vena pulmonalis;232979006;herstel van vena pulmonalis
233030007;hechten linker atrium;233030007;hechting linker atrium
233083004;hechten linker ventrikel;233083004;hechting linker ventrikel
233194003;pericardiopleurale shunt;233194003;pericardiopleural shunt
233195002;pericardioperitoneale shunt;233195002;pericardioperitoneal shunt
233258006;angioplastie van arterie;233258006;angioplastiek van arterie
233308001;endarterectomie van arteria femoralis superficialis;233308001;endarterectomie van arteria femoralis superficialis
233316005;embolisatie van arterie;233316005;embolisatie van arterie
233323006;embolisatie van arteria carotis interna;233323006;embolisatie van arteria carotis interna
233324000;embolisatie van arteria carotis externa;233324000;embolisatie van arteria carotis externa
233332008;embolisatie van arteria hepatica;233332008;embolisatie van arteria hepatica
233338007;percutane trombolyse van arteria femoralis communis;233338007;percutane trombolyse van arteria femoralis communis
233339004;percutane trombolysis van arteria femoralis superficialis;233339004;percutane trombolyse van arteria femoralis superficialis
233424001;embolisatie van vene;233424001;embolisatie van vene
233448005;femorofemorale veneuze crossover shunt;233448005;femorofemoral veneuze crossover shunt
233545006;hysteroscopie;233545006;hysteroscopie
233554009;verwijdering van Hickman lijn;233554009;verwijdering van hickman lijn
233591003;haemoperfusie;233591003;hemoperfusie
234085002;chirurgische avulsie van vene;234085002;chirurgische avulsie van vene
234319005;splenectomie;234319005;splenectomie
234681007;gingivectomie;234681007;gingivectomie
234937001;excisie van de grote speekselklier;234937001;excisie van de grote speekselklieren
235147008;enteroscopie;235147008;enteroscopy
235150006;totale coloscopie;235150006;totale coloscopie
235159007;percutane endoscopische gastrostomie;235159007;percutane endoscopische gastrostomie
235161003;Ivor Lewis subtotale oesofagectomie;235161003;ivor lewis subtotale oesofagectomie
235191008;longitudinale gastroplastie;235191008;longitudinale gastroplastiek
235226003;Finney pyloroplastie;235226003;finney pyloroplastiek
235249001;maagspoeling met water;235249001;maagspoeling met water
235286000;Roux - en - Y transpositie van jejunum;235286000;roux - en - y transpositie van jejunum
235325001;uitgebreide linker hemicolectomie;235325001;uitgebreide linker hemicolectomie
235326000;rechter hemicolectomie;235326000;rechter hemicolectomie
235369008;anale myomectomie;235369008;anale myectomie
235378002;mesh rectopexie;235378002;mesh rectopexie
235389009;open hemorro ï dectomie;235389009;open hemorro ï dectomie
235390000;gesloten hemorro ï dectomie;235390000;gesloten hemorro ï dectomie
235391001;submucosale hemorro ï dectomie;235391001;submucosal hemorro ï dectomie
235408004;jejuno - colostomie;235408004;jejuno - colostomie
235504000;open pancreaticografie;235504000;open pancreatografie
235566000;galwegdrainage;235566000;galwegdrainage
236147004;open nefrostomie;236147004;open nefrostomie
236148009;open pyelostomie;236148009;open pyelostomy
236170007;antegrade ureteroscopie;236170007;anterograde ureteroscopie
236209003;salvage cystoprostatourethrectomie;236209003;salvage cystoprostatourethrectomy
236211007;salvage cystoprostatectomie;236211007;salvage cystoprostatectomie
236224007;cystoscopie met transurethrale prostaatbiopsie;236224007;cystoscopie en transurethrale prostaatbiopsie
236245000;retropubische urethrolyse;236245000;retropubische urethrolysis
236267004;vaginale urethrolyse;236267004;vaginale urethrolysis
236334001;orchidectomie;236334001;orchidectomie
236829007;skinning vulvectomie;236829007;skinning vulvectomie
236850003;colpocleisis;236850003;colpocleisis
236879005;morcellatie van cervix;236879005;morcellation van cervix
236886002;hysterectomie;236886002;hysterectomie
236887006;laparoscopische hysterectomie;236887006;laparoscopische hysterectomie
236889009;laparoscopische supracervicale hysterectomie;236889009;laparoscopische supracervicale hysterectomie
236901008;endoscopische myomectomie;236901008;endoscopische myomectomie
236902001;vaginale myomectomie;236902001;vaginale myomectomie
236925000;lineaire salpingotomie;236925000;lineaire salpingotomy
236941004;ampullosalpingoscopie;236941004;ampullosalpingoscopy
236942006;microhysteroscopie;236942006;microhysteroscopy
236992007;rechter mediolaterale episiotomie;236992007;rechter mediolateral episiotomie
237007002;repositie van geprolabeerde arm;237007002;reposition van geprolabeerde arm
237400005;microdochectomie;237400005;microdochectomy
238307009;transpositie van omentum;238307009;transpositie van omentum
239322005;phemister epifysiodese;239322005;phemister epifysiodese
239430005;ligament reconstructie;239430005;ligament reconstructie
239455004;cheilectomie;239455004;cheilectomy
239457007;chondroplastiek;239457007;chondroplastiek
239989009;rectorectostomie;239989009;rectorectostomy
240325001;kadaver donor nefrectomie;240325001;kadaver donor nefrectomie
240926008;percutane embolectomie;240926008;percutane embolectomie
240929001;percutane trombolyse;240929001;percutane trombolyse
240970004;subperiostale facelift;240970004;subperiostaal facelift
241696005;totale intraveneuze anesthesie;241696005;totale intraveneuze anesthesie
241705007;intraveneuze sedatie;241705007;intraveneuze sedatie
251548005;extrapetrosale drainage;251548005;extrapetrosal drainage
252452009;laser doppler;252452009;lasers doppler
252464001;capillaroscopie;252464001;capillaroscopie
252547002;glycerol dehydratatie test;252547002;glycerol dehydratie test
252717002;gewricht goniometrie;252717002;gewricht goniometry
260648008;hemilaminectomie;260648008;hemilaminectomy
261479009;mediastinoscopie;261479009;mediastinoscopie
261517000;silver bunionectomie;261517000;silver bunionectomy
261532007;fenestrectomie;261532007;fenestrectomy
261578004;vaginale z - plastie;261578004;vaginale z - plasty
262457001;cervicale mediastinoscopie;262457001;cervicale mediastinoscopie
265054005;cervicale poliepectomie;265054005;cervicale poliepectomie
265056007;vaginale hysterectomie;265056007;vaginale hysterectomie
265059000;open myomectomie;265059000;open myomectomie
265206007;open herstel van glenoid labrum;265206007;open herstel van glenoid labrum
265292003;goniotomie;265292003;goniotomie
265293008;goniopunctie;265293008;goniopuncture
265294002;chirurgische iridotomie;265294002;chirurgische iridotomie
265303002;reconstructie van uitwendige gehoorgang;265303002;reconstructie van uitwendige gehoorgang
265357009;antireflux chirurgie;265357009;antireflux chirurgie
265487002;pericarddrainage;265487002;pericarddrainage
265554003;percutane pyelolysis;265554003;percutane pyelolysis
265735000;hemipelvectomie;265735000;hemipelvectomie
274021001;embolectomie;274021001;embolectomie
274031008;rectale poliepectomie;274031008;rectale poliepectomie
274044003;colpotomie;274044003;colpotomie
274056002;kniearthrodese;274056002;knieartrodese
274314005;percutane naaldbiopsie;274314005;percutane biopsienaald
274325001;percutane leverbiopsie;274325001;percutane leverbiopsie
274382000;chirurgische enteroscopie;274382000;chirurgische enteroscopy
274970004;laterale tracheostomie;274970004;laterale tracheostoma
275218004;pyeloscopie;275218004;pyeloscopie
276190007;ileocolische resectie;276190007;ileocolische resectie
276916004;paramediane incisie;276916004;paramedian incisie
276918003;subcostale incisie;276918003;subcostal incisie
276937007;percutane endarterectomie van arteria femoralis superficialis;276937007;percutane endarterectomie van arteria femoralis superficialis
276976008;percutane arteri ë le embolectomie;276976008;percutane arteri ë le embolectomie
276977004;percutane veneuse trombectomie;276977004;percutane veneuze trombectomie
277182002;resectie van arteria pulmonalis;277182002;resectie van arteria pulmonalis
277515001;percutane embolisatie van vene;277515001;percutane embolisatie van vene
277528008;percutane embolisatie van arteria carotis externa;277528008;percutane embolisatie van arteria carotis externa
277762005;lumbaalpunctie;277762005;lumbaalpunctie
278717009;perirectale incisie;278717009;perirectaal incisie
278721002;Pfannenstiel incisie;278721002;pfannenstiel incisie
278728008;occipitale incisie;278728008;occipitale incisie
278730005;periorbitale incisie;278730005;periorbitaal incisie
278731009;supraorbitale incisie;278731009;supraorbital incisie
278734001;intraorale incisie;278734001;intraoral incisie
278824004;plantaire incisie;278824004;plantaire incisie
281187007;open atriale septectomie met inflow occlusie;281187007;open atriale septectomy met inflow occlusie
281413005;duodenoplastie;281413005;duodenoplasty
281758003;peesherstel;281758003;peesherstel
281818006;gewrichtstabilisatie door ligamentherstel;281818006;gewrichtsstabilisatie door ligamentherstel
282078004;bovenste labiale frenectomie;282078004;bovenste labiale frenectomie
283018000;banding van vene;283018000;afbinding van vene
283165009;decompressieve laminectomie;283165009;decompressie laminectomie
286079005;choledochostomie;286079005;choledochostomie
287218009;craniale ventriculostomie;287218009;craniaal ventriculostomie
287292009;infarct myocardectomie;287292009;infarct , myocardiectomy
287332008;cardioplastie;287332008;cardioplasty
287528001;bronchoscopie via tracheostomie;287528001;bronchoscopie via tracheostoma
287644000;supramalleolaire enkel amputatie;287644000;supramalleolar enkel amputatie
287666007;compressie sclerosis;287666007;compressie sclerose
287720006;cystoprostatectomie;287720006;cystoprostatectomie
287761006;urethrale anastomose;287761006;urethra anastomose
287816003;radicale gastrectomie;287816003;radicale gastrectomie
287819005;pylorectomie;287819005;pylorectomie
287846000;radicale pancreaticoduodenectomie;287846000;radicale pancreaticoduodenectomie
287866009;choledocotomie en endoscopie;287866009;choledochotomie en endoscopie
287966005;radicale vulvectomie;287966005;radicale vulvectomie
288002009;pyelotomie en exploratie;288002009;pyelotomie en exploration
288153008;spinale extensie tractie;288153008;spinale extension tractie
292715003;episioplastie;292715003;episioplasty
300012004;intercostale neurectomie;300012004;intercostale neurectomie
300022005;diathermie van perineale wratten;300022005;diathermie van perineale wratten
300036000;subcutaan infuus;300036000;subcutaan infusie
300897007;totale salpingectomie;300897007;totale salpingectomie
301071008;embolisatie van arteria axillaris;301071008;embolisatie van arteria axillaris
301072001;embolisatie van arteria brachialis;301072001;embolisatie van arteria brachialis
301083005;embolisatie van arteria pulmonalis;301083005;embolisatie van arteria pulmonalis
301891000;resurfacing arthroplastiek;301891000;resurfacing artroplastiek
302354002;dunne darm stricturoplastie;302354002;dunne darm strictureplasty
302369001;clitoridectomie;302369001;clitoridectomie
302495003;arthrotomie;302495003;artrotomie
302615005;abdominale sacrocolpopexie;302615005;abdominale sacrocolpopexy
303438008;excisie van pectoralis minor;303438008;excisie van pectoralis minor
303621003;totale faryngectomie;303621003;totale faryngectomie
303639007;directe hersenstimulatie;303639007;directe hersenstimulatie
304583001;uitgebreide rechter hemicolectomie met ileostomie;304583001;uitgebreide rechter hemicolectomie en ileostomie
304848009;callosotomie;304848009;callosotomy
304926002;open atriale septostomie;304926002;open atriale septostomy
305101000;therapeutische elleboog stretching;305101000;therapeutische elleboog stretching
307007002;percutane tracheostomie;307007002;percutane tracheostoma
307260009;hechten van duodenumulcus;307260009;hechting van duodenumulcus
307262001;extraperitoneale incisie;307262001;extraperitoneal incisie
307283007;ureterale meatotomie;307283007;ureterale meatotomie
307285000;open reductie maxillaire fractuur;307285000;open reductie maxillaris fractuur
307328003;endoscopische transaxillaire cervicale sympathectomie;307328003;endoscopische transaxillary cervicale sympathectomie
307585001;percutane caecostomie;307585001;percutane caecostomie
307629002;exploratie van arteria axillaris;307629002;exploration van arteria axillaris
307630007;exploratie van arteria brachialis;307630007;exploration van arteria brachialis
307657009;linker hemicolectomie en colostomie;307657009;linker hemicolectomie en colostomie
307826006;chemische labyrinthectomie;307826006;chemische labyrinthectomy
308001003;epididymogram;308001003;epididymogram
308963000;intravasculaire injectie;308963000;intravasculaire injectie
309812005;extubatie;309812005;extubatie
309849004;pericardiocentese;309849004;pericardiocentesis
309871009;ureterorenoscopie en biopsie;309871009;ureterorenoscopy en biopsie
309876004;endocervicale excisie;309876004;endocervicale excisie
310634005;controle coloscopie;310634005;controle coloscopie
312138002;embolisatie van arteria uterina;312138002;embolisatie van arteria uterina
312139005;percutane embolisatie van arteria uterina;312139005;percutane embolisatie van arteria uterina
312302004;plicatie van aorta ascendens;312302004;plication van aorta ascendens
312341002;permanente percutane endoscopische gastrostomie;312341002;permanente percutane endoscopische gastrostomie
312640008;exploratie van arteria ulnaris;312640008;exploration van arteria ulnaris
312641007;exploratie van arteria tibialis anterior;312641007;exploration van arteria tibialis anterior
313275006;astigmate keratotomie;313275006;astigmatic keratotomie
314118002;laparoscopische totale splenectomie;314118002;laparoscopische totale splenectomie
314121000;bilaterale guillotine tonsillectomie;314121000;bilaterale guillotine tonsillectomie
315065002;open salpingotomie;315065002;open salpingotomy
315066001;laparoscopische salpingotomie;315066001;laparoscopische salpingotomy
315315000;perineoplastie;315315000;perineoplastiek
315324009;linker hemicolectomie met anastomose;315324009;linker hemicolectomie met anastomose
315325005;linker hemicolectomie met stoma;315325005;linker hemicolectomie met stoma
315629008;release suprapubische sling;315629008;release suprapubische sling
341943002;atrioventriculostomie;341943002;atrioventriculostomy
357579002;oesofago - enterostomie;357579002;oesofago - enterostomie
359551000;angioplastie van vene;359551000;angioplastiek van vene
359555009;ethmoidotomie;359555009;ethmoidotomy
359562000;duodenotomie voor biopsie;359562000;duodenotomy voor biopsie
359595006;miller operatie;359595006;miller operatie
359599000;jejunopexie;359599000;jejunopexy
359659005;echografie;359659005;echografie
359672006;mediane sternotomie;359672006;medianus sternotomie
359703006;totale glossectomie;359703006;totale glossectomie
359860002;colotomie voor biopsie;359860002;colotomy voor biopsie
359879004;radicale bunionectomie;359879004;radicale bunionectomy
359913006;arthrolyse;359913006;artrolyse
359942003;exploratie van aorta ascendens;359942003;exploration van aorta ascendens
361220006;episioperineoplastie;361220006;episioperineoplastiek
363051003;decompressie fasciotomie;363051003;decompressive fasciotomie
363258002;paracentese huid;363258002;paracentesis huid
363742001;pyloroplastie;363742001;pyloroplastiek
367439007;herstel van trachea;367439007;herstel van trachea
367446003;achillotomie;367446003;achillotomy
367463004;dilatatie van vagina;367463004;dilatatie van vagina
367531007;totale adrenalectomie;367531007;totale adrenalectomie
371186005;teenamputatie;371186005;teenamputatie
371345007;laser iridotomie;371345007;lasers iridotomie
371346008;Yag laser iridotomie;371346008;yag laser iridotomie
371346008;Yag laser iridotomie;371346008;yag laser iridotomie
371346008;Yag laser iridotomie;371346008;yag laser iridotomie
371348009;argon laser iridotomie;371348009;argon laser iridotomie
371407007;totale phalangectomie;371407007;totale phalangectomy
372085008;beenmerg beeldvorming;372085008;beenmerg beeldvorming
386194005;cystolitholapaxie;386194005;cystolitholapaxy
386544003;urethroscopie;386544003;urethroscopie
386607008;iridotomie;386607008;iridotomie
386652006;colocystoplastie;386652006;colocystoplasty
386770004;dissectie van vasculaire bundel;386770004;dissectie van vasculaire bundel
386829005;tijdelijke colostomie;386829005;tijdelijke colostomie
387644004;supracervicale hysterectomie;387644004;supracervicale hysterectomie
387656003;Bilaterale vulvectomie;387656003;bilaterale vulvectomie
387657007;bilaterale labiectomie;387657007;bilaterale labiectomy
387683002;transcarpale amputatie;387683002;transcarpal amputatie
387688006;gewrichtsmanipulatie;387688006;gewrichtsmanipulatie
387701008;ureterre ï mplantatie;387701008;ureterre ï mplantatie
387715005;peritoneale spoeling;387715005;peritoneale spoeling
387717002;ureteroscopie;387717002;ureteroscopie
387731002;laminectomie;387731002;laminectomie
387865007;gastrocentesis;387865007;gastrocentesis
387869001;gastromyotomie;387869001;gastromyotomy
389153003;indirecte gonioscopie;389153003;indirecte gonioscopie
389154009;indentatie gonioscopie;389154009;indentation gonioscopie
389155005;directe gonioscopie;389155005;directe gonioscopie
391935006;pericardiolysis;391935006;pericardiolysis
392028003;selectieve laser trabeculoplastiek;392028003;selectieve laser trabeculoplastiek
395136002;totale mesorectale excisie;395136002;totale mesorectal excisie
395724000;choledocholithotomie;395724000;choledocholithotomie
396450009;vaginoperineotomie;396450009;vaginoperineotomy
396490007;myringoplastie;396490007;myringoplastiek
396540005;flebotomie;396540005;flebotomie
397045002;arteri ë le embolectomie;397045002;arteri ë le embolectomie
397167004;mazet amputatie;397167004;mazet amputatie
397219003;guyon amputatie;397219003;guyon amputatie
397523007;keratoscopie;397523007;keratoscopy
397805007;conjunctivorhinostomie;397805007;conjunctivorhinostomy
397989004;conjunctivodacryocystostomie;397989004;conjunctivodacryocystostomy
398030006;tracheobronchiale lavage via tracheostomie;398030006;tracheobronchiale lavage via tracheostoma
398072007;verwijderen wimpers;398072007;verwijdering wimpers
398141006;palmaire fasciotomie;398141006;palmaris fasciotomie
398740003;colostomie;398740003;colostomie
399032008;salpingohysterostomie;399032008;salpingohysterostomy
399202009;transmetatarsale amputatie;399202009;transmetatarsale amputatie
401226007;vertebroplastie;401226007;vertebroplastiek
404636007;argon laser trabeculoplastiek;404636007;argon laser trabeculoplastiek
405289006;excisie van vasculair neoplasma;405289006;excisie van vasculaire neoplasma
405291003;supraclaviculaire cervicale sympathectomie;405291003;supraclavicular cervicale sympathectomie
405301008;scalenotomie;405301008;scalenotomy
405308002;decompressie van arteria axillaris;405308002;decompressie van arteria axillaris
405323007;diathermie van vene;405323007;diathermie van vene
405326004;angioplastie van arteria carotis interna;405326004;angioplastiek van arteria carotis interna
405379009;herstel van arteria carotis interna;405379009;herstel van arteria carotis interna
405382004;embolectomie van arteria tibialis anterior;405382004;embolectomie van arteria tibialis anterior
405390004;exploratie van arteria femoralis superficialis;405390004;exploration van arteria femoralis superficialis
405391000;exploratie van arteria femoralis communis;405391000;exploration van arteria femoralis communis
405425001;katheterisatie van vena jugularis interna;405425001;katheterisatie van vena jugularis interna
405441000;transtarsale amputatie;405441000;transtarsal amputatie
405487006;aorto - iliacale bypass met prothese;405487006;aorta - iliacale bypass met prothese
408652004;13C ureum ademtest;408652004;13c ureum ademtest
408693007;vitropressie;408693007;vitropression
410023005;directionele atherectomie;410023005;directional atherectomie
410573003;intravitreale antibiotica injectie;410573003;intravitreaal antibiotica injectie
410574009;intravitreale antivirale injectie;410574009;intravitreaal antivirale injectie
412711000;herstel van arteria hepatica aneurysma;412711000;herstel van arteria hepatica aneurysma
413195008;cholangioscopie;413195008;cholangioscopy
413954006;diepe sclerectomie;413954006;diepe sclerectomy
415745004;transverse keratotomie;415745004;transversum keratotomie
418170009;yag laser trabeculotomie;418170009;yag laser trabeculotomy
422246005;conjunctivale resectie;422246005;conjunctiva resectie
426056001;diepe sclerectomie zonder spacer;426056001;diepe sclerectomy zonder spacer
426541003;atriale septectomie;426541003;atriale septectomy
426738005;duodenal switch;426738005;duodenale switch
426900002;pulmonale trombo - endarteri ë ctomie;426900002;pulmonale trombo - endarteri ë ctomie
426966006;diepe sclerectomie met spacer;426966006;diepe sclerectomy met spacer
427074001;laparoscopische sleeve gastrectomie;427074001;laparoscopische sleeve gastrectomie
427175002;verwijderen ecg loop recorder;427175002;verwijdering ecg loop recorder
427337008;peesbiopsie;427337008;peesbiopsie
427615008;allograft van navelstrengbloed naar beenmerg;427615008;allograft van navelstrengbloed van beenmerg
427980007;sleeve gastrectomie met duodenal switch;427980007;sleeve gastrectomie met duodenale switch
428379000;tattoo ë ren van tepel;428379000;tatoe ë ren van tepel
428802000;endovasculair herstel van arteria carotis;428802000;endovascular herstel van arteria carotis
428831001;radiotherapie van perineum;428831001;radiotherapie van perineum
429287007;angioplastie van arteria carotis;429287007;angioplastiek van arteria carotis
430799001;transjugulaire leverbiopsie;430799001;transjugulaire leverbiopsie
431316002;laparoscopische subtotale hysterectomie;431316002;laparoscopische subtotale hysterectomie
433232009;epicardiale echocardiografie;433232009;epicardial echocardiografie
438338008;totale gastrectomie met uitgebreide lymfadenectomie;438338008;totale gastrectomie met uitgebreide lymfadenectomie
439826004;laparoscopische pyeloplastie;439826004;laparoscopische pyeloplastiek
442737009;appendicovesicostomie;442737009;appendicovesicostomy
443516005;MRI nucleus subthalamicus;443516005;mri nucleus subthalamicus
444562008;preoperatieve pulmonale onderzoeken;444562008;preoperatieve pulmonale onderzoek
444592004;drainage van mediastinum;444592004;drainage van mediastinum
445185007;resurfacing van femurkop;445185007;resurfacing , van femorkop
445944001;endodiathermie van corpus vitreum;445944001;endodiathermy van corpus vitreum
446450009;laparoscopische diathermie van ovaria;446450009;laparoscopische diathermie van ovarium
446858006;MRI vena subclavia;446858006;mri vena subclavia
447001002;falloposcopie;447001002;falloposcopy
447078009;laparoscopische orchidectomie;447078009;laparoscopische orchidectomie
447346005;cardiopulmonale inspanningstest;447346005;cardiopulmonale inspanningstest
