SNOMED conceptID;SNOMED term;Google translate vertaalde term;Matecat vertaling;thot vertaalde term medisch woordenboek + SNOMED be
72953005;Operative esophagogastroscopy;operative esophagogastroscopy;operative esophagogastroscopy;esophageal liesbreukherstel van oscopie en chirurgicale
73128004;Glucose measurement, random;Glucosemeetsysteem , willekeurig;Glucosemeetsysteem , willekeurig;glucose random
73178002;Lymphangiectomy;Lymphangiectomy;Lymphangiectomy;lymfevatresectie
73259009;Immune cell phenotyping;Immuuncel phenotyping;Immuuncel phenotyping;hiv - phenotyping
73293008;Myotenoplasty;Myotenoplasty;Myotenoplasty;myotenoplasty
73529003;Cryoprecipitate preparation;cryoprecipitaat voorbereiding;cryoprecipitaat voorbereiding;cryoprecipitate voorbereiding
73920007;Spurling maneuver;Spurling manoeuvre;Spurling manoeuvre;spurling manoeuvre
73966002;Hemicystectomy;Hemicystectomy;hemicystectomie;hemicystectomy
74180003;Hepatectomy, trisegmentectomy;Hepatectomy , trisegmentectomy;Hepatectomy , trisegmentectomy;hepatectomie , trisegmentectomie
74529008;Image analysis, segmentation;Beeldanalyse , segmentatie;Beeldanalyse , segmentatie;ogen , spraakfunctie
74540000;Somatosensory testing;somatosensorische testen;somatosensorische testen;somatosensorisch test
74556005;Thromboendarterectomy;Thromboendarterectomy;Thromboendarterectomy;endarteri ë ctomie
74579006;Goniospasis;Goniospasis;Goniospasis;goniospasis
74914000;Gait training procedure;Looptraining procedure;trainingprocedure;loop oefeningen nao
75014006;Pelvimetry;pelvimetrie;pelvigrafie;pelvimetrie
75176001;Tympanectomy;Tympanectomy;Tympanectomy;tympanectomie
75262005;Cranial neuroanastomosis;Cranial neuroanastomosis;Cranial neuroanastomosis;superieur anastomose
75389003;Pancreaticocystogastrostomy;alvleesklier Cystogastrostomy;Pancreaticocystogastrostomy;pancreaticocysto - gastrostomie
75404005;Epiploectomy;Epiploectomy;Epiploectomy;epiplo ë ctomie
75406007;Morphometry, quantitative;Morfometrie , kwantitatieve;Morfometrie , kwantitatieve;morphometry kwantitatief
75513009;Recement bridge;recement brug;recement brug;recement brug
75626002;Pallidoamygdalotomy;Pallidoamygdalotomy;Pallidoamygdalotomy;pallido - amygdalotomie
75745001;Dacryocystotomy;Dacryocystotomy;Dacryocystotomy;dacryocystostomie
75786008;Politzerization;Politzerization;Politzerization;lucht inblazen in middenoor
75870009;Iridocystectomy;Iridocystectomy;Iridocystectomy;iridocystectomie
75890000;High performance liquid chromatography measurement;High performance vloeistofchromatografie meting;hogedrukvloeistofchromatografie;high - speed - vloeistofchromatografie
75905004;Sigmoidoproctostomy;Sigmoidoproctostomy;Sigmoidoproctostomy;sigmoiedo - proctostomie
76558009;Periarterial sympathectomy;Periarterial sympathectomy;Periarterial sympathectomy;periarteri ë le sympathectomie
76967003;Ileopancreatostomy;Ileopancreatostomy;Ileopancreatostomy;ileo - pancreatische anastomose
77180007;Denis-Browne splint strapping;Denis - Browne spalk strapping;Denis - Browne spalk strapping;aanleggen van denis - browne splint
77539008;Pancreaticocystoduodenostomy;Pancreaticocystoduodenostomy;Pancreaticocystoduodenostomy;pancreatico - cysto - duodenostomie
77665000;Ventrohysteropexy;Ventrohysteropexy;Ventrohysteropexy;ventrohysteropexie
77697000;Cryothalamectomy;Cryothalamectomy;Cryothalamectomy;cryothalamectomy
77726006;Facial rhytidoplasty;Facial rhytidoplasty;Facial rhytidoplasty;facelift
77770002;Gasserian ganglionectomy;Gasser ganglionectomy;Gasser ganglionectomy;ganglionectomie van ganglion trigeminale
78002002;Contrast dacryocystogram;contrast dacryocystogram;contrast dacryocystogram;contrast dacryocystogram
78170006;Cosmetic chemosurgery;cosmetische chemosurgery;cosmetische chemosurgery;cosmetische chemochirurgie
78224006;Laryngocentesis;Laryngocentesis;Laryngocentesis;larynxpunctie
78285005;Pleuropexy;Pleuropexy;Pleuropexy;pleuropexie
78315000;Pharyngotomy;Pharyngotomy;Pharyngotomy;faryngotomie
78417007;Bioassay, quantitative;Bioassay , kwantitatieve;Bioassay , kwantitatieve;assay , kwantitatief
78646006;Ileoentectropy;Ileoentectropy;Ileoentectropy;entectropie gastrectomtr
78925004;Ileoileostomy;Ileoileostomy;Ileoileostomy;ileo - ileale anastomose
79170004;Ileoduodenotomy;Ileoduodenotomy;Ileoduodenotomy;ileoduodenotomie
79486002;Oversewing;Oversewing;Oversewing;sluiten
79572004;Choledocholithotripsy;Choledocholithotripsy;Choledocholithotripsy;choledocholithotripsy
79757001;Ribotyping;ribotypering;ribotypering;ribotyping
79950009;Lymphangiorrhaphy;Lymphangiorrhaphy;Lymphangiorrhaphy;lymfangiografie
80021004;Clavicotomy;Clavicotomy;Clavicotomy;claviculotomie
80117009;Perinasal sinusotomy;Perinasal sinusotomy;Perinasal sinusotomy;perinasale sinusotomie
80332008;Phleborheography;Phleborheography;Phleborheography;phleborheography
80342005;Drilling;Boren;boorwerk;doorboren
80559004;Nasal vibration test;Nasale trilproef;Nasale trilproef;nasale vibratietest
80724002;Circumcision by surgical excision on newborn;Besnijdenis door chirurgische excisie op pasgeboren;Circumcision by surgical excision on newborn;besnijdenis voor chirurgische verwijderen van pasgeborene
80772001;Hepatogastrostomy;Hepatogastrostomy;Hepatogastrostomy;hepato - gastrostomie
80945002;Cystoproctostomy;Cystoproctostomy;Cystoproctostomy;cysto - proctostomie
80999007;Tube pericardiostomy;tube pericardiostomy;tube pericardiostomy;buis pericardiostomie
81078003;Disability evaluation procedure;Disability evaluatieprocedure;Disability evaluatieprocedure;beperking onderzoek
81092009;Transsacral rectosigmoidectomy;Transsacral rectosigmoidectomy;Transsacral rectosigmoidectomy;transsacrale recto - sigmoiedectomie
81232004;Radical cystoprostatectomy;Radical cystoprostatectomy;Radical cystoprostatectomy;radicale cystoprostatectomie
81383002;Radial keratoplasty;Radial keratoplasty;Radial keratoplasty;radiaal keratoplastiek
81404005;Transcanal tympanolysis;Transcanal tympanolysis;Transcanal tympanolysis;transmeatale tympanolyse
81451007;Donaldson stereophotography;Donaldson stereofotografie;Donaldson stereofotografie;donaldson stereophotography
81714000;Ileorectostomy;Ileorectostomy;iliorectostomie;ileoproctostomie
81849003;Pallidoansotomy;Pallidoansotomy;Pallidoansotomy;pallidoansotomie
82087005;Urethropexy;Urethropexy;Urethropexy;uretropexie
82254000;Refixation;Refixation;Refixation;heraanhechten
82343008;HLA-DQ serotyping;HLA - DQ serotypering;HLA - DQ serotypering;hla - dq serotypering
82350007;Photochemotherapy;photochemotherapy;photochemotherapy;fotodynamische therapie
82463000;Vidianectomy;Vidianectomy;Vidianectomy;vidianectomy
82480001;Astragalectomy;Astragalectomy;astragalectomie;astragalectomy
82619000;Left colectomy;Left colectomy;Left colectomy;linker colectomie
82733008;Augmentation osteoplasty of facial bones;Augmentation osteoplastiek van gezichtsbeenderen;Augmentation osteoplastiek van gezichtsbeenderen;augmentatie van faciaal bot
82736000;Trabeculotomy;Trabeculotomy;Trabeculotomy;trabeculotomie
82839004;Panniculectomy;panniculectomy;panniculectomy;panniculectomie
82864001;Trigeminal neurectomy;trigeminal neurectomie;trigeminal neurectomie;ve neurectomie
82941002;Nasopharyngoscopy;Nasopharyngoscopy;Nasopharyngoscopy;nasofaryngoscopie
82976000;Injection of salivary duct;Injectie van speeksel duct;Injection of salivary duct;infiltratie van de ductus glandulae salivaris
83060003;Sympathetic neurotomy;sympathiek neurotomy;sympathiek neurotomy;sympathische neurotomie
83065008;Metacarpocarpal arthrodesis;Metacarpocarpal artrodese;Metacarpocarpal artrodese;cmc - arthrodese
83101004;Laryngoesophagectomy;Laryngoesophagectomy;Laryngoesophagectomy;laryngo - oesofagectomie
83127004;Division of tarsals and metatarsals;Afdeling tarsals en middenvoetsbeentjes;Afdeling tarsals en middenvoetsbeentjes;doornemen van metatarsalen en tarsale beenderen
83226002;Operative duodenoscopy;operative duodenoscopie;operative duodenoscopie;chirurgische duodenoscopie
83429007;Serialography, multi-plane;Serialography , multi - plane;Serialography , multi - plane;serialography , multi - vlak
83462004;Ileocolectomy;Ileocolectomy;Ileocolectomy;ileocolectomie
83613005;Cardiopericardiopexy;Cardiopericardiopexy;Cardiopericardiopexy;cardiopericardiopexie
83694000;Lamellar keratoplasty;Lamellar keratoplasty;Lamellar keratoplasty;keratoplastiek
83766002;Colloidal gold test;Collo ï daal goud - test;colloidaal goud;collo ï daal goud -
83857006;Gastroduodenectomy;Gastroduodenectomy;Gastroduodenectomy;gastroduodenectomie
83868006;Iridocapsulectomy;Iridocapsulectomy;Iridocapsulectomy;iridocapsulectomie
83877004;Phlebogoniostomy;Phlebogoniostomy;Phlebogoniostomy;phlebogoniostomy
84237009;Radial styloidectomy;Radial styloidectomie;Radial styloidectomie;radiale styloidectomie
84285005;Transvesical ureterolithotomy;Transvesical ureterolithotomy;Transvesical ureterolithotomy;transvesicale ureterolithotomie
84303004;Neurolysis;neurolyse;zenuwceldestructie;neurolyse
84572006;Pleurodesis;pleurodesis;pleurodesis;pleurodese
84575008;Urinary bladder trigonectomy;Urineblaas trigonectomy;Urineblaas trigonectomy;trigonectomie
84604002;Sigmoid colectomy;sigmoid colectomy;sigmoid colectomy;sigmo ï dectomie
84675000;Bone histomorphometry;bothistomorfometrie;Bothistomorfometrie;bot histomorphometry
84962002;Rhinocheiloplasty;Rhinocheiloplasty;Rhinocheiloplasty;rhinocheiloplasty
85124008;Hemiglossectomy;Hemiglossectomy;Hemiglossectomy;hemiglossectomie
85199006;Mediastinal pneumogram;mediastinale pneumogram;mediastinale pneumogram;mediastinaal pneumogram
85215005;Cytotoxicity assay;cytotoxiciteitstest;cytotoxiciteitstest;cytotoxicity -
85472003;Mesenteriopexy;Mesenteriopexy;Mesenteriopexy;mesenteropexie
85732008;Radiculectomy;Radiculectomy;Radiculectomy;radiculectomy
85912000;Atomic absorption measurement;Atomic absorptiemeting;Atomic absorptiemeting;spectrofotometrie , atoomabsorptie -
86088003;Centesis;Centesis;Centesis;paracentese
86515003;Premarital counseling;voorhuwelijkse begeleiding;voorhuwelijkse begeleiding;premarital consultatie
86950003;Fetography;Fetography;Fetography;foetografie
87192001;Pallidectomy;Pallidectomy;Pallidectomy;pallidectomie
87245007;Metatarsectomy;Metatarsectomy;Metatarsectomy;metatarsusexcisie
87258008;Ureteropexy;Ureteropexy;Ureteropexy;ureteropexy
87338009;Tracheography;Tracheography;Tracheography;tracheography
87389009;Epiplorrhaphy;Epiplorrhaphy;Epiplorrhaphy;epiplorrhaphy
87635003;Enteroentectropy;Enteroentectropy;Enteroentectropy;enteroentectropy
87852001;Vocational retraining;omscholing;beroepsrevalidatie;carri è re retraining
87879002;Cholangiocholangiostomy;Cholangiocholangiostomy;Cholangiocholangiostomy;cholangiocholangiostomy
88054001;Cardiotopometry;Cardiotopometry;cardiotopometrie;cardiotopometry
88061002;seminal vesiculography;rudimentaire vesiculography;rudimentaire vesiculography;vesiculae vesiculografie
88177004;Sphenoid sinusectomy;sphenoid sinusectomy;sphenoid sinusectomy;sinusectomie van sinus sfeno ï dalis
88786001;Operculectomy;operculectomy;operculectomy;operculectomy
88829002;Costoclavicular maneuver;Costoclavicular manoeuvre;Costoclavicular manoeuvre;costoclaviculair manoeuvre
88849006;Esophagoesophagostomy;Esophagoesophagostomy;Esophagoesophagostomy;oesofago - oesofagostomie
89070007;General durotomy;General durotomie;General durotomie;gegeneraliseerde durotomy
89079008;Venotripsy;Venotripsy;Venotripsy;venotripsie
89226006;Fibrinogen inhibitor assay;Fibrinogeen remmermeting;Fibrinogeen remmermeting;fibrogeendefici anticoagulans
89462009;Citrate utilization test;Citraatassimilatie - test;citraatassimilatie ,;citraat utilization test
89724005;Rorschach test;Rorschach - test;inktvlekmethode;rorschachtest
89915007;Malleostapediopexy;Malleostapediopexy;Malleostapediopexy;malleostapediopexie
90021002;Esophagoduodenostomy;Esophagoduodenostomy;Esophagoduodenostomy;oesofagoduodenostomie
90063003;Pyloric antrectomy;pyloric antrectomy;pyloric antrectomy;pylorische antrectomie
90164007;Trabeculodialysis;Trabeculodialysis;Trabeculodialysis;trabeculodialyse
90197008;Lip shave;lip scheerbeurt;lip scheerbeurt;lipletsel scheren
90249002;Pneumocentesis;Pneumocentesis;Pneumocentesis;pneumocentese
90278001;Secluding patient;secluding pati ë nt;secluding pati ë nt;secluding pati ë nt
90287005;Thalamectomy;Thalamectomy;Thalamectomy;thalamectomy
91160008;Transcricoid bronchography;Transcricoid bronchografie;Transcricoid bronchografie;transcricoid bronchogram
91172002;Hypnodrama;Hypnodrama;Hypnodrama;hypnodrama
91402007;Salabrasion;Salabrasion;Salabrasion;salabrasion
91644008;Neurectasis;Neurectasis;Neurectasis;neurectasis
103693007;Diagnostic procedure;diagnostische procedure;diagnosticum;diagnostische procedure
103696004;Patient referral to specialist;Pati ë nt doorverwijzing naar specialist;Pati ë nt doorverwijzing naar specialist;pati verwijzing naar het specialist
103704003;Patient referral to sex therapist;Pati ë nt doorverwijzing naar seksuoloog;Pati ë nt doorverwijzing naar seksuoloog;pati verwijzing naar het sekse therapist
103722000;Instrumental elevation;Instrumental elevatie;Instrumental elevatie;instrumentele optrekking
103730004;Cryocardioplegia;Cryocardioplegia;Cryocardioplegia;cryocardioplegia
103746007;Heparin therapy;heparine;heparinotherapie;heparine - therapie
103774002;Glucagon tolerance test;Glucagon tolerantietest;Glucagon tolerantietest;glucagontolerantietest
103802005;Kallikrein assay;kallikre ï ne assay;kallikre ï ne assay;kallikrein -
103829000;Plasminogen activator inhibitor antigen assay;Plasminogeenactivatorremmer antigeentest;Plasminogeenactivatorremmer antigeentest;plasminogeen - activator inhibitor antigeen test
103836004;Tissue plasminogen activator activity assay;Weefselplasminogeenactivator activiteitstest;Weefselplasminogeenactivator activiteitstest;weefsel plasminogen eiwitactivatordefici activiteit -
103837008;Tissue plasminogen activator antigen assay;Weefselplasminogeenactivator antigeentest;Weefselplasminogeenactivator antigeentest;weefsel plasminogen eiwitactivatordefici antigeen test
104133003;Erythrocyte mean corpuscular volume determination;Erythrocytentelling bedoel celvolume vastberadenheid;Erythrocytentelling bedoel celvolume vastberadenheid;mean cell volume
104153004;Reticulocyte count, flow cytometry;Reticulocyten , flowcytometrie;Reticulocyten , flowcytometrie;telling , reticulocyten - flow cytometrie
104165000;Nucleic acid probe method;Nucle ï nezuurprobe werkwijze;Nucle ï nezuurprobe werkwijze;nucle ï nezuurhybridisatie probe methode
104168003;Nucleic acid enzymatic digestion method;Nucle ï nezuur enzymatische afbraak methode;Nucle ï nezuur enzymatische afbraak methode;nucle ï nezuurhybridisatie enzymatic digestie methode
104169006;Nucleic acid separation method;Nucle ï nezuur scheidingswerkwijze;Nucle ï nezuur scheidingswerkwijze;nucle ï nezuurhybridisatie scheiden methode
104207001;Trichrome staining;trichroomkleuring;trichroomkleuring;trichroom kleuring
104236001;Culture typing procedure;Cultuur typeringswerkwijze;Cultuur typeringswerkwijze;kweek typering ,
104244001;Fungal subtyping;Fungal subtypering;Fungal subtypering;schimmelinfecties subtyping
104246004;Viral subtyping;viral subtypering;viral subtypering;virale subtyping
104248003;Eutrophication;eutrofi ë ring;Eutrofi ë ring;eutrophication
104275005;Bordetella antibody assay;Bordetella antilichaambepaling;Bordetella antilichaambepaling;bordetella - antistof
104293006;Nocardia antibody assay;Nocardia antilichaambepaling;Nocardia antilichaambepaling;nocardia - antistof
104299005;Histoplasma antibody assay;Histoplasma antilichaambepaling;Histoplasma antilichaambepaling;histoplasma - antistof
104303000;Leishmania antibody assay;Leishmania antilichaambepaling;Leishmania antilichaambepaling;leishmania - antistof
104337008;Complement activity, cell surface-induced measurement;Complementactiviteit celoppervlak ge ï nduceerde meting;Complementactiviteit celoppervlak ge ï nduceerde meting;complementdefici activiteit - het - -
104403004;Purkinje cells antibody titer;Purkinjecellen antilichaamtiter;Purkinjecellen antilichaamtiter;purkinje - cellen - antistof
104410005;HLA serotyping;HLA serotypering;HLA serotypering;hla - typering
104415000;HLA-Dw serotyping;HLA - Dw serotypering;HLA - Dw serotypering;hla - dw serotypering
104416004;HLA-DP serotyping;HLA - DP serotypering;HLA - DP serotypering;hla - dp serotypering
104492003;Aliphatic carboxylate C14-C26 absorption measurement;Alifatische carboxylaat C14 - C26 absorptiemeting;Alifatische carboxylaat C14 - C26 absorptiemeting;alifatische carboxylate c14 - c26 absorptie , totaal
104496000;Apolipoprotein measurement;apolipoprote ï ne meting;apolipoprote ï ne meting;apolipoprote ï ne
104528009;Apolipoprotein LPA measurement;Apolipoprote ï ne LPA meting;Apolipoprote ï ne LPA meting;apolipoprote ï lpa -
104529001;Apolipoprotein LPQ measurement;Apolipoprote ï ne LPQ meting;Apolipoprote ï ne LPQ meting;apolipoprote ï lpq -
104576005;Catecholamines, fractionated, challenge tests;Catecholamines , gefractioneerde , challenge testen;Catecholamines , gefractioneerde , challenge testen;catecholamines , fractionated , provocatietest onderzoeken
104588007;Chondroitin sulfate measurement;Chondro ï tinesulfaat meting;Chondro ï tinesulfaat meting;chondroitin sulfaat -
104598001;Chymopapain measurement;chymopapa ï ne meting;chymopapa ï ne meting;chymopapa ï ne ne
104688003;Glucose measurement, quantitative;Glucosemeetsysteem kwantitatieve;Glucosemeetsysteem kwantitatieve;glucose - kwantitatieve
104706006;Glyceraldehyde-3-phosphate dehydrogenase measurement;Glyceraldehyde - 3 - fosfaatdehydrogenase meting;glyceraldehyde - 3 '- monofosfaat dehydrogenase;glycerinaldehyde - - 3 - fosfaat - dehydrogenase
104713006;Glycoproteins measurement;glycoprote ï nen meting;glycoprote ï nen meting;glycoproteins -
104715004;Somatotropin challenge tests;Somatotropin provocatietests;Somatotropin provocatietests;groeihormoondefici provocatietest onderzoeken
104717007;Haptoglobin phenotype determination;Haptoglobinefenotype vastberadenheid;Haptoglobinefenotype vastberadenheid;haptoglobine fenotype f
104733005;Homocysteine measurement;homocyste ï ne meting;homocyste ï ne meting;homocyste ï ne ne
104786008;Lipoprotein fractions assay;Lipoprote ï nefracties assay;Lipoprote ï nefracties assay;lipoproteine fracties -
104789001;Lipoproteins measurement;lipoprote ï nen meting;lipoprote ï nen meting;lipoproteins -
104791009;Lipoprotein ultracentrifugation and quantitation;Lipoprote ï ne ultracentrifugatie en kwantificering;Lipoprote ï ne ultracentrifugatie en kwantificering;lipoproteine ultracentrifugatie en kwantificatie
104846005;Oxygen measurement;zuurstofmeting;zuurstofmeting;zuurstof
104847001;Oxygen saturation measurement;Zuurstofverzadiging meten;Zuurstofverzadiging meten;zuurstofsaturatie
105218008;Isotretinoin measurement;isotretino ï ne meting;isotretino ï ne meting;isotretinoin -
105257000;Netilmicin peak measurement;Netilmicine piekmeting;Netilmicine piekmeting;netilmicine piek -
105380005;Cryoanalgesia;Cryoanalgesia;Cryoanalgesia;cryoanalgesia
107724000;Patient transfer;pati ë nt overdracht;pati ë nt overdracht;pati ë ntentransport
107726003;Patient disposition;pati ë nt dispositie;pati ë nt dispositie;pati disposition
107878006;Integumentary system excision;Integumentum uitsnijding;Integumentum uitsnijding;systeem , huid - excisie
108121002;Nerve excision;Nerve uitsnijding;Nerve uitsnijding;neurectomie
108252007;Laboratory procedure;procedure Laboratory;procedure Laboratory;laboratoriumtest
112693006;Slitting;Scheurende;langszagen;splijting
112694000;Saucerization;Saucerization;Saucerization;saucerization
112695004;Reparative closure;Reparative sluiting;Reparative sluiting;reparative herstel
112719001;Xiphoidectomy;Xiphoidectomy;Xiphoidectomy;xiphoidectomie
112803004;Aneurysmectomy;Aneurysmectomy;Aneurysmectomy;aneurysmectomie
112840007;Dermodesis;Dermodesis;Dermodesis;dermodesis
112928008;Crede maneuver;Crede manoeuvre;Crede manoeuvre;manoeuver van cr é d é
112946002;Hypogastric plexectomy;hypogastric plexectomy;hypogastric plexectomy;hypogastische plexectomie
112947006;Splanchnicectomy;Splanchnicectomy;splanchnicectomie;splanchnicectomy
112974007;Stapediolysis;Stapediolysis;Stapediolysis;stapediolyse
113018007;Cardioassist;Cardioassist;Cardioassist;open hartmassage
113025000;Somnocinematography;Somnocinematography;Somnocinematography;somnocinematography
113046009;Pinworm slide;pinworm slide;pinworm slide;aandoening slide
113051003;Esteem micro media system test;Esteem micro media systeemtest;Esteem micro media systeemtest;esteem epididymale media zenuwstelsel -
113076002;Glucose tolerance test;Glucosetolerantietest;glucosetolerantieproef;glucosetolerantietest
113089008;Tocainide measurement;toca ï nide meting;toca ï nide meting;toca ï nide -
115252004;Microbiological identification method;Microbiologische identificatiemethode;Microbiologische identificatiemethode;microbiologisch identification methode
115254003;Fungal identification method;Fungal identificatiemethode;Fungal identificatiemethode;schimmelinfecties identification methode
115340009;Ratio measurement;Ratio meting;ratiomethode;ratio
116145001;Radical vaginectomy;Radical vaginectomy;Radical vaginectomy;radicale excisie van vagina
116241004;Pancreaticoduodenectomy;pancreaticoduodenectomy;pancreaticoduodenectomy;pancreaticoduodenectomie
116242006;Pylorus-sparing pancreaticoduodenectomy;Pylorus - sparende pancreaticoduodenectomy;Pylorus - sparende pancreaticoduodenectomy;pyloorsparende pancreatico - duodenectomie ( whipple )
116836000;Prekallikrein screen;prekallikre ï ne scherm;prekallikre ï ne scherm;prekallikre ï ne
117007006;Titration method;titratiemethode;titratiemethode;titration methode
117011000;Quantitative urine culture;Kwantitatieve urinecultuur;Kwantitatieve urinecultuur;kwantitatieve urinekweek
117015009;Throat culture;keelkweek;keelkweek;kweek keel
117040002;Nucleic acid sequencing;Nucle ï nezuursequentiebepaling;Nucle ï nezuursequentiebepaling;gene sequencing
117043000;Automated laboratory procedure;Geautomatiseerde laboratoriumprocedure;Geautomatiseerde laboratoriumprocedure;geautomatiseerde test
117044006;Manual laboratory procedure;Manual laboratoriumprocedure;Manual laboratoriumprocedure;manueel test
117051002;C3b binding assay;C3b bindingstest;C3b bindingstest;c3b - bindend -
117261000;Serum incubation method;Serumincubatie werkwijze;Serumincubatie werkwijze;serum incubation methode
117263002;Ganglioside antibody assay;Ganglioside antilichaambepaling;Ganglioside antilichaambepaling;ganglioside antistof
117351005;Sample dilution method for analyte measurement;Monsterverdunning werkwijze voor analytmeting;Monsterverdunning werkwijze voor analytmeting;steekproef verdunningstechniek methode voor analiet -
117608002;Herbicide identification procedure;Herbicide identificatieprocedure;Herbicide identificatieprocedure;herbicide identification nao
117706008;Synoviocyte count;synoviocyt count;synoviocyt count;synoviocyte bloedceltelling
117724005;Ribosomal antibody assay;Ribosomal antilichaambepaling;Ribosomal antilichaambepaling;ribosomal antistof
117759005;HTLV 1 p26 antibody assay;HTLV 1 P26 antilichaambepaling;HTLV 1 P26 antilichaambepaling;htlv - i p26 antistof
117764009;HTLV 1 p53 antibody assay;HTLV 1 p53 antilichaambepaling;HTLV 1 p53 antilichaambepaling;htlv - i p53 antistof
117892005;Benzene ring antibody assay;Benzeenring antilichaambepaling;Benzeenring antilichaambepaling;benzeenring antistof
117908004;Histone H2A-H2B antibody assay;Histon H2A - H2B antilichaambepaling;Histon H2A - H2B antilichaambepaling;histon h2a - h2b antistof
117909007;Intercalated disk antibody assay;Ge ï ntercaleerde schijf antilichaambepaling;Ge ï ntercaleerde schijf antilichaambepaling;discus intercalaris antistof
117911003;Myelin associated glycoprotein antibody assay;Myeline geassocieerd glycoprote ï ne antilichaambepaling;Myeline geassocieerd glycoprote ï ne antilichaambepaling;myeline geassocieerd glycoprote ï ne antistof
117925002;Phosphatidate antibody assay;Fosfatidaat antilichaambepaling;Fosfatidaat antilichaambepaling;phosphatidate antistof
117927005;Phosphatidylethanolamine antibody assay;Fosfatidylethanolamine antilichaambepaling;Fosfatidylethanolamine antilichaambepaling;phosphatidylethanolamine antistof
117929008;Phosphatidylinositol antibody assay;Fosfatidylinositol antilichaambepaling;Fosfatidylinositol antilichaambepaling;phosphatidylinositol antistof
117934007;RNA antibody assay;RNA antilichaambepaling;RNA antilichaambepaling;rna - antistof
117942008;Thyroxine antibody assay;Thyroxine antilichaambepaling;Thyroxine antilichaambepaling;t4 - antistof
117958006;Canarypox virus antigen assay;Kanariepokkenvirus antigeentest;Kanariepokkenvirus antigeentest;canarypox virus antigeen test
117961007;Chymotrypsin antibody assay;Chymotrypsine antilichaambepaling;Chymotrypsine antilichaambepaling;chymotrypsine antistof
117971009;Avian reovirus antibody assay;Vogelreovirus antilichaambepaling;Vogelreovirus antilichaambepaling;virus , vogelorthoreo - - antistof
117987007;Proteinase 3 antibody assay;Prote ï nase 3 antilichaambepaling;Prote ï nase 3 antilichaambepaling;proteinase - 3 antistof
117988002;Pseudorabies virus, Clinease gene deletion antibody assay;Pseudorabi ë svirus , Clinease gendeletie antilichaambepaling;Pseudorabi ë svirus , Clinease gendeletie antilichaambepaling;aujeszky - clinease deletie , gen - - antistof
117989005;Pseudorabies virus, Herdcheck gene deletion antibody assay;Pseudorabi ë svirus , Herdcheck gendeletie antilichaambepaling;Pseudorabi ë svirus , Herdcheck gendeletie antilichaambepaling;aujeszky - herdcheck deletie , gen - - antistof
117990001;Pseudorabies virus, Omnimark gene deletion antibody assay;Pseudorabi ë svirus , Omnimark gendeletie antilichaam assay;Pseudorabi ë svirus , Omnimark gendeletie antilichaam assay;aujeszky - omnimark deletie , gen - - antistof
117991002;Pseudorabies virus, Tolvid gene deletion antibody assay;Pseudorabi ë svirus , Tolvid gendeletie antilichaambepaling;Pseudorabi ë svirus , Tolvid gendeletie antilichaambepaling;aujeszky - tolvid deletie , gen - - antistof
118003008;Thyrotropin antibody assay;Thyrotropine antilichaambepaling;Thyrotropine antilichaambepaling;thyro ï d - antistof
118033001;Fc fragment antibody assay;Fc fragment antilichaambepaling;Fc fragment antilichaambepaling;hippocrates fragment antistof
118092009;Myeloperoxidase antibody assay;Myeloperoxidase antilichaambepaling;Myeloperoxidase antilichaambepaling;myeloperoxidase antistof test
118139004;Mesothelial cell count;Mesothelial celgetal;Mesothelial celgetal;mesotheliale celtelling
118149001;Parasite nucleic acid assay;Parasite nucle ï nezuur assay;Parasite nucle ï nezuur assay;parasiet nucle ï nezuur -
118450008;Layer closure procedure;Layer sluitingsprocedure;Layer sluitingsprocedure;sluiten nao
118481004;Strapping procedure;strapping procedure;strapping procedure;taping nao
118486009;Phalangectomy;Phalangectomy;falangectomie;phalangectomie
118659004;Tenosuspension;Tenosuspension;Tenosuspension;tenonsuspensie procedure
118662001;Medicolegal procedure;medicolegal procedure;medicolegal procedure;medicolegal nao
119270007;Management procedure;beheersprocedure;Beheersprocedure;begeleiden nao
119560006;Urinary diversion procedure;Urinestoma procedure;Urinestoma procedure;ureterostomie
119583009;Trunk excision;trunk uitsnijding;trunk uitsnijding;romp excisie
119588000;Neck closure;halssluiting;halssluiting;cervicale hechting
119589008;Trunk closure;trunk sluiting;trunk sluiting;arterie sluiting
119598006;Trunk transposition;trunk omzetting;trunk omzetting;arterie transplantatie
119652004;Wrist closure;polssluiting;polssluiting;pols herstel
119826007;Integumentary system closure;Integumentum sluiting;Integumentum sluiting;huidsysteem herstel
119829000;Integumentary system transposition;Integumentum omzetting;Integumentum omzetting;huidsysteem transpositie
119858002;Mouth excision;Mouth uitsnijding;Mouth uitsnijding;mond - excisie
119861001;Mouth closure;Mouth sluiting;Mouth sluiting;mond - herstel
119862008;Lip closure;lipsluiting;lipsluiting;sluiten van de lip
119870003;Mouth transposition;Mouth omzetting;Mouth omzetting;orale transpositie
120081008;Nerve closure;Nerve sluiting;Nerve sluiting;nervus - herstel
120082001;Nerve reconstruction;zenuwreconstructie;zenuwreconstructie;nervus - reconstructie
120084000;Nerve transposition;Nerve omzetting;Nerve omzetting;zenuwtranspositie
121276004;Antigen assay;antigeentest;antigeentest;antigeen test
121285004;Sulfasalazine measurement;sulfasalazine metingen;sulfasalazine metingen;sulfasalazine -
