conceptId;Beschrijving;conceptId;Beschrijving thot
30196002;herstel van het ligamentum latum van uterus;30196002;herstel van ligamentum latum
30215008;sluiten van een slokdarmfistel;30215008;slokdarmfistelherstel
30226002;parti ë le faryngectomie;30226002;parti faryngectomie
30246007;injectie van vocht in de voorste oogkamer;30246007;inspuiting van losse voorste oogkamer
30253003;dilatatie urethra;30253003;urethradilatatieverrichting
30331002;excisie urethradivertikel;30331002;excisie van urethra
30353000;echografie aortaboog;30353000;echo aortaboog
30373005;plaatsen van botgreffes in de clavicula;30373005;transplantatie , clavicula
30374004;excisie van de huig;30374004;uvulectomie
30391000;urethrale meatotomie ( OTIS );30391000;urethrameatotomie
30393002;semicirculaire - subarachoidale shunt;30393002;semicircular subarachnoidale shunt
30398006;renale calicotomie;30398006;renale calicotomy
30402002;rectaal prolaps herstel volgens Ripstein;30402002;ripstein chirurgie nao herstel uitgezakte rectum
30405000;incisie periureteraal weefsel;30405000;van periureteral weefsel
30438009;beenmerg aspiratie van donor naar transplant;30438009;aspiratie beenmerg door donor en transplantaat
30444008;revisie van implanteerbare veneuze access port;30444008;hervormen implanteerbare veneuze toegang naevus
30450003;arthroscopie van de vinger;30450003;artroscopie vinger
30457000;katheterisatie van de vena renalis;30457000;katheterisatie van vena renalis
30458005;drainage perineum bij de man;30458005;drainage via de incisie van bekkenbodempijn man
30462004;echografie borst , B - scan;30462004;echo borst nao nao
30465002;holle naaldbiopsie van de epididymis;30465002;core naald bijbalbiopsie
30476003;geboorte met behulp van forceps van barton;30476003;barton - tang bevalling
30497002;verwijderen sacrale neurostimulator blaas;30497002;verwijdering elektronica blaas vagus stimulatorverwijdering
30502000;herstel van een omfalocoele;30502000;herstel omphalocele
30541003;re ï nsertie van distale bicepspees met peesgreffe;30541003;replantatie , geruptureerd bicipitalis pees deel , pees graft
30542005;implantatie van paraplu in vena cava;30542005;implantatie van umbrella naar cava
30555006;selectieve catherisatie van coronaire arterie;30555006;selectieve inbrengen van van coronairarterie
30562002;ligatuur van de arteria gasttrica dextra;30562002;herstel van arteria gastrica
30574003;dilatatie van frontonasale ductus;30574003;dilatatie van frontonasal ductus
30583008;cauterisatie van de urethra;30583008;cauterisatie van de urethra
30631006;insertie van metalen implant in neuskraakbeen;30631006;van metalen hulpmiddel naar neus kraakbeen
30706000;incisie van de dunne darm;30706000;van dunne darm
30735008;Reconstructie van een pectus carinatum;30735008;reconstructive herstel carinatum
30763005;osteoplastie van het bekken;30763005;bekken osteoplasty
30783006;sluiten nefrostomie;30783006;herstel nefrostomie
30785004;huiddebridement volledige dermis;30785004;wondtoilet , volledige dikte
30803004;stomach al liesbreukherstel van d é rivation en haute operation;30803004;printen en mason operatie - maagbypass
30831008;peritoneal liesbreukherstel van de en p é riton é al Transposition;30831008;transpositie van peritoneum , weefsel
30845002;maken van porto - splenische shunt;30845002;shunt , chirurgische portacavale milt shunt
30880003;trabeculectomie ab externo;30880003;trabeculoplastiek ab externo
30919007;flexorplastie van elleboog met extensor distalisatie;30919007;flexorplasty van elleboog , gecompliceerd extensoren advancement
30931009;chirurgisch herstel chorioidea;30931009;herstel van choroidea
30933007;sutuur van sympathische zenuw;30933007;hechting sympathische
30940008;hechten van de anus;30940008;hechting van anus
30946002;procedure van omringen voor plaatsen van een sclerale buckle;30946002;encircling onderzoek van voor arruga
30947006;herstel van galwegletsel;30947006;herstel van galweg laceratie
30956003;subtotale thyro ï dectomie;30956003;thyro ï dectomie gedeeltelijk
30957007;NMR orbita;30957007;mri van orbita
30969004;denervatie van glomus caroticus;30969004;denervatie , glomus - caroticum -
30975008;nasometrie;30975008;nasality -
30998000;transplantatie van de fascia van de hand;30998000;van fascia hand
31009008;tympanoplastie met mastoidectomie en ketenherstel;31009008;tympanoplastiek met ectomie , ossicular - reconstructie
31019002;implantatie van een kunsthart;31019002;implantatie van hart , artificieel
31032007;holle naaldbiopsie van de penis;31032007;core biopsienaald penis
31048008;gastrotomie voor hechten van gastro - oesofagale laceratie;31048008;gastrotomy met suture herstel esophagogastric laceratie
31061008;d é bridement van open fractuur van de humerus;31061008;gecompliceerde fractuurdebridement humerus
31064000;Huiddebridement diep inclusief subcutis;31064000;wondtoilet de huid
31068002;thompson operatie van de duim , appositie met botgreffe;31068002;thompson chirurgie duim apposition met bottranplantaat
31072003;exploratieve polsarthrotomie;31072003;artrotomie van pols met artropathie exploration
31078004;herstel van oesofago - cutane fistel;31078004;herstel van fistel
31096008;inwendige fixatie van de scapula;31096008;fractuur van scapula
31118007;intracraniale flebectomie;31118007;intracraniale flebectomie
31126004;vernietigen van rectumletsel door cryochirurgie;31126004;cryochirurgie van rectum door cryochirurgie
31130001;totale proctocolectomie met ileostomie;31130001;totale abdominale colectomie met resectie en ileostomie
31158009;enterectomie met loop ileostomie;31158009;enterectomie met dubbel - barrel enterostomie
31191000;excisie van eenuterien septum;31191000;excisie van septum uterus
31197001;destructie van letsel van de cervix uteri;31197001;cryochirurgie van cervix
31198006;thoraxdrain met waterslot;31198006;borstkas tubeplaatsing met water , seal
31222007;paracentese van de voorste oogkamer;31222007;voorste kamer paracentesis
31230008;retinale electrocoagulatie ter herstel van retinale scheur;31230008;fulguratie , retina en herstel laceratie
31232000;biopsie van de trachea;31232000;biopsie trachea
31256001;ligatuur van een maagulcus;31256001;ligatuur van maag
31276007;electro - ejaculatie;31276007;electroejaculation nao
31315002;reductie van gesloten knieluxatie;31315002;reductie van gesloten knie luxatie
31319008;endoscopische ablatie van anaal letsel;31319008;endoscopische cryochirurgie van anus
31343006;biopsie van de speekselklier;31343006;biopsie speekselklier
31374008;kraakbeenresectie van de hand;31374008;verwijdering van hand
31415001;atriale septomstomie met scalpel;31415001;atriale septostomy door blade - kleuring
31432002;functionele endoscopische sinus chirurgie ( FESS );31432002;functioneel endoscopische sinus chirurgie , totale
31434001;Verwijderen van penetrerend vreemd lichaam uit cervix uteri;31434001;verwijdering van open uit cervix
31461001;transsectie n vagus via transthoracaal;31461001;vagotomie , nervus door transthoracale approach
31468007;destructie van lesie van milt;31468007;cryochirurgie van milt
31489003;drainage van binnenoor;31489003;drainage van binnenoor
31504008;sluiten van congenitale ano - vaginale fistel;31504008;herstel van congenitale anovaginal fistel
31521004;darmresectie voor interpositie;31521004;resectie van ingewanden en interposition
31545000;totale hysterectomie met unilaterale salpingectomie;31545000;totale hysterectomie met enkelzijdig van eustachius
31573003;arteria carotis - arteria subclavia anastomose;31573003;enterostomie carotid - subclavian steal
31606002;radicale maxillaire anthrotomie met verwijderen van antrochoanale poliepen;31606002;radicale maxillaire sinusotomy met van nasofaryngeale polyps
31612007;peesherstel door directe sutuur;31612007;peesherstel door primair hechting
31623006;reconstructie van angulaire deformiteit van een teen door zacht weefsel procedure;31623006;reconstructie angularis misvorming door wekedelenaandoening nao
31666004;drainage van de pterygopalatinale fossa;31666004;drainage van pterygopalatine fossa
31679008;srew home test;31679008;botschroef home beweging test
31694007;fenestratie van intervertebrale discus;31694007;fenestration van tussenwervelschijf
31697000;osteotomie van de ulna;31697000;osteotomie ulna
31705006;extractie van een cataract door middel van rotoextractie met aspiratie via posterieure route;31705006;cataractextractie door rotoextraction met aspiratie door achterste toediening
31736003;aanleggen van shunt tussen copora cavernosa en corpus spongiosum;31736003;van colliculi cavernosa van corpus spongiosum shunt
31738002;jejuno - caecostomie voor obesitas;31738002;jejunocecostomy voor obesitas
31740007;arthroplastie temporomandibulair gewricht;31740007;artroplastiek van gewricht , met autograft
31746001;debridement van hersenvliezen;31746001;wondtoilet van cerebrale meningen
31750008;transsectie van n . laryngeus superior;31750008;tenotomie nervus laryngeus superior
31757006;osteotomie van de tibia;31757006;osteotomie tibia
31778009;vervanging van transveneuze ventriuclaire pacemakerleads;31778009;vervanging van transvenous ventriculaire hartpacemaker ( elektrode ) leads
31793008;embolisatie van aorta;31793008;embolisatie van
31797009;holle naaldbiopsie van de uterus;31797009;core biopsienaald uterus
31844009;ligatuur van een intracraniale arterie;31844009;herstel van arteria cerebralis
31852007;plastie van buis van Eustachius;31852007;herstel van eustacian van eustachius
31852007;plastie van buis van Eustachius;31852007;herstel van eustacian van eustachius
31855009;arteria axillaris tot arteria brachialis vasculaire bypass;31855009;axillaris - arteria bypass
31884000;schouderprothese;31884000;gewrichtsvervanging naar schouder
31904001;adrenalectomie;31904001;adrenalectomie
31919000;synovectomie van de wervelkolom;31919000;synovi ë ctomie wervelkolom
31937004;embolectomie van aorta descendens;31937004;embolectomie aorta descendens
31938009;herstel van geruptureerde aneurysma van arteria iliaca met greffe;31938009;herstel aneurysma met transplantaat van arteria iliaca
31939001;herstel van obstetrische laceratie van cervix;31939001;herstel van cervix
31942007;transsectie van de n . occipitalis major;31942007;vagotomie , greater occipitale zenuwletsel
31944008;chemocauterisatie cornea epitheel;31944008;chemocauterisatie cornea - epitheel
31951004;open reductie van luxatie van de knie;31951004;open reductie van knie
31955008;adductie correctie test van de voorvoet;31955008;manus adduction herstel test
31977007;aneurysmectomie van arterie van onderste lidmaat;31977007;aneurysmectomie arterie van onderste extremiteit
31988001;indirecte laryngoscopie met flexibele fiberoptische laryngoscoop en stroboscopie;31988001;flexibele sigmo laryngoscopie met stroboscopy
31994009;incisie en drainage retropharyngeaal abces , transoraal;31994009;drainage via de incisie van abces op intraoral approach
32002002;arthrotomie en biopsie van de heup;32002002;artrotomie met biopsie van heup
32012009;radio - isotopen scan van het hoofd;32012009;scan van
32023008;Verwijderen vaginale tampon;32023008;verwijdering van tamponnade uit vagina
32026000;verwijderen van enkelprothese;32026000;verwijdering van heupprotese enkel
32044008;parti ë le colectomie langs abdominale weg;32044008;colectomie partieel door ectopisch approach
32057000;verwijderen van vreemd lichaam van de bursa van de hand;32057000;verwijdering van bursa hand
32090000;injectie in de larynx;32090000;inspuiting van larynx
32091001;colon herstel;32091001;herstel van dikke darm
32159004;osteotomie met gigli zaag;32159004;osteotomie mandibula door gigli saw
32189006;pubiotomie;32189006;symfysiotomie
32202006;onderbinding van cisterna chyli;32202006;ligatuur van cisterna chyli
32218000;slokdarmbiopsie;32218000;slokdarmbiopsie
32238004;empyemectomie;32238004;empyemectomy
32256004;excisie van poliep van oor;32256004;excisie poliep
32325005;inversie van een divertikel op de dunne darm;32325005;inversie van dunne darm
32327002;excisie van letsel ter hoogte van de maag;32327002;maaglaesie excisie
32359009;chandler operatie voor arthrodese van de heup;32359009;chandler chirurgie voor heup vergroeiing
32368006;doornemen van adhesies ter hoogte van de larynx;32368006;peritoneale verklevingen verwijderen van larynx
32404009;fasciotomie van de teen;32404009;fasciotomie teen
32407002;perfusie van coronaire arterie;32407002;perfusie arterie
32413006;harttranplantatie;32413006;harttransplantaat
32414000;peroperatieve sigmoiedoscopie;32414000;operatieve sigmo ï doscopie
32424008;excisie lesie ooglid , mineur;32424008;excisie van ooglid , minor
32432000;uterocentesis;32432000;uterocentesis
32438001;excisie van lesie van glomus carotius;32438001;excisie van de carotid body van
32447009;volledige excisie van radius en ulna;32447009;totale ostectomie radius
32477003;hart - longtransplantatie met cardiopneumonectomie van receptor;32477003;hart - longtransplantatie met recipient cardiectomy , pneumonectomie
32492002;excisie van os naviculare accesorius;32492002;excisie accessoir os naviculare
32495000;cranioplastie;32495000;cranioplastiek
32534001;biopsie van de milt;32534001;biopsie milt
32557007;lumbale epidurale injectie van contrast;32557007;epidurale injectie - contrast stof , lumbale
32559005;reconstructie penis;32559005;reconstructie van
32578005;biopsie van de appendix;32578005;biopsie van appendix
32597005;transthoracale excisie van tumor van trachea;32597005;excisie van trachea neoplasma op thoracaal approach
32606000;marsupialisatie van een cerebrale cyste;32606000;marsupialisatie van van hersenen
32607009;reductie van gesloten sesamoid fractuur;32607009;reductie van gesloten sesamoid fractuur
32638005;amputatie glans penis;32638005;amputatie van penis
32645005;verwijdering van vreemd lichaam van de traanklier;32645005;verwijdering van de traanklier
32661007;transfer van de tibialis anterior pees naar tarsaal bot;32661007;transpositie van pees , tibialis naar tarsalia
32673007;sondage en irrigatie nasolacrimaal kanaal;32673007;neus - traankanaal probe met irrigatietherapie
32675000;ligatie van vene;32675000;ligatuur van vene
32687007;anastomose tussen een extracraniale - intracraniale arterie;32687007;anastomose , extracranial intracraniale arterie
32694005;wigosteotomie van de ulna;32694005;teennagelwig osteotomie ulna
32733009;stereotactische derde ventriculocisternostomie;32733009;ventriculocisternostomie , ventrikel - stereotactic - kleuring
32745000;verwijderen middenoorimplant;32745000;middenoorprotheseverwijdering
32750006;inspectie;32750006;inspection
32774009;pancreas biopsie;32774009;pancreasbiopsie
32788008;lamellaire resectie van de scleral met plaatsen van implant;32788008;lamellaire resectie van met implantatie
32796003;oesofagoscopie voor dilatatie;32796003;oesofagoscopie voor directe dilatatie
32827008;cryotherapie van huidletsel met koolstofdioxide;32827008;cryotherapie van huid met kooldioxide
32887005;zenuwherstel van de hand;32887005;neuroplasty van van hand
32894008;plaatsen van botgreffes in de patella;32894008;bottranplantaat patella
32899003;resectie subvalvulair weefsel for subvalvulaire aorta syenose;32899003;resectie van subvalvular weefsel voor discrete subvalvulaire aortastenose
32912007;trombolyse van coronaire arterie bij middel van Intraveneuze infusie;32912007;trombolyse , coronaire intraveneuze infusie
32918006;slokdarmanastomose via thoracotomie;32918006;anastomose , slokdarm door intrathoracale approach
32934009;endoscopisch brushbiopsie van duodenum;32934009;endoscopische brush biopsie duodenum
32956007;transplantatie van rectumweefsel;32956007;transplantatie , weefsel van het rectum
32957003;vervangen van bovenste lidmaat prothese;32957003;artroplastiek van bovenste extremiteit
32963007;incisie en drainage van een niet obstretisch perineum abces;32963007;drainage via de incisie van nonobstetrical perineaal abces
32972004;acetabulumplastie , Whitman procedure;32972004;acetabuloplasty - whitman type nao
32998005;Latzko procedure ter hoogte van vagina;32998005;latzko vaginale operatie
33015000;fulguratie van eileider via laparoscopie;33015000;laparoscopie met fulguratie , oviducts
33015000;fulguratie van eileider via laparoscopie;33015000;laparoscopie met fulguratie , oviducts
33030009;resectie zaadblazen;33030009;vesiculae vesiculectomy
33039005;mcp arthrodese met inwendige fixatie en autogreffe;33039005;ankylose van gewricht , metacarpofalangeaal met inwendige fixatie en autograft
33099007;incudectomie;33099007;incudectomy
33112000;verwijderen van rijst lichaampje uit de peesschede van de hand;33112000;verwijdering lichaampje van pees ( schede , hand
33120003;maag intubatie;33120003;intubatie , maag
33131006;sluiten van nefrocutane fistel;33131006;herstel nephrocutaneous fistel
33149006;pancreatectomie;33149006;pancreatectomie
33158004;excisie van het gastro - colisch ligament;33158004;excisie van gastrocolic ligament
33179004;hechten van het jejunum;33179004;hechting van jejunum
33187003;slokdarmincisie;33187003;van slokdarm
33237002;thompson quadricepsplastie;33237002;quadricepsplasty - thompson type
33250001;endoscopie van de bovenste gastro - intestinale tractus met plaatsen van een percutane gastrostomiesonde;33250001;oesophagogastroduodenoscopie voor directed placement , percutane gastrostomietube
33253004;open tenotomie van de voet extensoren;33253004;open tenotomie van strek - voet
33315006;verwijderen van interne fixatie van de clavicula;33315006;verwijdering van interne fixatie clavicula
33331003;implantatie van permanente atriale pacemaker met transvezeneuze elektrodes;33331003;inbrenging van permanente atriale pacemaker met transvenous electrodes
33349003;aanleggen van arteria carotis - arteria subclavia shunt;33349003;carotid - subclavian bypass
33397002;heraanhechting chorioidea en retina met diathermie;33397002;herstel loslating choro ï d en retina door diathermie
33422004;verwijderen van bloedklonter ter hoogte van de nier via incisie;33422004;verwijdering bloedstolsel van nier door incisie
33424003;radicale excisie van periaortische lymfeklieren;33424003;excisie periaortic lymfeknopen
33481008;mechanische fragmentatie van een secundair membraan;33481008;mechanische gerupteerde secundair membraan
33496007;mammoplastie;33496007;borstreconstructie
33507007;transanale resectie van maligne rectumtumor;33507007;excisie van maligne neoplasma van rectum door transanal approach
33510000;partiele excisie sacrum;33510000;gedeeltelijk sacrectomy
33533004;verwijderen van nefrostomie;33533004;nefrostomiekatheter verwijdering
33546009;manuele reductie van een gesloten schapho ï doperilunaire fractuurluxatie;33546009;reductie van gesloten trans , scaphoperilunar vorm van luxatie met manipulatie
33546009;manuele reductie van een gesloten schapho ï doperilunaire fractuurluxatie;33546009;reductie van gesloten trans , scaphoperilunar vorm van luxatie met manipulatie
33567009;synovectomie van peesschede;33567009;tenosynovectomie
33582004;revisie pyelo - intestinale anastomose;33582004;revisie van pyelointestinal shunt
33621000;transpositie van de trochanter;33621000;trochanter transplantaat
33630008;gesloten reductie van radius en ulnafractuur;33630008;gesloten repositie van fractuur
33649007;fixeren van het colon tegen de buikwand;33649007;van dikke darm en peritoneum
33651006;verwijderen van een vreemd voorwerp van een craniale zenuw;33651006;verwijdering van hersenzenuwen
33665008;excisie van heterotoop bot van handspier;33665008;excisie heterotope beenderen van spier , hand
33677003;isotopen onderzoek van het bloedvolume;33677003;scintigrafie nao volume
33685007;implantatie van subdurale patch;33685007;subduraal epicutane hersenen
33722000;malleostapediopexie met vervangen van incus;33722000;malleostapediopexy met incus implantatie
33725003;dermis - subcutis greffe;33725003;huid - vet huidtransplantaat
33756006;parti ë le adrenalectomie;33756006;gedeeltelijke adrenalectomie
33757002;fulguratie van urethrale poliepen;33757002;diathermie van uretrale polyps
33759004;hechten van het caecum;33759004;hechting van caecum
33774002;reductie en inwendige fixatie van een ulnafractuur;33774002;reductie van fractuur met inwendige fixatie
33776000;implantatie van permanente pacemaker met transveneuze atrioventriculaire sequenti ë le elektrodes;33776000;inbrenging van permanente pacemaker met transvenous electrodes , atrioventriculair sequential
33776000;implantatie van permanente pacemaker met transveneuze atrioventriculaire sequenti ë le elektrodes;33776000;inbrenging van permanente pacemaker met transvenous electrodes , atrioventriculair sequential
33777009;doornemen van ligament van de wervelkolom;33777009;verwijderen van wervelkolom
33784001;tympanoplastie met radicale mastoidectomie en ketenherstel;33784001;tympanoplastiek met ectomie , radicale , ossicular - reconstructie
33798009;open biopsie van het endometrium;33798009;open biopsie endometrium
33808009;herstellen van hepatopleurale fistel;33808009;herstel hepatopleural fistel
33842000;Diepe excisiebiopsie;33842000;biopsie , diepe
33850009;transplantatie van glomus caroticus;33850009;van glomus caroticum
33857007;resectie van humeruskop;33857007;resectie van humerus
33899008;drainage van milt door marsupialisatie;33899008;drainage van milt door marsupialisatie
33901004;herstel van buitenoor;33901004;otoplastiek
33932003;vervangen van kunsthart;33932003;vervanging van hart , artificieel
33946003;plaatsen van botgreffes in het scafo ï d;33946003;bottranplantaat van het os scaphoideum
33951009;excisie van letsel van trachea;33951009;trachealetselexcisie
33973002;herstel van een aneurysma door endoaneurysmatische endoplastie;33973002;aneurysmaherstel door endoaneurysmoplasty
33989004;herstel van sacro - uteriene band;33989004;retinaloslating herstel uterosacral ligament
34010002;exploratie van bijnierweefsel met biopsie via dorsale toegang;34010002;exploration van bijnier met biopsie door thoracale approach
34017004;autologe greffe van ribkraakbeen naar neus;34017004;autologe transplantatie , rib chondropathie van neus
34025002;verwijderen van inwendige fixatie van het femur;34025002;verwijdering van interne fixatie van
34044009;Herstel papillairspier;34044009;herstel van papillaire spieraandoening nao
34052007;debridement van een gewricht van de voorvoet;34052007;wondtoilet van manus
34082001;fulguratie van vulva;34082001;diathermie van vulva
34097003;craniectomie met excisie van een infratentorieel meninigoom;34097003;crani ë ctomie voor excisie meningioom infratentorieel
34130000;cholecystocecostomie;34130000;cholecystocecostomy
34163007;revisie van arterioveneuze fistel met trombectomie en niet - autologe greffe;34163007;hervormen van fistel met trombectomie met nonautogenous transplantaat
34214004;aanleggen van aorto - subclavia - carotis bypass;34214004;operatie van van subclavia - carotis bypass
34220003;sequestrectomie van de schedel;34220003;sequestrectomie schedel
34249006;herstel van de nier;34249006;nefroplastiek
34264006;peroperatieve coloscopie;34264006;operatieve coloscopie
34279004;open biopsie van de uterus;34279004;open baarmoederbiopsie
34303000;herstel van de fascia van de hand met peesgreffe;34303000;herstel van fascia hand door transplantaat pees
34309001;drainage van de tonsil;34309001;drainage van tonsil
34333007;injectie van het enkelgewricht;34333007;inspuiting van van
34339006;arteria poplitea naar arteria tibialis vasculaire bypass;34339006;baker - arteria tibialis bypass
34414001;rectum incisie;34414001;proctotomie
34438002;hechting van periostium van tibia;34438002;hechting beenvlies tibia
34444003;Herstel ostium secundum;34444003;herstel secundum
34454004;osteoplastie mandibula;34454004;osteoplasty van corpus
34456002;fijne naaldbiopsie van de nasale sinus;34456002;dunnenaaldaspiratie van neusbijholte
34470002;excisie nagelriem;34470002;nagelverwijdering plooi
34480003;botverkorting door fusie;34480003;korte van door vergroeiing
34489002;conjunctivale vrije greffe;34489002;vrij transplantaat van conjunctiva
34491005;excisie van diepe intramusculaire tumor van de elleboog;34491005;excisie van tumor van elleboog , diepe , intramusculaire
34511006;injectie prostaat;34511006;inspuiting van prostaat
34518000;anastomosis van arterie met bypassgreffe;34518000;anastomose , arteria met bypass
34521003;osteoplastie van de radius , verlenging met autologe botgreffe;34521003;osteoplasty van radius verlenging met autograft
34525007;losmaken voor tenosynovitis van de hand;34525007;release voor synovitis , hand
34538004;verstevigen van ronde band;34538004;advancement van ligamentum rotundum
34562009;Opnieuw breken van een nasaal bot;34562009;refracture van neus
34564005;shunt van aorta ascendens naar pulmonaalarterie;34564005;peritoveneuze shunt shunt aorta ascendens fontan - operatie
34574008;endoscopisch vernietigen van letsel van de sfincter van Oddi;34574008;endoscopische cryochirurgie van sfincter van oddi
34585005;stripping van intracrani ë le variceuze venen;34585005;stripping van intracraniale veneuze spataderen
34642009;biopsie van de huig;34642009;biopsie van uvula
34645006;excisie van een letsel van de plexus choro ï deus;34645006;excisie van van de plexus choroideus
34646007;pericardiectomie;34646007;pericardexcisie
34685000;amputatie van een straal van de hand;34685000;ntgenfoto vingeramputatie
34697004;openen van de fossa pterygopalatina;34697004;van pterygopalatine fossa
34779000;insertie van botpin in femurhals;34779000;plaatsing van tanden van femurhals
34814005;epicardiale poederbedekking;34814005;epicardial poudrage
34815006;transplantatie van bijnier naar hersenventrikel;34815006;van bijnier weefsel van hersenventrikel
34817003;sluiten van rectaal stoma µ;34817003;tracheostomie sluiting van rectum
34854007;herstel van filterende bleb;34854007;herstel filtering vesica
34861006;patellastabilisatie door middel van peestranfer;34861006;patellae stabilization door peesverplaatsing
34866001;exploratie traanklier;34866001;exploration van de traanklier
34867005;sluiten door buckle;34867005;herstel door arruga
34876003;herstel van aneurysma van arteria iliaca met greffe;34876003;aneurysmaherstel met transplantaat van arteria iliaca
34885003;Rx slokdarm;34885003;r ö ntgenfoto van slokdarm
34905004;transplantatie van ovarium;34905004;transplantatie , ovarium
34931002;thoracotomie voor open intrapleurale pneumolyse;34931002;grote thoracotomie open intrapleural pneumolyse
34935006;teen naar vinger transplantatie;34935006;tenen door vinger transport , eerste fase
34945008;angiografie van het hart;34945008;angiocardiografie
34975003;hartscatheterisatie , links en rechts;34975003;katheterisatie van long en rechts
34984003;incisiebiopsie van het rectum;34984003;incisie rectumbiopsie
35009002;destructie van letsel van de retina;35009002;cryochirurgie van
35032003;hechting van een aponeurose;35032003;herstel aponeurosis
35083003;hechten van het mesenterium;35083003;hechting mesenterium
35086006;herstel foramen ovale met weefselgreffe;35086006;herstel foramen ovale , met weefseltransplantaten
35129004;intrathoracale slokdarmanastomose met coloninerpositie;35129004;intrathoracale slokdarm anastomose met interposition van colon
35137007;photocoagulatie van het ciliair lichaam;35137007;fotocoagulatie ciliare
35139005;verwijderen van vreemd lichaam ter hoogte van de nier via incisie;35139005;verwijdering van door incisie
35152000;prostatolithotomie;35152000;prostatolithotomy
35176008;plastisch herstel en revisie met revascularisatie;35176008;plastische chirurgie en revisie met revascularization
35186009;wedge osteotomie van een phalanx;35186009;teennagelwig osteotomie vingers
35212009;excisie van letsel van tepel;35212009;excisie van tepel laesie
35219000;biopsie van de hypofarynx;35219000;biopsie van hypofarynx
35227009;spinale salpingothecale shunt met klep;35227009;spinale salpingothecal shunt met klep
35241000;cholecystostomie;35241000;cholecystostomie
35249003;NMR aangezicht;35249003;mri van
35280008;pollicisatie door transfer van een vinger;35280008;transpositie vingers of tenen door replace duim
35295005;percutane fijne naaldbiopsie van long;35295005;percutane dunnenaaldaspiratie van long
35356006;oppervlakkige biopsie van zacht weefsel van de bovenarm;35356006;biopsie weke delen van bovenste extremiteit , oppervlakkige
35371005;verwijderen van pharyngeale adhesies;35371005;adhesiolyse farynx
35404004;arteri ë le bypass bij middel van een synthetische greffe;35404004;shunt arteri bypass met synthetische transplantaat
35411000;tractotomie;35411000;tractotomy
35417001;hechting van periostium van tibia en fibula;35417001;periosteal herstel tibia en fibula
35424000;zygomareconstructiemet botgreffe;35424000;bottranplantaat van os zygomaticum areas
35441003;catherisatie van larynx;35441003;larynx katheterisatie
35482003;brede excisie van borst voor bewezen maligne letsel met okseluitruiming;35482003;ablatio mammae , met axillaire lymfadenectomie
35535008;colostomoie op het transversum;35535008;transversum colostomie
35634001;cranectomie met excisie van botletsel ter hoogte van de schedel;35634001;crani ë ctomie met ostectomie van schedel
35642000;herstel supracristal defect hart;35642000;herstel van supracristal van hart
35646002;excisie van letsel van de huid;35646002;huidletselexcisie
35649009;laryngeale ventriculectomie;35649009;strottenhoofd ventriculectomy
35653006;endarteri ë ctomie van aorta ascendens;35653006;endarterectomie van aorta ascendens
35673001;excisie neurinoma van sympatische zenuw;35673001;excisie neuroom , sympathische
35686005;labyrinthotomie door cryochirurgie;35686005;labyrinthotomy met cryochirurgie transcanal
35713003;plaatsen van botgreffes in de wervelkolom;35713003;transplantatie , spinale
35717002;scheiden van congenitaal cataract;35717002;discission , congenitaal
35753000;herstel van een perineo - rectale fistel;35753000;herstel perineorectal fistel
35829002;verwijderen van extern orbitaal implant;35829002;orbitaimplantaatverwijdering
35830007;aneurysmectomie met greffe vervanging van arterie van bovenste lidmaat;35830007;aneurysmectomie met transplantaat vervanging van arterie van bovenste extremiteit
35860002;nageling;35860002;bevestiging , intramedullaire
35887003;excisie van letsel van ovarium;35887003;excisie van eierstoklaesie
35892001;hechten van geperforeerd duodenumulcus;35892001;geperforeerde duodenumulcus overhechten
35915004;bicuspidisatie van hartklep;35915004;bicuspidization van de hartklep
35916003;plastie van het glenoid;35916003;glenoplasty van
35926005;herstel van de kruisbanden van de knie;35926005;herstel van cruciate ligamenten
35947009;heelkundige reductie torsio testis;35947009;torsie van testes reductie
35975006;greffe van neustip;35975006;transplantatie , neus tip
35975006;greffe van neustip;35975006;transplantatie , neus tip
36006002;arteri ë le axillo - femoro - femorale veneuze bypass greffe;36006002;oksel , arteria femoralis - femoralis bypass met vene
36007006;neuroplastie van een majeure perifere zenuw van de plexus lumbalis;36007006;neuroplasty , perifere zenuw van plexus lumbalis
36015009;insufflatie van buis van Eustachius;36015009;insufflatie buis van eustachius
36033003;resectie van aortaklep voor subvalvulaire stenose;36033003;resectie van hart en stenose
36035005;percutane injectie pyelum;36035005;percutane inspuiting van nier
36037002;vervanging van het acetabulum met gebruik van botcement;36037002;artroplastiek van acetabulum met gebruik van methyl methacrylate
36049001;Mohs ' surgery;36049001;moh ' chemosurgery
36059000;electrocauterisatie van cervix;36059000;galvanocauterisatie cervix
36239005;destructie van letsel van ooglid;36239005;van ooglid
36242004;transplantatie van temporalisspier;36242004;van musculus temporalis
36250008;vervangen expanderprothese door definitieve prothese;36250008;vervanging expander , met permanente prothese
36253005;suprapubische prostatectomie;36253005;suprapubische prostatectomie
36285008;aanleggen fenestratie van vestibulum met greffe;36285008;fenestration van het vestibulum met transplantaat
36286009;aanleggen van aortorenale bypass;36286009;chirurgische aortorenal shunt
36294002;verwijderen opblaasbare penisprothese;36294002;verwijdering van inflatable peniele
36356000;decompressie van endolymfatische zak;36356000;decompressie van de saccus endolymphaticus
36384005;excisie van letsel van cervix uteri;36384005;excisie van baarmoederhalslaesie
